Chromosome,Start,End,ID,Functional,methylome
chr1,16499292,16499361,RNA1106,No,0.523923
chr1,16499293,16499362,RNA1107,No,0.523923
chr1,16672054,16672123,RNA1108,No,2.63158
chr1,16672056,16672127,RNA1109,No,2.63158
chr1,16672117,16672189,RNA1110,No,0
chr1,16672211,16672280,RNA1111,No,0
chr1,16672424,16672495,RNA1112,No,0
chr1,16672571,16672640,RNA1113,No,0.37594
chr1,16672576,16672647,RNA1114,No,0.37594
chr1,16672639,16672708,RNA1115,No,0
chr1,16672675,16672745,RNA1116,No,0
chr1,16673016,16673088,RNA1117,No,0
chr1,16673106,16673178,RNA1118,No,0.37594
chr1,16673557,16673626,RNA1119,No,0
chr1,16673655,16673726,RNA1120,No,4.51128
chr1,16673660,16673731,RNA1121,No,4.51128
chr1,16673850,16673922,RNA1122,No,42.4662
chr1,16674002,16674071,RNA1123,No,79.4323
chr1,16674145,16674214,RNA1124,No,44.2932
chr1,16674145,16674217,RNA1125,No,44.2932
chr1,16674250,16674320,RNA1126,No,0
chr1,16674275,16674344,RNA1127,No,26.0714
chr1,16674324,16674394,RNA1128,No,26.0714
chr1,16674397,16674469,RNA1129,No,85.8994
chr1,16732830,16732901,RNA1130,No,0
chr1,16732985,16733054,RNA1131,No,0
chr1,16733083,16733154,RNA1132,No,19.8271
chr1,16733704,16733775,RNA1133,No,45.2105
chr1,16734504,16734575,RNA1134,No,7.21805
chr1,16734647,16734716,RNA1135,No,0
chr1,16734862,16734931,RNA1136,No,0
chr1,16737753,16737822,RNA1137,No,0
chr1,16739729,16739801,RNA1138,No,5.83647
chr1,16739730,16739801,RNA1139,No,5.83647
chr1,16739731,16739803,RNA1140,No,5.83647
chr1,16739736,16739806,RNA1141,No,4.00376
chr1,16739765,16739834,RNA1142,No,4.00376
chr1,16739779,16739851,RNA1143,No,4.00376
chr1,16739804,16739921,RNA1144,No,0
chr1,16739823,16739895,RNA1145,No,0
chr1,16739831,16739900,RNA1146,No,0
chr1,16739842,16739914,RNA1147,No,0
chr1,16739845,16739915,RNA1148,No,0
chr1,16739849,16739921,RNA1149,No,0
chr1,16739862,16739933,RNA1150,No,0
chr1,16739864,16739934,RNA1151,No,0
chr1,16973002,16973074,RNA1152,No,68.7199
chr1,16973152,16973224,RNA1153,No,79.6861
chr1,16973714,16973786,RNA1154,No,0
chr1,16973853,16973923,RNA1155,No,58.9148
chr1,16974172,16974244,RNA1156,No,0.18797
chr1,16974259,16974329,RNA1157,No,0
chr1,16974349,16974419,RNA1158,No,0.150376
chr1,16974402,16974474,RNA1159,No,0.37594
chr1,16974427,16974499,RNA1160,No,0.37594
chr1,17401813,17401885,RNA1161,No,65.4812
chr1,17402008,17402078,RNA1162,No,53.8214
chr1,17403015,17403084,RNA1163,No,0
chr1,17406159,17406231,RNA1164,No,36.9925
chr1,17698606,17698675,RNA1165,No,74.5338
chr1,17699035,17699106,RNA1166,No,84.485
chr1,17750628,17750697,RNA1167,No,71.9812
chr1,17753374,17753445,RNA1168,No,0
chr1,17832278,17832348,RNA1169,No,67.2444
chr1,17841082,17841154,RNA1170,No,58.9248
chr1,17888884,17888956,RNA1171,No,71.3647
chr1,20493944,20494081,RNA1172,No,0.795489
chr1,21504358,21504427,RNA1173,No,75.8064
chr1,21504753,21504823,RNA1174,No,80.7406
chr1,21506298,21506370,RNA1175,No,0
chr1,21508316,21508388,RNA1176,No,84.5056
chr1,21674619,21674688,RNA1177,No,88.265
chr1,21675728,21675797,RNA1178,No,0
chr1,21677582,21677653,RNA1179,No,0
chr1,21677667,21677738,RNA1180,No,89.2556
chr1,21798156,21798228,RNA1181,No,61.109
chr1,21805685,21805755,RNA1182,No,0
chr1,21808879,21808951,RNA1183,No,0
chr1,23868487,23868619,RNA1184,No,3.70193
chr1,23869961,23870091,RNA1185,No,0
chr1,23870164,23870242,RNA1186,No,78.5226
chr1,23870229,23870357,RNA1187,No,78.188
chr1,25998911,25998984,RNA1188,No,61.0357
chr1,27604455,27604583,RNA1189,No,2.27945
chr1,27604787,27604865,RNA1190,No,50.1654
chr1,27604794,27604926,RNA1191,No,26.5166
chr1,27604904,27605034,RNA1192,No,59.1303
chr1,28540408,28540486,RNA1193,No,86.6692
chr1,28541956,28542088,RNA1194,No,84.5545
chr1,28542315,28542443,RNA1195,No,85.4712
chr1,28542552,28542682,RNA1196,No,87.9774
chr1,28546723,28546801,RNA1197,No,0
chr1,28549159,28549289,RNA1198,No,89.5714
chr1,28549469,28549601,RNA1199,No,88.7406
chr1,28549623,28549751,RNA1200,No,66.7857
chr1,28549733,28549861,RNA1201,No,62.3684
chr1,28550260,28550338,RNA1202,No,73.9211
chr1,28550525,28550655,RNA1203,No,0
chr1,28550771,28550903,RNA1204,No,90.218
chr1,29123906,29123984,RNA1205,No,3.24991
chr1,29123926,29124004,RNA1206,No,3.15158
chr1,29123931,29124009,RNA1207,No,3.25072
chr1,29124715,29124843,RNA1208,No,0.886681
chr1,29124717,29124849,RNA1209,No,0.861404
chr1,29124728,29124860,RNA1210,No,0.807519
chr1,29124729,29124859,RNA1211,No,0.836779
chr1,29124730,29124858,RNA1212,No,0.836779
chr1,29124732,29124862,RNA1213,No,0.791209
chr1,29124759,29124889,RNA1214,No,0.666165
chr1,29124766,29124898,RNA1215,No,0.588722
chr1,29124776,29124904,RNA1216,No,0.62005
chr1,29556777,29556907,RNA1217,No,45.4455
chr1,29563612,29563740,RNA1218,No,76.2199
chr1,29564683,29564815,RNA1219,No,55.0075
chr1,29574541,29574619,RNA1220,No,67.5
chr1,29973085,29973158,RNA1221,No,20.6128
chr1,30868793,30868866,RNA1222,No,75.0865
chr1,30923693,30923766,RNA1223,No,0
chr1,30928867,30928940,RNA1224,No,0
chr1,31066303,31066376,RNA1225,No,82.869
chr1,31066823,31066896,RNA1226,No,89.291
chr1,31069685,31069758,RNA1227,No,85.8045
chr1,31483352,31483481,RNA1228,No,52.7989
chr1,31950756,31950829,RNA1229,No,78.2331
chr1,33237913,33238010,RNA1230,No,0
chr1,33513208,33513336,RNA1231,No,78.0602
chr1,33513411,33513543,RNA1232,No,63.5564
chr1,33513720,33513798,RNA1233,No,72.1335
chr1,33513805,33513935,RNA1234,No,70.9211
chr1,34690647,34690782,RNA1235,No,72.2989
chr1,35568251,35568380,RNA1236,No,86.6579
chr1,35930568,35930641,RNA1237,No,0.25188
chr1,36329385,36329514,RNA1238,No,0
chr1,36400469,36400598,RNA1239,No,78.0677
chr1,36400903,36401032,RNA1240,No,52.8966
chr1,36450453,36450582,RNA1241,No,3.56241
chr1,36450461,36450590,RNA1242,No,3.5515
chr1,36519652,36519781,RNA1243,No,73.8985
chr1,37153909,37154006,RNA1244,No,0
chr1,37487923,37488052,RNA1245,No,78.9261
chr1,37990461,37990558,RNA1246,No,19.2922
chr1,38046825,38046922,RNA1247,No,0.491407
chr1,38046840,38046937,RNA1248,No,0.632832
chr1,38276642,38276739,RNA1249,No,90.2519
chr1,38276714,38276811,RNA1250,No,79.8932
chr1,38293749,38293846,RNA1251,No,56.5075
chr1,38731734,38731869,RNA1252,No,0
chr1,38835609,38835706,RNA1253,No,0
chr1,39491493,39491628,RNA1254,No,1.49624
chr1,39559767,39559902,RNA1255,No,61.8177
chr1,39559893,39560028,RNA1256,No,85.1692
chr1,39594159,39594294,RNA1257,No,72.1617
chr1,39598138,39598273,RNA1258,No,0
chr1,39674669,39674767,RNA1259,No,0
chr1,39677828,39677963,RNA1260,No,68.156
chr1,39788866,39788935,RNA1261,No,0.921992
chr1,39788867,39788965,RNA1262,No,0.744703
chr1,39788871,39788967,RNA1263,No,0.744703
chr1,39788872,39788944,RNA1264,No,0.921992
chr1,39788873,39788944,RNA1265,No,0.921992
chr1,39821202,39821316,RNA1266,No,80.7707
chr1,40552742,40552877,RNA1267,No,83.5789
chr1,41414804,41414933,RNA1268,No,65.7105
chr1,42919269,42919366,RNA1269,No,76.9361
chr1,43643748,43643862,RNA1270,No,71.2105
chr1,43643844,43643942,RNA1271,No,76.3055
chr1,43644109,43644181,RNA1272,No,70.411
chr1,43645592,43645663,RNA1273,No,0
chr1,43645596,43645694,RNA1274,No,66.3308
chr1,43646355,43646424,RNA1275,No,0
chr1,43648856,43648952,RNA1276,No,0
chr1,44398457,44398555,RNA1277,No,0
chr1,44402178,44402276,RNA1278,No,55.4831
chr1,44403053,44403151,RNA1279,No,0
chr1,44403506,44403641,RNA1280,No,86.3675
chr1,44674490,44674604,RNA1281,No,0.517387
chr1,44674500,44674569,RNA1282,No,0.528822
chr1,44674500,44674571,RNA1283,No,0.528822
chr1,44674504,44674600,RNA1284,No,0.517387
chr1,44674505,44674603,RNA1285,No,0.517387
chr1,44674518,44674616,RNA1286,No,0.539474
chr1,44674536,44674634,RNA1287,No,0.479323
chr1,44674549,44674647,RNA1288,No,0.472932
chr1,44674554,44674668,RNA1289,No,0.442982
chr1,44674567,44674639,RNA1290,No,0.477444
chr1,44674572,44674686,RNA1291,No,0.465664
chr1,44674585,44674683,RNA1292,No,0.427888
chr1,44735879,44735993,RNA1293,No,85.1278
chr1,44736905,44737019,RNA1294,No,0
chr1,44737864,44737962,RNA1295,No,82.3252
chr1,44739671,44739740,RNA1296,No,0.429323
chr1,44739673,44739769,RNA1297,No,0.393189
chr1,44739678,44739776,RNA1298,No,0.376358
chr1,44739680,44739751,RNA1299,No,0.369048
chr1,44739686,44739755,RNA1300,No,0.246241
chr1,44739694,44739766,RNA1301,No,0.272727
chr1,44739696,44739792,RNA1302,No,0.350752
chr1,44739721,44739792,RNA1303,No,0.370032
chr1,44739726,44739798,RNA1304,No,0.370032
chr1,44778934,44779005,RNA1305,No,0
chr1,44779012,44779110,RNA1306,No,0
chr1,44779355,44779424,RNA1307,No,90.0789
chr1,44779357,44779453,RNA1308,No,90.391
chr1,44780192,44780263,RNA1309,No,87.2068
chr1,44780235,44780307,RNA1310,No,0
chr1,44780735,44780831,RNA1311,No,91.1006
chr1,44780738,44780834,RNA1312,No,90.9737
chr1,44780903,44780975,RNA1313,No,0
chr1,44781236,44781307,RNA1314,No,0
chr1,44781254,44781323,RNA1315,No,0
chr1,44781295,44781393,RNA1316,No,0
chr1,44781336,44781405,RNA1317,No,0
chr1,44781513,44781585,RNA1318,No,0
chr1,44781735,44781849,RNA1319,No,0
chr1,45760963,45761061,RNA1320,No,0
chr1,45761163,45761261,RNA1321,No,80.7607
chr1,45763103,45763217,RNA1322,No,50.9962
chr1,45763523,45763594,RNA1323,No,82.9643
chr1,45766108,45766177,RNA1324,No,81.6692
chr1,45766187,45766283,RNA1325,No,75.995
chr1,45770931,45771003,RNA1326,No,0
chr1,48503523,48503619,RNA1327,No,0
chr1,48509044,48509113,RNA1328,No,0
chr1,48509418,48509490,RNA1329,No,0
chr1,48513253,48513351,RNA1330,No,77.985
chr1,48515777,48515875,RNA1331,No,72.1241
chr1,48518717,48518788,RNA1332,No,67.7237
chr1,48532261,48532375,RNA1333,No,0
chr1,50325656,50325727,RNA1334,No,0
chr1,53968927,53968998,RNA1335,No,0
chr1,54844944,54845015,RNA1336,No,82.109
chr1,54846800,54846871,RNA1337,No,0
chr1,54847242,54847313,RNA1338,No,0
chr1,54994756,54994827,RNA1339,No,63.2857
chr1,54995217,54995288,RNA1340,No,0
chr1,55065130,55065201,RNA1341,No,53.985
chr1,55217545,55217616,RNA1342,No,0
chr1,56918290,56918361,RNA1343,No,0
chr1,61667561,61667637,RNA1344,No,0
chr1,65416343,65416419,RNA1345,No,82.2293
chr1,66376035,66376111,RNA1346,No,0
chr1,66376593,66376669,RNA1347,No,0
chr1,66376929,66377005,RNA1348,No,0
chr1,66751539,66751615,RNA1349,No,0
chr1,66751921,66751997,RNA1350,No,17.8459
chr1,66752109,66752185,RNA1351,No,18.7155
chr1,67633091,67633167,RNA1352,No,77.0977
chr1,70788401,70788477,RNA1353,No,0
chr1,70789009,70789091,RNA1354,No,0
chr1,70790477,70790546,RNA1355,No,0
chr1,70807726,70807802,RNA1356,No,0
chr1,74770855,74770931,RNA1357,No,0
chr1,74775334,74775403,RNA1358,No,0
chr1,74791001,74791083,RNA1359,No,60.2876
chr1,75185891,75185967,RNA1360,No,0
chr1,75186251,75186320,RNA1361,No,0
chr1,75187340,75187416,RNA1362,No,0
chr1,75189072,75189154,RNA1363,No,44.6692
chr1,75189164,75189240,RNA1364,No,0
chr1,75194806,75194888,RNA1365,No,0
chr1,75196785,75196867,RNA1366,No,70.9699
chr1,75197370,75197439,RNA1367,No,57.9662
chr1,75197813,75197882,RNA1368,No,0
chr1,76676264,76676340,RNA1369,No,70.8609
chr1,76678286,76678362,RNA1370,No,0
chr1,76680935,76681004,RNA1371,No,0
chr1,76681181,76681257,RNA1372,No,0
chr1,76682850,76682932,RNA1373,No,0
chr1,76685233,76685315,RNA1374,No,0
chr1,76687981,76688050,RNA1375,No,0
chr1,76692110,76692179,RNA1376,No,0
chr1,76693539,76693621,RNA1377,No,0
chr1,76825311,76825393,RNA1378,No,74.812
chr1,76826806,76826875,RNA1379,No,58.797
chr1,76829656,76829732,RNA1380,No,0
chr1,80299524,80299602,RNA1381,No,73.5489
chr1,80777849,80777931,RNA1382,No,0
chr1,80782314,80782390,RNA1383,No,0
chr1,80783691,80783760,RNA1384,No,0
chr1,84021345,84021423,RNA1385,No,0
chr1,84998999,84999077,RNA1386,No,44.0404
chr1,85133400,85133478,RNA1387,No,0
chr1,85133680,85133758,RNA1388,No,59.6353
chr1,85136155,85136233,RNA1389,No,0
chr1,85143725,85143803,RNA1390,No,72.7669
chr1,85222386,85222464,RNA1391,No,0
chr1,86820150,86820228,RNA1392,No,36.5263
chr1,88840401,88840472,RNA1393,No,0
chr1,88848566,88848659,RNA1394,No,0
chr1,88851807,88851885,RNA1395,No,0
chr1,88851840,88851923,RNA1396,No,0
chr1,89989834,89989912,RNA1397,No,0
chr1,91908226,91908319,RNA1398,No,0
chr1,92508092,92508163,RNA1399,No,85.3684
chr1,92802885,92802978,RNA1400,No,0
chr1,92829542,92829635,RNA1401,No,83.7152
chr1,92829975,92830058,RNA1402,No,0
chr1,92830691,92830769,RNA1403,No,83.9143
chr1,92830801,92830894,RNA1404,No,87.5783
chr1,92964243,92964336,RNA1405,No,0
chr1,92964732,92964825,RNA1406,No,89.1654
chr1,92966134,92966227,RNA1407,No,77.7143
chr1,93418243,93418314,RNA1408,No,0
chr1,93425535,93425606,RNA1409,No,0
chr1,93441774,93441845,RNA1410,No,0
chr1,93554817,93554900,RNA1411,No,0
chr1,93555009,93555087,RNA1412,No,54.9568
chr1,93555314,93555392,RNA1413,No,0
chr1,93555352,93555435,RNA1414,No,0
chr1,93557150,93557221,RNA1415,No,80.5602
chr1,93557893,93557964,RNA1416,No,78.8835
chr1,93558206,93558284,RNA1417,No,71.7143
chr1,93558562,93558645,RNA1418,No,0
chr1,93560453,93560524,RNA1419,No,0
chr1,93856462,93856545,RNA1420,No,67.9398
chr1,93856813,93856891,RNA1421,No,77.0865
chr1,93856833,93856911,RNA1422,No,77.0865
chr1,93856861,93856954,RNA1423,No,78.3177
chr1,93857653,93857736,RNA1424,No,0
chr1,93865851,93865934,RNA1425,No,0
chr1,93866037,93866115,RNA1426,No,0
chr1,94418282,94418353,RNA1427,No,0.455514
chr1,94895885,94895963,RNA1428,No,0
chr1,94895984,94896067,RNA1429,No,60.4173
chr1,96606318,96606411,RNA1430,No,47.8195
chr1,98514179,98514250,RNA1431,No,0
chr1,98768434,98768517,RNA1432,No,0
chr1,98773393,98773471,RNA1433,No,81.3891
chr1,108113383,108113461,RNA1434,No,65.6654
chr1,112165228,112165306,RNA1435,No,32.8195
chr1,112751875,112751953,RNA1436,No,87.5865
chr1,112753575,112753653,RNA1437,No,0
chr1,112757433,112757511,RNA1438,No,0
chr1,112889909,112889987,RNA1439,No,0
chr1,112894048,112894126,RNA1440,No,85.9323
chr1,112903244,112903322,RNA1441,No,84.9511
chr1,113922139,113922217,RNA1442,No,0
chr1,115479018,115479088,RNA1443,No,35.8195
chr1,115844483,115844555,RNA1444,No,0
chr1,116070179,116070251,RNA1445,No,0
chr1,116070289,116070361,RNA1446,No,0
chr1,116070332,116070401,RNA1447,No,0
chr1,116070697,116070769,RNA1448,No,0
chr1,116070926,116070997,RNA1449,No,0.409774
chr1,116070937,116071009,RNA1450,No,0.409774
chr1,117723583,117723661,RNA1451,No,58.3571
chr1,119537621,119537691,RNA1452,No,0
chr1,119846973,119847045,RNA1453,No,85.2368
chr1,119847322,119847394,RNA1454,No,0
chr1,119847699,119847771,RNA1455,No,0
chr1,120102477,120102548,RNA1456,No,80.6466
chr1,120107111,120107183,RNA1457,No,0
chr1,120108980,120109052,RNA1458,No,43.3083
chr1,120109197,120109266,RNA1459,No,70.2556
chr1,120413172,120413242,RNA1460,No,28.1635
chr1,120413708,120413778,RNA1461,No,31.5226
chr1,120414776,120414846,RNA1462,No,0.121554
chr1,120842920,120842992,RNA1463,No,57.0401
chr1,120843056,120843128,RNA1464,No,38.6504
chr1,120843153,120843223,RNA1465,No,36.4699
chr1,120843190,120843260,RNA1466,No,0
chr1,120843224,120843296,RNA1467,No,0
chr1,120843455,120843525,RNA1468,No,22.0038
chr1,120843618,120843690,RNA1469,No,24.9937
chr1,120858557,120858629,RNA1470,No,22.8947
chr1,120859814,120859886,RNA1471,No,39.3609
chr1,120860375,120860447,RNA1472,No,37.812
chr1,120911056,120911125,RNA1473,No,0
chr1,120911132,120911204,RNA1474,No,58.5226
chr1,120911172,120911244,RNA1475,No,0
chr1,120911259,120911330,RNA1476,No,44.515
chr1,120911376,120911448,RNA1477,No,0
chr1,120911415,120911487,RNA1478,No,0
chr1,120911630,120911702,RNA1479,No,0
chr1,120911674,120911743,RNA1480,No,42.3271
chr1,120911687,120911759,RNA1481,No,42.3271
chr1,120911694,120911766,RNA1482,No,42.3271
chr1,120911822,120911894,RNA1483,No,0
chr1,120911932,120912004,RNA1484,No,35.4906
chr1,120911991,120912060,RNA1485,No,37.8778
chr1,120912004,120912075,RNA1486,No,41.6504
chr1,120912019,120912090,RNA1487,No,41.6504
chr1,120912063,120912135,RNA1488,No,30.1015
chr1,120912095,120912167,RNA1489,No,30.1015
chr1,121052464,121052535,RNA1490,No,0
chr1,121052988,121053060,RNA1491,No,55.1504
chr1,121053112,121053184,RNA1492,No,0
chr1,121053363,121053435,RNA1493,No,43.8477
chr1,121053615,121053687,RNA1494,No,0
chr1,121053840,121053912,RNA1495,No,0
chr1,121054622,121054694,RNA1496,No,0
chr1,121054639,121054708,RNA1497,No,0
chr1,121055081,121055153,RNA1498,No,22.7068
chr1,121055240,121055312,RNA1499,No,0
chr1,121056471,121056543,RNA1500,No,0
chr1,121056676,121056747,RNA1501,No,0
chr1,121058515,121058584,RNA1502,No,52.0075
chr1,121058575,121058647,RNA1503,No,0
chr1,121065770,121065841,RNA1504,No,65.1867
chr1,121067944,121068013,RNA1505,No,0
chr1,121076468,121076540,RNA1506,No,0
chr1,121086177,121086249,RNA1507,No,0
chr1,121483490,121483560,RNA1508,No,0
chr1,121606889,121606958,RNA1509,No,0
chr1,121606895,121606967,RNA1510,No,0
chr1,121607760,121607831,RNA1511,No,6.61654
chr1,121607983,121608055,RNA1512,No,0
chr1,121609474,121609546,RNA1513,No,22.4812
chr1,121609763,121609835,RNA1514,No,0
chr1,121610251,121610323,RNA1515,No,0.62782
chr1,143541550,143541620,RNA1516,No,0
chr1,143541599,143541671,RNA1517,No,0
chr1,143574150,143574220,RNA1518,No,0
chr1,143574779,143574851,RNA1519,No,67.8985
chr1,143587277,143587347,RNA1520,No,0
chr1,143594927,143594997,RNA1521,No,63.5301
chr1,143594990,143595062,RNA1522,No,30.4211
chr1,143595022,143595092,RNA1523,No,0
chr1,143595082,143595215,RNA1524,No,38.5075
chr1,143688238,143688308,RNA1525,No,0
chr1,143689185,143689255,RNA1526,No,0
chr1,143689470,143689540,RNA1527,No,0
chr1,143690146,143690218,RNA1528,No,77.312
chr1,143690858,143690928,RNA1529,No,0
chr1,143697943,143698013,RNA1530,No,47.9981
chr1,143699649,143699719,RNA1531,No,19.5746
chr1,143699654,143699726,RNA1532,No,19.5746
chr1,143699707,143699840,RNA1533,No,14.3173
chr1,143699713,143699785,RNA1534,No,15.0639
chr1,143699719,143699791,RNA1535,No,14.3446
chr1,143699722,143699855,RNA1536,No,15.0203
chr1,143699728,143699797,RNA1537,No,14.3446
chr1,143699746,143699818,RNA1538,No,12.5526
chr1,143699752,143699824,RNA1539,No,12.5526
chr1,143699783,143699854,RNA1540,No,16.0338
chr1,143797243,143797315,RNA1541,No,14.0695
chr1,143797286,143797419,RNA1542,No,0
chr1,143798021,143798093,RNA1543,No,0
chr1,143798086,143798156,RNA1544,No,18.688
chr1,143798245,143798316,RNA1545,No,17.6278
chr1,143798405,143798538,RNA1546,No,12.812
chr1,143798418,143798487,RNA1547,No,12.3083
chr1,143798459,143798529,RNA1548,No,6.37845
chr1,143799015,143799087,RNA1549,No,14.9527
chr1,143799109,143799178,RNA1550,No,21.8917
chr1,143799314,143799386,RNA1551,No,4.12782
chr1,143801334,143801403,RNA1552,No,0
chr1,143803523,143803594,RNA1553,No,0
chr1,143805100,143805172,RNA1554,No,4.53008
chr1,143805477,143805549,RNA1555,No,0
chr1,143805838,143805909,RNA1556,No,0
chr1,143805963,143806032,RNA1557,No,0.75188
chr1,143806390,143806461,RNA1558,No,25.0075
chr1,143806601,143806734,RNA1559,No,0
chr1,143809193,143809265,RNA1560,No,0
chr1,143935490,143935562,RNA1561,No,43.718
chr1,143936880,143936949,RNA1562,No,18.7105
chr1,143936938,143937009,RNA1563,No,8.18045
chr1,143938978,143939050,RNA1564,No,40.7895
chr1,143939370,143939442,RNA1565,No,0
chr1,143939763,143939835,RNA1566,No,0
chr1,144134058,144134130,RNA1567,No,0
chr1,144152655,144152726,RNA1568,No,19.4669
chr1,144316965,144317037,RNA1569,No,3.91729
chr1,144361085,144361157,RNA1570,No,0
chr1,144361343,144361415,RNA1571,No,3.31955
chr1,144461778,144461848,RNA1572,No,0.403509
chr1,144461787,144461859,RNA1573,No,0.25
chr1,144461810,144461882,RNA1574,No,0.154135
chr1,144470472,144470544,RNA1575,No,61.5602
chr1,144471493,144471565,RNA1576,No,61.1203
chr1,144512383,144512455,RNA1577,No,77.5526
chr1,144566842,144566914,RNA1578,No,52.4699
chr1,144567357,144567429,RNA1579,No,5.86466
chr1,144570369,144570441,RNA1580,No,40.7688
chr1,144586084,144586156,RNA1581,No,0
chr1,144606321,144606391,RNA1582,No,0
chr1,144608336,144608469,RNA1583,No,0
chr1,144609004,144609076,RNA1584,No,0
chr1,144609378,144609450,RNA1585,No,0
