Chromosome,Start,End,ID,Functional,methylome
chr12,48656648,48656782,RNA203,Yes,86.1992
chr12,48667457,48667593,RNA204,Yes,0
chr12,54337216,54337314,RNA205,Yes,59.0977
chr12,56190364,56190445,RNA206,Yes,1.20113
chr12,56512865,56512980,RNA207,Yes,0
chr12,56643680,56643754,RNA208,Yes,75.0038
chr12,56645027,56645101,RNA209,Yes,6.08647
chr12,57824609,57824692,RNA210,Yes,0
chr12,62260359,62260454,RNA211,Yes,0.439166
chr12,62603686,62603769,RNA212,Yes,0.266917
chr12,68627234,68627375,RNA213,Yes,0
chr12,69584723,69584822,RNA214,Yes,0
chr12,80935736,80935833,RNA215,Yes,74.4286
chr12,94834398,94834513,RNA216,Yes,86.015
chr12,95308420,95308513,RNA217,Yes,92.6767
chr12,98503503,98503574,RNA218,Yes,0.38507
chr12,98504252,98504323,RNA219,Yes,0.399332
chr12,104591633,104591716,RNA220,Yes,0
chr12,112037599,112037715,RNA221,Yes,0
chr12,119713634,119713724,RNA222,Yes,80.6541
chr12,122376377,122376447,RNA223,Yes,0
chr12,123364764,123364843,RNA224,Yes,0.277512
chr12,123536409,123536534,RNA225,Yes,53.4248
chr12,123616710,123616840,RNA226,Yes,81.0025
chr12,124927843,124927915,RNA227,Yes,0.493985
chr12,124939966,124940037,RNA228,Yes,0.559211
chr13,27255064,27255135,RNA229,Yes,83.4586
chr13,27255401,27255526,RNA230,Yes,0
chr13,41455925,41455997,RNA231,Yes,63.6594
chr13,44917927,44917998,RNA232,Yes,0.500752
chr13,45336314,45336447,RNA233,Yes,88.9586
chr13,45337480,45337609,RNA234,Yes,87.5226
chr13,51552589,51552667,RNA235,Yes,0
chr13,66218250,66218324,RNA236,Yes,0
chr13,77698012,77698116,RNA237,Yes,2.24511
chr13,84783654,84783778,RNA238,Yes,0
chr13,87618665,87618740,RNA239,Yes,74.7556
chr13,90231182,90231277,RNA240,Yes,0
chr13,95210344,95210448,RNA241,Yes,91.1936
chr13,107531171,107531248,RNA242,Yes,0
chr14,20326441,20326539,RNA243,Yes,80.594
chr14,20625370,20625451,RNA244,Yes,5.8891
chr14,20631160,20631232,RNA245,Yes,2.50591
chr14,20633006,20633077,RNA246,Yes,1.1297
chr14,20681690,20681762,RNA247,Yes,0.421053
chr14,21392150,21392253,RNA248,Yes,85.3195
chr14,22956950,22957029,RNA249,Yes,0.494987
chr14,23417987,23418063,RNA250,Yes,69.1604
chr14,24143489,24143565,RNA251,Yes,0
chr14,31014646,31014742,RNA252,Yes,0
chr14,32202045,32202151,RNA253,Yes,3.07948
chr14,35762800,35762931,RNA254,Yes,74.4492
chr14,45110875,45110975,RNA255,Yes,0
chr14,58239895,58239967,RNA256,Yes,0.405388
chr14,71398337,71398407,RNA257,Yes,87.2669
chr14,72516820,72516898,RNA258,Yes,34.0338
chr14,72962971,72963042,RNA259,Yes,51.4756
chr14,81202695,81202834,RNA260,Yes,92.2669
chr14,88979098,88979170,RNA261,Yes,33.097
chr14,91126426,91126552,RNA262,Yes,71.2068
chr14,93948226,93948302,RNA263,Yes,0
chr14,100881007,100881120,RNA264,Yes,82.6704
chr14,100897920,100897996,RNA265,Yes,0
chr14,100911139,100911213,RNA266,Yes,70.4398
chr14,100927342,100927413,RNA267,Yes,0
chr14,100929919,100929990,RNA268,Yes,0
chr14,100936491,100936565,RNA269,Yes,0
chr14,100938187,100938264,RNA270,Yes,0
chr14,100939556,100939630,RNA271,Yes,0
chr14,100941126,100941202,RNA272,Yes,76.0602
chr14,100943451,100943524,RNA273,Yes,0
chr14,100945649,100945720,RNA274,Yes,0
chr14,100949833,100949904,RNA275,Yes,82.0733
chr14,100951856,100951933,RNA276,Yes,0
chr14,100953349,100953423,RNA277,Yes,83.4737
chr14,100954374,100954448,RNA278,Yes,0
chr14,100957166,100957237,RNA279,Yes,76.8459
chr14,100963054,100963130,RNA280,Yes,0
chr14,100966029,100966100,RNA281,Yes,77.4875
chr14,100967052,100967123,RNA282,Yes,0
chr14,100968111,100968185,RNA283,Yes,0
chr14,100968948,100969022,RNA284,Yes,81.7719
chr14,100969879,100969952,RNA285,Yes,0
chr14,100972103,100972177,RNA286,Yes,76.4624
chr14,100972670,100972741,RNA287,Yes,78.4135
chr14,100974806,100974880,RNA288,Yes,69.9812
chr14,100975825,100975896,RNA289,Yes,69.6466
chr14,100976477,100976551,RNA290,Yes,78.5376
chr14,100981004,100981075,RNA291,Yes,74.7118
chr14,100981975,100982046,RNA292,Yes,66.1222
chr14,100982926,100982997,RNA293,Yes,68.0094
chr14,100983876,100983947,RNA294,Yes,80.6779
chr14,100984777,100984848,RNA295,Yes,71.5113
chr14,100986057,100986128,RNA296,Yes,86.0602
chr14,100987046,100987117,RNA297,Yes,76.8183
chr14,100989130,100989201,RNA298,Yes,79.4784
chr14,100991919,100991990,RNA299,Yes,71.1203
chr14,100993236,100993310,RNA300,Yes,74.9211
chr14,101025732,101025817,RNA301,Yes,85.6289
chr14,101030052,101030129,RNA302,Yes,81.9774
chr14,101041363,101041445,RNA303,Yes,34.6165
chr14,101045920,101045994,RNA304,Yes,70.6504
chr14,101047321,101047398,RNA305,Yes,70.1241
chr14,101047901,101047979,RNA306,Yes,74.8647
chr14,101054306,101054381,RNA307,Yes,78.344
chr14,101060573,101060674,RNA308,Yes,80.3008
chr14,101065300,101065378,RNA309,Yes,83.1172
chr14,101065447,101065537,RNA310,Yes,85.8211
chr14,103337849,103337974,RNA311,Yes,84.859
chr14,104117405,104117514,RNA312,Yes,13.5485
chr14,104117418,104117503,RNA313,Yes,14.2429
chr14,104865314,104865411,RNA314,Yes,0.340434
chr14,105150778,105150864,RNA315,Yes,80.993
chr14,105858165,105858242,RNA316,Yes,0
chr15,24981994,24982068,RNA317,Yes,0
chr15,25051476,25051572,RNA318,Yes,80.7682
chr15,25054209,25054305,RNA319,Yes,81.6491
chr15,25056859,25056955,RNA320,Yes,85.7632
chr15,25059537,25059634,RNA321,Yes,87.5564
chr15,25062332,25062428,RNA322,Yes,85.2995
chr15,25065025,25065122,RNA323,Yes,84.7155
chr15,25070431,25070527,RNA324,Yes,87.5047
chr15,25074113,25074216,RNA325,Yes,48.9549
chr15,25075928,25076021,RNA326,Yes,55.2594
chr15,25077050,25077143,RNA327,Yes,0
chr15,25079057,25079150,RNA328,Yes,0
chr15,25080141,25080234,RNA329,Yes,80.3017
chr15,25081286,25081379,RNA330,Yes,80.2368
chr15,25082767,25082860,RNA331,Yes,76.9671
chr15,25083587,25083680,RNA332,Yes,80.0968
chr15,25085384,25085477,RNA333,Yes,78.7293
chr15,25087661,25087754,RNA334,Yes,70.7469
chr15,25088803,25088896,RNA335,Yes,75.313
chr15,25089922,25090015,RNA336,Yes,81.6955
chr15,25091785,25091878,RNA337,Yes,78.5818
chr15,25094036,25094129,RNA338,Yes,83.1216
chr15,25097662,25097755,RNA339,Yes,75.9737
chr15,25099498,25099595,RNA340,Yes,75.4305
chr15,25101574,25101667,RNA341,Yes,74.5226
chr15,25104641,25104733,RNA342,Yes,65.515
chr15,25106520,25106604,RNA343,Yes,58.7068
chr15,25108268,25108352,RNA344,Yes,85.985
chr15,25170723,25170804,RNA345,Yes,80.8233
chr15,25172635,25172716,RNA346,Yes,75.4624
chr15,25174927,25175008,RNA347,Yes,72.891
chr15,25176832,25176913,RNA348,Yes,67.2368
chr15,25178738,25178819,RNA349,Yes,68.1729
chr15,25180497,25180578,RNA350,Yes,69.2519
chr15,25182385,25182466,RNA351,Yes,71.3346
chr15,25184306,25184387,RNA352,Yes,80.8346
chr15,25185631,25185712,RNA353,Yes,65.3797
chr15,25187536,25187616,RNA354,Yes,60.6147
chr15,25189414,25189495,RNA355,Yes,74.9398
chr15,25193321,25193402,RNA356,Yes,70.6222
chr15,25194921,25195001,RNA357,Yes,62.6861
chr15,25197576,25197656,RNA358,Yes,66.4323
chr15,25199448,25199529,RNA359,Yes,75.8083
chr15,25201323,25201404,RNA360,Yes,36.3271
chr15,25206262,25206343,RNA361,Yes,53.515
chr15,25208083,25208163,RNA362,Yes,78.0545
chr15,25209918,25209999,RNA363,Yes,80.5789
chr15,25211796,25211877,RNA364,Yes,75.0414
chr15,25213659,25213729,RNA365,Yes,75.7556
chr15,25215541,25215622,RNA366,Yes,56.6598
chr15,25218617,25218698,RNA367,Yes,75.3045
chr15,25220503,25220578,RNA368,Yes,0
chr15,25222354,25222427,RNA369,Yes,76.7519
chr15,25225203,25225284,RNA370,Yes,78.8383
chr15,25227109,25227190,RNA371,Yes,0
chr15,25228967,25229048,RNA372,Yes,81.6767
chr15,25230838,25230919,RNA373,Yes,80.1479
chr15,25232387,25232468,RNA374,Yes,83.5677
chr15,25234247,25234328,RNA375,Yes,0
chr15,25237986,25238067,RNA376,Yes,0
chr15,25239838,25239919,RNA377,Yes,81.1955
chr15,25241746,25241827,RNA378,Yes,69.0526
chr15,25243614,25243695,RNA379,Yes,69.3985
chr15,25245478,25245559,RNA380,Yes,86.5865
chr15,25247345,25247426,RNA381,Yes,67.609
chr15,25250859,25250940,RNA382,Yes,79.4944
chr15,25266591,25266661,RNA383,Yes,0
chr15,25269783,25269858,RNA384,Yes,69.2274
chr15,36972821,36972901,RNA385,Yes,77.1128
chr15,43793659,43793759,RNA386,Yes,64.8778
chr15,45537251,45537379,RNA387,Yes,0
chr15,50360329,50360410,RNA388,Yes,0
chr15,51314032,51314107,RNA389,Yes,71.5545
chr15,52277117,52277200,RNA390,Yes,0
chr15,57278567,57278657,RNA391,Yes,71.1391
chr15,59171183,59171262,RNA392,Yes,0
chr15,62304658,62304734,RNA393,Yes,0
chr15,65285461,65285591,RNA394,Yes,0
chr15,65696833,65696936,RNA395,Yes,82.9211
chr15,66347206,66347342,RNA396,Yes,88.7951
chr15,66496958,66497034,RNA397,Yes,67.5952
chr15,66502811,66502910,RNA398,Yes,68.9521
chr15,67839939,67840045,RNA399,Yes,0.521303
chr15,70079372,70079468,RNA400,Yes,65.9774
chr15,80841978,80842073,RNA401,Yes,0
chr15,82755945,82756071,RNA402,Yes,0
chr15,89335073,89335145,RNA403,Yes,0.364662
chr15,89850637,89850721,RNA404,Yes,0
chr16,636736,636806,RNA405,Yes,0.430921
chr16,1962334,1962466,RNA406,Yes,72.7431
chr16,1962973,1963106,RNA407,Yes,62.0827
chr16,1965184,1965310,RNA408,Yes,0.497537
chr16,2155023,2155105,RNA409,Yes,0.464286
chr16,2271747,2271840,RNA410,Yes,79.9158
chr16,2796408,2796532,RNA411,Yes,73.698
chr16,3152900,3152972,RNA412,Yes,0.630326
chr16,3157405,3157477,RNA413,Yes,1.89223
chr16,3164938,3165010,RNA414,Yes,74.6165
chr16,3180554,3180626,RNA415,Yes,32.4118
chr16,3191501,3191573,RNA416,Yes,3.82707
chr16,3191989,3192060,RNA417,Yes,3.87782
chr16,3193918,3193990,RNA418,Yes,58.3985
chr16,14285893,14285964,RNA419,Yes,0.411278
chr16,16309879,16309966,RNA420,Yes,0
chr16,22195711,22195792,RNA421,Yes,0.2884
chr16,30419625,30419759,RNA422,Yes,92.1253
chr16,30710537,30710665,RNA423,Yes,0
chr16,56858518,56858601,RNA424,Yes,80.745
chr16,57299951,57300033,RNA425,Yes,0.434479
chr16,58548499,58548633,RNA426,Yes,85.1278
chr16,58559796,58559931,RNA427,Yes,87.6447
chr16,69708572,69708675,RNA428,Yes,73.9098
chr16,70529509,70529588,RNA429,Yes,0
chr16,70538005,70538098,RNA430,Yes,0
chr16,70778211,70778281,RNA431,Yes,82.688
chr16,70788694,70788764,RNA432,Yes,87.0241
chr16,71426493,71426565,RNA433,Yes,3.50094
chr16,71698567,71698701,RNA434,Yes,90.9211
chr16,71758402,71758487,RNA435,Yes,70.4195
chr16,73478317,73478389,RNA436,Yes,0
chr16,81385018,81385093,RNA437,Yes,0
chr16,82688931,82689019,RNA438,Yes,52.0301
chr16,87384022,87384094,RNA439,Yes,0.286788
chr16,89561430,89561501,RNA440,Yes,1.33751
chr17,1022476,1022559,RNA441,Yes,68.8299
chr17,1713903,1713987,RNA442,Yes,16.9098
chr17,2329125,2329210,RNA443,Yes,0
chr17,2330279,2330370,RNA444,Yes,82.6391
chr17,7574713,7574847,RNA445,Yes,52.594
chr17,7576811,7576952,RNA446,Yes,77.6598
chr17,7577955,7578091,RNA447,Yes,0
chr17,7906123,7906260,RNA448,Yes,74.8722
chr17,8120314,8120395,RNA449,Yes,0.604793
chr17,8138881,8138962,RNA450,Yes,0.5107
chr17,8139452,8139525,RNA451,Yes,9.53999
chr17,8144994,8145071,RNA452,Yes,0
chr17,8173452,8173588,RNA453,Yes,0.313534
chr17,8187160,8187233,RNA454,Yes,0.370677
chr17,8220869,8220940,RNA455,Yes,1.05075
chr17,8221548,8221619,RNA456,Yes,0.931579
chr17,8226991,8227064,RNA457,Yes,12.2072
chr17,16440036,16440106,RNA458,Yes,9.4599
chr17,16441226,16441298,RNA459,Yes,56.9286
chr17,19603274,19603345,RNA460,Yes,0
chr17,19860862,19860932,RNA461,Yes,84.005
chr17,27293910,27293996,RNA462,Yes,0.824176
chr17,28360654,28360734,RNA463,Yes,0
chr17,28722582,28722653,RNA464,Yes,69.1391
chr17,28723681,28723754,RNA465,Yes,75.812
chr17,28861533,28861618,RNA466,Yes,86.7669
chr17,31094350,31094425,RNA467,Yes,22.3214
chr17,31550074,31550145,RNA468,Yes,0.286056
chr17,35573657,35573753,RNA469,Yes,89.2857
chr17,37614931,37615039,RNA470,Yes,84.4662
chr17,38833722,38833793,RNA471,Yes,64.5338
chr17,38851524,38851658,RNA472,Yes,0
chr17,38852863,38852995,RNA473,Yes,1.56015
chr17,38861684,38861755,RNA474,Yes,23.6617
chr17,38869292,38869363,RNA475,Yes,0.240602
chr17,40027542,40027645,RNA476,Yes,0
chr17,40117300,40117373,RNA477,Yes,86.1053
chr17,48156427,48156511,RNA478,Yes,47.3271
chr17,49192528,49192599,RNA479,Yes,0.541353
chr17,50768650,50768730,RNA480,Yes,0
chr17,56891270,56891355,RNA481,Yes,0
chr17,60231516,60231645,RNA482,Yes,86.7895
chr17,60786232,60786302,RNA483,Yes,76.6917
chr17,64146078,64146157,RNA484,Yes,0.341165
chr17,64146339,64146471,RNA485,Yes,0.477694
chr17,64530800,64530873,RNA486,Yes,0
chr17,67740670,67740801,RNA487,Yes,85.0489
chr17,68019897,68019969,RNA488,Yes,0.302256
chr17,69099542,69099656,RNA489,Yes,64.203
chr17,75033906,75033978,RNA490,Yes,0.304511
chr17,75034431,75034503,RNA491,Yes,0.842105
chr17,75035113,75035185,RNA492,Yes,1.54887
chr17,75406069,75406162,RNA493,Yes,6.76034
chr17,76561108,76561193,RNA494,Yes,0
chr17,76561633,76561706,RNA495,Yes,0
chr17,76736450,76736548,RNA496,Yes,0.339642
chr17,81125276,81125373,RNA497,Yes,86.1654
chr17,81133196,81133308,RNA498,Yes,77.1673
chr17,82668233,82668307,RNA499,Yes,69.1654
chr18,13611114,13611200,RNA500,Yes,33.7453
chr18,46089305,46089377,RNA501,Yes,86.1078
chr18,49489235,49489324,RNA502,Yes,0
chr18,53237101,53237190,RNA503,Yes,0
chr18,54222284,54222412,RNA504,Yes,0
chr18,58600620,58600752,RNA505,Yes,63.3045
chr19,2250639,2250718,RNA506,Yes,39.6472
chr19,4724070,4724141,RNA507,Yes,0.371429
chr19,4724635,4724707,RNA508,Yes,0.480368
chr19,4770670,4770779,RNA509,Yes,78.7406
chr19,8389290,8389380,RNA510,Yes,0
chr19,10107651,10107735,RNA511,Yes,73.6165
chr19,10109749,10109840,RNA512,Yes,84.8224
chr19,10552122,10552204,RNA513,Yes,81.5169
chr19,12703597,12703671,RNA514,Yes,84.6504
chr19,14073361,14073479,RNA515,Yes,0.496636
chr19,14529543,14529640,RNA516,Yes,0.421053
chr19,14622213,14622351,RNA517,Yes,41.9098
chr19,17092235,17092365,RNA518,Yes,84.6607
chr19,17862588,17862720,RNA519,Yes,86.391
chr19,32608337,32608469,RNA520,Yes,91.7359
chr19,35575848,35575920,RNA521,Yes,65.3853
chr19,39468222,39468293,RNA522,Yes,0
chr19,45674928,45675024,RNA523,Yes,53.8647
chr19,46018932,46019049,RNA524,Yes,80.8822
chr19,46830585,46830704,RNA525,Yes,76.203
chr19,47226944,47227019,RNA526,Yes,14.3802
chr19,47755853,47755962,RNA527,Yes,84.3008
chr19,47907678,47907799,RNA528,Yes,0.56391
chr19,47913051,47913170,RNA529,Yes,13.3688
chr19,47918429,47918550,RNA530,Yes,12.8922
chr19,47923779,47923899,RNA531,Yes,35.7778
chr19,47939541,47939660,RNA532,Yes,73.3444
chr19,47950296,47950414,RNA533,Yes,80.5635
chr19,49031669,49031787,RNA534,Yes,26.65
chr19,49037020,49037147,RNA535,Yes,61.3847
chr19,49489966,49490047,RNA536,Yes,58.1892
chr19,49490617,49490699,RNA537,Yes,70.6128
chr19,49491175,49491260,RNA538,Yes,78.406
chr19,49497719,49497806,RNA539,Yes,58.411
chr19,50133745,50133864,RNA540,Yes,50.1207
chr19,50140202,50140320,RNA541,Yes,72.2375
chr19,50604963,50605085,RNA542,Yes,53.6499
chr19,50799029,50799125,RNA543,Yes,80.578
chr19,50799439,50799535,RNA544,Yes,78.5421
chr19,50802325,50802421,RNA545,Yes,0
chr19,51692786,51692864,RNA546,Yes,63.4718
chr19,51693254,51693339,RNA547,Yes,66.3271
chr19,51922140,51922213,RNA548,Yes,66.5357
chr19,53666679,53666762,RNA549,Yes,0
chr19,53669157,53669254,RNA550,Yes,51.807
chr19,53686469,53686555,RNA551,Yes,83.8835
chr19,53695213,53695293,RNA552,Yes,74.9135
