Chromosome,Start,End,ID,Functional,methylome
chr1,2048315,2048434,RNA1063,No,78.8346
chr1,2048869,2049013,RNA1064,No,80.5414
chr1,2048904,2049023,RNA1065,No,78.5921
chr1,2311650,2311759,RNA1066,No,12.718
chr1,2312660,2312755,RNA1067,No,49.1511
chr1,2313315,2313434,RNA1068,No,65.7105
chr1,2313806,2313926,RNA1069,No,78.3459
chr1,2314489,2314608,RNA1070,No,5.79078
chr1,2314706,2314825,RNA1071,No,2.21565
chr1,2507783,2507857,RNA1072,No,76.891
chr1,2586237,2586369,RNA1073,No,0.455108
chr1,2803312,2803433,RNA1074,No,72.2268
chr1,2837496,2837620,RNA1075,No,54.5398
chr1,2894758,2894875,RNA1076,No,71.807
chr1,2971746,2971856,RNA1077,No,67.8195
chr1,2977895,2978012,RNA1078,No,0
chr1,2982808,2982925,RNA1079,No,71.5286
chr1,3023112,3023231,RNA1080,No,66.3186
chr1,3037014,3037123,RNA1081,No,52.1817
chr1,3042879,3042988,RNA1082,No,0
chr1,3043916,3044025,RNA1083,No,66.0075
chr1,3487631,3487763,RNA1084,No,71.1466
chr1,3487748,3487880,RNA1085,No,79.9652
chr1,3487768,3487900,RNA1086,No,79.9652
chr1,3772182,3772306,RNA1087,No,1.58237
chr1,3776026,3776142,RNA1088,No,36.9592
chr1,3776461,3776577,RNA1089,No,77.7005
chr1,3797573,3797697,RNA1090,No,88.0846
chr1,3805727,3805851,RNA1091,No,73.8797
chr1,3888795,3888886,RNA1092,No,86.3102
chr1,3888936,3889060,RNA1093,No,84.282
chr1,3888944,3889068,RNA1094,No,0
chr1,3888949,3889065,RNA1095,No,0
chr1,3955577,3955701,RNA1096,No,52.4015
chr1,4096731,4096819,RNA1097,No,54.5602
chr1,4794864,4794980,RNA1098,No,55.8459
chr1,4856573,4856697,RNA1099,No,64.7143
chr1,5082489,5082614,RNA1100,No,69.9173
chr1,5462405,5462564,RNA1101,No,60.7707
chr1,6101286,6101512,RNA1102,No,58.6748
chr1,6101291,6101411,RNA1103,No,56.5724
chr1,6101334,6101459,RNA1104,No,63.4695
chr1,6101427,6101552,RNA1105,No,62.0188
chr1,6101539,6101664,RNA1106,No,40.4624
chr1,6242402,6242527,RNA1107,No,2.98183
chr1,6243876,6244001,RNA1108,No,2.40602
chr1,6262220,6262345,RNA1109,No,65.062
chr1,6263643,6263738,RNA1110,No,73.8684
chr1,6466428,6466502,RNA1111,No,69.2544
chr1,6722766,6722887,RNA1112,No,0
chr1,6770249,6770359,RNA1113,No,79.4211
chr1,6772023,6772148,RNA1114,No,72.1034
chr1,6777244,6777363,RNA1115,No,77.0282
chr1,7770085,7770226,RNA1116,No,71.5614
chr1,7854109,7854219,RNA1117,No,61.1607
chr1,7854783,7854874,RNA1118,No,83.1053
chr1,7953041,7953151,RNA1119,No,46.0004
chr1,7953054,7953164,RNA1120,No,47.0088
chr1,7986685,7986795,RNA1121,No,78.2932
chr1,7989114,7989202,RNA1122,No,73.4962
chr1,7989912,7990022,RNA1123,No,49.4737
chr1,7990302,7990412,RNA1124,No,0
chr1,8344562,8344686,RNA1125,No,74.7256
chr1,8347896,8348012,RNA1126,No,72.6541
chr1,8860803,8860894,RNA1127,No,81.5827
chr1,8860839,8860930,RNA1128,No,86.9756
chr1,8860901,8860992,RNA1129,No,88.4925
chr1,8886960,8887051,RNA1130,No,89.1034
chr1,8889306,8889397,RNA1131,No,63.232
chr1,8975306,8975394,RNA1132,No,0
chr1,8979127,8979218,RNA1133,No,0
chr1,8980146,8980256,RNA1134,No,63.718
chr1,9027160,9027248,RNA1135,No,81.9135
chr1,9033566,9033654,RNA1136,No,48.193
chr1,9824351,9824510,RNA1137,No,3.54612
chr1,9915865,9915956,RNA1138,No,87.7807
chr1,9990757,9990946,RNA1139,No,0
chr1,10025250,10025476,RNA1140,No,52.5489
chr1,10421037,10421169,RNA1141,No,80.9444
chr1,10421186,10421345,RNA1142,No,85.8316
chr1,10424551,10424683,RNA1143,No,74.6259
chr1,10424866,10424998,RNA1144,No,74.5414
chr1,10452984,10453143,RNA1145,No,88.5977
chr1,10453471,10453560,RNA1146,No,87.4135
chr1,10454157,10454316,RNA1147,No,84.6266
chr1,10632464,10632623,RNA1148,No,49.3459
chr1,10634520,10634679,RNA1149,No,70.6722
chr1,10635045,10635204,RNA1150,No,47
chr1,10797045,10797312,RNA1151,No,34.3709
chr1,10797956,10798019,RNA1152,No,0
chr1,10942744,10942970,RNA1153,No,52.2256
chr1,11011325,11011551,RNA1154,No,80.0188
chr1,11011529,11011755,RNA1155,No,71.3947
chr1,11048971,11049197,RNA1156,No,73.7951
chr1,11049086,11049312,RNA1157,No,88.5846
chr1,11105320,11105546,RNA1158,No,83.5
chr1,11106106,11106231,RNA1159,No,0
chr1,11303132,11303264,RNA1160,No,83.1308
chr1,11459657,11459816,RNA1161,No,53.6071
chr1,11584414,11584555,RNA1162,No,0
chr1,12046428,12046654,RNA1163,No,67.3111
chr1,12517495,12517636,RNA1164,No,0
chr1,12567408,12567549,RNA1165,No,73.5113
chr1,12567430,12567571,RNA1166,No,73.5113
chr1,12631966,12632107,RNA1167,No,86.4737
chr1,12632203,12632344,RNA1168,No,49.5865
chr1,12702355,12702496,RNA1169,No,46.8421
chr1,12951638,12951748,RNA1170,No,0
chr1,13619272,13619413,RNA1171,No,0
chr1,13647484,13647717,RNA1172,No,73.8634
chr1,13873776,13873865,RNA1173,No,69.2932
chr1,13874457,13874548,RNA1174,No,0
chr1,13874497,13874686,RNA1175,No,54.7218
chr1,13876963,13877152,RNA1176,No,64.282
chr1,13885035,13885224,RNA1177,No,69.8609
chr1,13887517,13887706,RNA1178,No,64.8083
chr1,15220711,15220900,RNA1179,No,0
chr1,15222148,15222211,RNA1180,No,84.1316
chr1,15222494,15222683,RNA1181,No,0
chr1,15223085,15223352,RNA1182,No,81.4599
chr1,15223923,15224112,RNA1183,No,76.25
chr1,15223951,15224140,RNA1184,No,76.5865
chr1,15224171,15224266,RNA1185,No,71.2857
chr1,15224495,15224684,RNA1186,No,79.2541
chr1,15226132,15226321,RNA1187,No,74.0075
chr1,15229738,15229870,RNA1188,No,67.2575
chr1,15430425,15430514,RNA1189,No,0
chr1,15430439,15430528,RNA1190,No,0
chr1,15435837,15435926,RNA1191,No,0
chr1,15450857,15450946,RNA1192,No,0
chr1,15452285,15452444,RNA1193,No,77.5827
chr1,15452409,15452498,RNA1194,No,0
chr1,15526642,15526731,RNA1195,No,0.720551
chr1,15670715,15670982,RNA1196,No,79.5025
chr1,15673336,15673399,RNA1197,No,80.0639
chr1,15679249,15679312,RNA1198,No,0
chr1,15681286,15681349,RNA1199,No,0
chr1,15751488,15751551,RNA1200,No,74.1504
chr1,15752457,15752520,RNA1201,No,0
chr1,15754456,15754723,RNA1202,No,85.1584
chr1,15754519,15754786,RNA1203,No,84.4291
chr1,15786892,15787159,RNA1204,No,71.3714
chr1,15787664,15787931,RNA1205,No,84.0536
chr1,15805074,15805137,RNA1206,No,81.5733
chr1,15940532,15940799,RNA1207,No,80.0451
chr1,15941650,15941839,RNA1208,No,83.4051
chr1,16011960,16012186,RNA1209,No,86.6178
chr1,16089707,16089896,RNA1210,No,59.213
chr1,16440158,16440247,RNA1211,No,62.985
chr1,16739000,16739267,RNA1212,No,14.0564
chr1,16739780,16739843,RNA1213,No,4.00376
chr1,17404868,17405009,RNA1214,No,57.5526
chr1,17698421,17698654,RNA1215,No,68.482
chr1,18076330,18076425,RNA1216,No,55.7519
chr1,18487885,18488118,RNA1217,No,62.547
chr1,18488266,18488499,RNA1218,No,70.7528
chr1,18491195,18491428,RNA1219,No,53.1447
chr1,18749686,18749919,RNA1220,No,0
chr1,18749804,18750037,RNA1221,No,36.109
chr1,18836653,18836886,RNA1222,No,62.6241
chr1,18903372,18903463,RNA1223,No,14.8195
chr1,18903689,18903780,RNA1224,No,0
chr1,18962000,18962095,RNA1225,No,0
chr1,18965240,18965331,RNA1226,No,0
chr1,19052304,19052406,RNA1227,No,79.1632
chr1,19059158,19059253,RNA1228,No,36.5075
chr1,19070629,19070724,RNA1229,No,0
chr1,19264031,19264126,RNA1230,No,0
chr1,19264237,19264358,RNA1231,No,82.7697
chr1,19264811,19264906,RNA1232,No,84.7256
chr1,19289405,19289500,RNA1233,No,54.9962
chr1,19663123,19663209,RNA1234,No,55.2425
chr1,19681235,19681468,RNA1235,No,84.3759
chr1,19681470,19681659,RNA1236,No,74.141
chr1,19956444,19956535,RNA1237,No,64.3703
chr1,20006209,20006398,RNA1238,No,0
chr1,20219071,20219166,RNA1239,No,50.8797
chr1,20439267,20439356,RNA1240,No,0
chr1,20737279,20737342,RNA1241,No,0
chr1,20737645,20737912,RNA1242,No,89.4505
chr1,21178356,21178526,RNA1243,No,90.0918
chr1,21178481,21178553,RNA1244,No,90.7914
chr1,21178526,21178633,RNA1245,No,90.2632
chr1,21388255,21388339,RNA1246,No,35.1867
chr1,21388495,21388579,RNA1247,No,17.3308
chr1,21392399,21392483,RNA1248,No,0
chr1,21437674,21437789,RNA1249,No,80.6826
chr1,21581002,21581119,RNA1250,No,83.1917
chr1,21582447,21582564,RNA1251,No,82.9267
chr1,21585334,21585451,RNA1252,No,52.4192
chr1,22280736,22280820,RNA1253,No,0
chr1,22532154,22532271,RNA1254,No,82.3628
chr1,22923121,22923225,RNA1255,No,71.8271
chr1,22937951,22938018,RNA1256,No,80.8195
chr1,22974406,22974508,RNA1257,No,0
chr1,23184494,23184615,RNA1258,No,0
chr1,23485054,23485287,RNA1259,No,65.5714
chr1,23487138,23487224,RNA1260,No,0
chr1,23868323,23868414,RNA1261,No,0.326598
chr1,23868710,23868813,RNA1262,No,24.2393
chr1,23869454,23869556,RNA1263,No,69.9987
chr1,23869916,23870019,RNA1264,No,72.5526
chr1,23870349,23870452,RNA1265,No,70.5865
chr1,23963869,23963971,RNA1266,No,0
chr1,23963967,23964069,RNA1267,No,0
chr1,23983349,23983451,RNA1268,No,0
chr1,23989929,23990031,RNA1269,No,0
chr1,24008959,24009080,RNA1270,No,38.7744
chr1,24115557,24115659,RNA1271,No,74.2343
chr1,24143672,24143793,RNA1272,No,69.9724
chr1,24150892,24151013,RNA1273,No,9.97744
chr1,24190546,24190667,RNA1274,No,56.2857
chr1,24191849,24191970,RNA1275,No,79.2143
chr1,24192266,24192361,RNA1276,No,35.5714
chr1,24192342,24192463,RNA1277,No,65.6028
chr1,24477955,24478041,RNA1278,No,87.8304
chr1,24492492,24492595,RNA1279,No,0
chr1,24492659,24492745,RNA1280,No,0
chr1,24494046,24494132,RNA1281,No,71.4023
chr1,24609545,24609631,RNA1282,No,75.3214
chr1,24609624,24609710,RNA1283,No,72.4417
chr1,24704574,24704660,RNA1284,No,60.9549
chr1,24846966,24847073,RNA1285,No,89.7256
chr1,24896873,24896945,RNA1286,No,81.6241
chr1,24994497,24994599,RNA1287,No,75.2932
chr1,25027398,25027568,RNA1288,No,65.8534
chr1,25197136,25197257,RNA1289,No,67.9229
chr1,25430716,25430831,RNA1290,No,0.324635
chr1,25615341,25615427,RNA1291,No,61.4346
chr1,25785678,25785750,RNA1292,No,0
chr1,25788301,25788408,RNA1293,No,0
chr1,25794928,25795035,RNA1294,No,80.8296
chr1,25798191,25798298,RNA1295,No,0
chr1,25876532,25876639,RNA1296,No,0
chr1,25877370,25877477,RNA1297,No,0
chr1,25880308,25880380,RNA1298,No,85.3853
chr1,25883691,25883763,RNA1299,No,91.7509
chr1,25908942,25909014,RNA1300,No,85.5677
chr1,25909821,25909893,RNA1301,No,84.6391
chr1,25954988,25955158,RNA1302,No,0
chr1,25955020,25955127,RNA1303,No,0
chr1,26005310,26005382,RNA1304,No,0
chr1,26036857,26037027,RNA1305,No,72.8778
chr1,26050951,26051121,RNA1306,No,59.9135
chr1,26085475,26085645,RNA1307,No,75.718
chr1,26089124,26089294,RNA1308,No,86.4361
chr1,26169329,26169499,RNA1309,No,52.8393
chr1,26280001,26280085,RNA1310,No,0.423559
chr1,26320541,26320656,RNA1311,No,82.7293
chr1,26404688,26404803,RNA1312,No,0
chr1,26407277,26407392,RNA1313,No,71.188
chr1,26477169,26477284,RNA1314,No,85.75
chr1,26479663,26479778,RNA1315,No,88.5075
chr1,26509145,26509262,RNA1316,No,88.0251
chr1,26575149,26575264,RNA1317,No,57.4267
chr1,26818801,26818868,RNA1318,No,20.0121
chr1,26824852,26824959,RNA1319,No,0
chr1,26874858,26874930,RNA1320,No,70.9586
chr1,26875161,26875265,RNA1321,No,76.7256
chr1,27081416,27081586,RNA1322,No,69.3684
chr1,27310549,27310680,RNA1323,No,0
chr1,27491924,27492039,RNA1324,No,0
chr1,27639135,27639202,RNA1325,No,0
chr1,27764292,27764396,RNA1326,No,0
chr1,27764318,27764385,RNA1327,No,0
chr1,27770871,27770938,RNA1328,No,0
chr1,27825937,27826004,RNA1329,No,88.0539
chr1,27826196,27826263,RNA1330,No,89.8534
chr1,27855654,27855758,RNA1331,No,81.0564
chr1,27863868,27863972,RNA1332,No,0
chr1,27920011,27920115,RNA1333,No,75.8853
chr1,27924134,27924201,RNA1334,No,0
chr1,27929392,27929496,RNA1335,No,86.7312
chr1,27970134,27970238,RNA1336,No,0
chr1,28257484,28257607,RNA1337,No,88.5733
chr1,28366791,28366894,RNA1338,No,67.9286
chr1,28549395,28549497,RNA1339,No,88.7406
chr1,28550727,28550794,RNA1340,No,85.3872
chr1,29124803,29124907,RNA1341,No,0.6442
chr1,29184085,29184206,RNA1342,No,80.2707
chr1,29589738,29589824,RNA1343,No,82.9286
chr1,30090964,30091131,RNA1344,No,70.7895
chr1,30823785,30823892,RNA1345,No,32.485
chr1,30868411,30868483,RNA1346,No,80.5451
chr1,31067073,31067243,RNA1347,No,73.5639
chr1,31087613,31087818,RNA1348,No,87.5886
chr1,31100330,31100461,RNA1349,No,88.0865
chr1,31408879,31408994,RNA1350,No,0
chr1,31951114,31951245,RNA1351,No,85.3195
chr1,32103104,32103235,RNA1352,No,88.5714
chr1,32105629,32105760,RNA1353,No,0
chr1,32176670,32176801,RNA1354,No,72.1805
chr1,32178223,32178354,RNA1355,No,77.0639
chr1,32290524,32290647,RNA1356,No,0
chr1,32290993,32291124,RNA1357,No,77.844
chr1,32415519,32415663,RNA1358,No,87.9812
chr1,32419265,32419409,RNA1359,No,73.2406
chr1,32464745,32464889,RNA1360,No,5.86216
chr1,32775165,32775232,RNA1361,No,0
chr1,32885670,32885774,RNA1362,No,35.3747
chr1,33238211,33238342,RNA1363,No,87.8148
chr1,33238260,33238383,RNA1364,No,87.8148
chr1,33239789,33239912,RNA1365,No,49.3346
chr1,33250476,33250599,RNA1366,No,79.0113
chr1,33303063,33303186,RNA1367,No,84.3233
chr1,33304370,33304493,RNA1368,No,81.1729
chr1,33305347,33305470,RNA1369,No,80.193
chr1,33305856,33306000,RNA1370,No,62.4361
chr1,34165943,34166110,RNA1371,No,7.41228
chr1,34166523,34166661,RNA1372,No,4.11171
chr1,34306625,34306748,RNA1373,No,53.1767
chr1,34970167,34970334,RNA1374,No,0
chr1,34970795,34970962,RNA1375,No,0
chr1,34972791,34972996,RNA1376,No,0
chr1,34973730,34973897,RNA1377,No,0
chr1,35568937,35569044,RNA1378,No,0
chr1,35569045,35569212,RNA1379,No,4.09148
chr1,35569198,35569365,RNA1380,No,82.1241
chr1,35569378,35569545,RNA1381,No,0
chr1,35569493,35569576,RNA1382,No,0
chr1,35719247,35719357,RNA1383,No,10.8957
chr1,35867943,35868148,RNA1384,No,81.2547
chr1,35868993,35869198,RNA1385,No,62.3487
chr1,35869006,35869211,RNA1386,No,62.3487
chr1,36088290,36088495,RNA1387,No,35.1491
chr1,36088587,36088763,RNA1388,No,6.82989
chr1,36094613,36094818,RNA1389,No,81.8947
chr1,36128983,36129150,RNA1390,No,83.3271
chr1,36186693,36186898,RNA1391,No,83.5541
chr1,37153177,37153308,RNA1392,No,75.0451
chr1,37154275,37154480,RNA1393,No,72.6805
chr1,37154358,37154502,RNA1394,No,0
chr1,37790204,37790317,RNA1395,No,72.3709
chr1,37990219,37990357,RNA1396,No,1.11153
chr1,38271980,38272103,RNA1397,No,70.2406
chr1,38277207,38277317,RNA1398,No,75
chr1,38833009,38833116,RNA1399,No,0
chr1,38835230,38835368,RNA1400,No,11.9398
chr1,38835272,38835410,RNA1401,No,11.9398
chr1,38837094,38837232,RNA1402,No,74.7895
chr1,39559760,39559898,RNA1403,No,61.8177
chr1,39559784,39559922,RNA1404,No,61.8177
chr1,39559797,39559935,RNA1405,No,61.8177
chr1,39559846,39559929,RNA1406,No,68.497
chr1,39691987,39692097,RNA1407,No,17.3404
chr1,39975375,39975482,RNA1408,No,84.0301
chr1,39978559,39978735,RNA1409,No,83.4286
chr1,40000135,40000273,RNA1410,No,78.6128
chr1,40000562,40000669,RNA1411,No,69.9586
chr1,40000570,40000677,RNA1412,No,69.9586
chr1,40102084,40102191,RNA1413,No,0
chr1,40110988,40111155,RNA1414,No,65.7556
chr1,40117789,40117896,RNA1415,No,80.8402
chr1,40241031,40241138,RNA1416,No,81.1692
chr1,40344003,40344086,RNA1417,No,79.609
chr1,40435996,40436079,RNA1418,No,64.312
chr1,40436071,40436154,RNA1419,No,83.1729
chr1,40463747,40463830,RNA1420,No,0
chr1,40472579,40472662,RNA1421,No,75.0235
chr1,40551663,40551746,RNA1422,No,0
chr1,40593447,40593557,RNA1423,No,54.5489
chr1,40667992,40668102,RNA1424,No,88.0207
chr1,40668376,40668486,RNA1425,No,68.3759
chr1,40774844,40774954,RNA1426,No,20.7331
chr1,40777603,40777713,RNA1427,No,0
chr1,40878151,40878261,RNA1428,No,73.2105
chr1,40880315,40880491,RNA1429,No,36.0526
chr1,40917813,40917989,RNA1430,No,71.2049
chr1,40917942,40918118,RNA1431,No,0
chr1,41013605,41013712,RNA1432,No,83.3406
chr1,41013652,41013828,RNA1433,No,85.2895
chr1,41013824,41014029,RNA1434,No,78.3665
chr1,41013985,41014161,RNA1435,No,69.7932
chr1,41014135,41014311,RNA1436,No,78.1579
chr1,41340546,41340652,RNA1437,No,72.718
chr1,41465659,41465742,RNA1438,No,64.1635
chr1,41492200,41492313,RNA1439,No,0
chr1,41496912,41497022,RNA1440,No,46.094
chr1,42053719,42053895,RNA1441,No,66.4586
chr1,42352159,42352269,RNA1442,No,0
chr1,42367632,42367747,RNA1443,No,0
chr1,42657294,42657407,RNA1444,No,69.2876
chr1,42730161,42730274,RNA1445,No,81.6429
chr1,42730634,42730747,RNA1446,No,85.6797
chr1,42889016,42889129,RNA1447,No,80.3045
chr1,42889389,42889502,RNA1448,No,81.2519
chr1,42890515,42890628,RNA1449,No,53.2857
chr1,42919642,42919752,RNA1450,No,0
chr1,42920017,42920127,RNA1451,No,0
chr1,42920240,42920350,RNA1452,No,0
chr1,43279665,43279775,RNA1453,No,79.8684
chr1,43286408,43286518,RNA1454,No,85.1364
chr1,43332385,43332495,RNA1455,No,0
chr1,43647829,43647942,RNA1456,No,89.1306
chr1,43978338,43978476,RNA1457,No,67.6259
chr1,44220848,44220958,RNA1458,No,86.1378
chr1,45015588,45015695,RNA1459,No,0
chr1,45015810,45015893,RNA1460,No,56.8045
chr1,45016103,45016209,RNA1461,No,0
chr1,45770090,45770200,RNA1462,No,89.6222
chr1,45783410,45783586,RNA1463,No,60.5827
chr1,46036285,46036391,RNA1464,No,48.2782
chr1,46036658,46036764,RNA1465,No,38.1579
chr1,46038155,46038261,RNA1466,No,0
chr1,46186329,46186444,RNA1467,No,79.312
chr1,46187106,46187212,RNA1468,No,92.688
chr1,46187573,46187679,RNA1469,No,66.3214
chr1,46188538,46188641,RNA1470,No,0
chr1,46188540,46188646,RNA1471,No,0
chr1,47182694,47182809,RNA1472,No,46.1466
chr1,47182780,47182886,RNA1473,No,37.6992
chr1,47210694,47210809,RNA1474,No,0
chr1,47215305,47215420,RNA1475,No,86.3684
chr1,47247082,47247197,RNA1476,No,0
chr1,47248126,47248241,RNA1477,No,85.1842
chr1,47332117,47332232,RNA1478,No,78.8064
chr1,47738858,47738971,RNA1479,No,4.65038
chr1,48217902,48218017,RNA1480,No,39.797
chr1,48249227,48249344,RNA1481,No,0
chr1,48272657,48272767,RNA1482,No,0
chr1,50325568,50325671,RNA1483,No,0
chr1,51018932,51019035,RNA1484,No,78.188
chr1,51096791,51096894,RNA1485,No,0
chr1,51099495,51099598,RNA1486,No,64.0789
chr1,51100316,51100422,RNA1487,No,75.5564
chr1,51150391,51150494,RNA1488,No,77.9737
chr1,51160157,51160260,RNA1489,No,76.8496
chr1,51279469,51279572,RNA1490,No,0
chr1,52004967,52005128,RNA1491,No,83.4574
chr1,52105839,52105942,RNA1492,No,0
chr1,52117528,52117643,RNA1493,No,82.2744
chr1,52368163,52368280,RNA1494,No,79.0376
chr1,53150294,53150411,RNA1495,No,85.1729
chr1,53226106,53226223,RNA1496,No,0
chr1,53226534,53226651,RNA1497,No,89.7932
chr1,53369153,53369270,RNA1498,No,78.4649
chr1,53370220,53370337,RNA1499,No,0
chr1,53409829,53409946,RNA1500,No,69.4023
chr1,53744506,53744594,RNA1501,No,0
chr1,53748757,53748845,RNA1502,No,81.9992
chr1,53759298,53759386,RNA1503,No,0
chr1,53763816,53763892,RNA1504,No,0
chr1,54438560,54438677,RNA1505,No,79.9248
chr1,54744401,54744489,RNA1506,No,0
chr1,55064998,55065101,RNA1507,No,0
chr1,56715478,56715639,RNA1508,No,52.4549
chr1,56919592,56919680,RNA1509,No,63.718
chr1,56920208,56920284,RNA1510,No,78.1779
chr1,56921420,56921496,RNA1511,No,0
chr1,56922949,56923110,RNA1512,No,85.35
chr1,56923118,56923194,RNA1513,No,76.0789
chr1,56923298,56923415,RNA1514,No,49.547
chr1,56923465,56923626,RNA1515,No,0
chr1,56923961,56924037,RNA1516,No,0
chr1,56924044,56924205,RNA1517,No,78.8609
chr1,60308235,60308396,RNA1518,No,0
chr1,60308667,60308743,RNA1519,No,0
chr1,60309423,60309584,RNA1520,No,0
chr1,60310356,60310432,RNA1521,No,0
chr1,60310439,60310675,RNA1522,No,58.9662
chr1,60310671,60310747,RNA1523,No,0
chr1,60311282,60311443,RNA1524,No,57.485
chr1,60311962,60312123,RNA1525,No,0
chr1,60312660,60312736,RNA1526,No,50.4286
chr1,61467691,61467927,RNA1527,No,80.3496
chr1,62180919,62181038,RNA1528,No,64.2556
chr1,62181890,62181988,RNA1529,No,45.4699
chr1,62323819,62324055,RNA1530,No,85.0398
chr1,62423425,62423661,RNA1531,No,0
chr1,62433086,62433322,RNA1532,No,84.5639
chr1,62452763,62452999,RNA1533,No,76.1541
chr1,62453235,62453471,RNA1534,No,88.2738
chr1,62453886,62454122,RNA1535,No,84.6812
chr1,63097009,63097170,RNA1536,No,0
chr1,63317787,63318057,RNA1537,No,8.61779
chr1,63438680,63438916,RNA1538,No,86.7895
chr1,63661177,63661253,RNA1539,No,0
chr1,65419518,65419637,RNA1540,No,25.4699
chr1,66376833,66376931,RNA1541,No,68.8947
chr1,66751225,66751344,RNA1542,No,60.3459
chr1,66751419,66751538,RNA1543,No,82.609
chr1,66752054,66752173,RNA1544,No,26.7711
chr1,66779503,66779622,RNA1545,No,65.0977
chr1,66787445,66787564,RNA1546,No,0
chr1,66805627,66805746,RNA1547,No,25.4286
chr1,66808765,66808863,RNA1548,No,60.0226
chr1,66809353,66809451,RNA1549,No,0
chr1,66809504,66809602,RNA1550,No,0
chr1,66996422,66996520,RNA1551,No,84.469
chr1,66998877,66998975,RNA1552,No,0
chr1,67089532,67089802,RNA1553,No,79.3628
chr1,67089594,67089692,RNA1554,No,0
chr1,67436049,67436285,RNA1555,No,86.1634
chr1,67701009,67701128,RNA1556,No,57.0263
chr1,67701026,67701296,RNA1557,No,54.0439
chr1,67701052,67701322,RNA1558,No,55.0432
chr1,67701075,67701345,RNA1559,No,50.9048
chr1,68234513,68234783,RNA1560,No,0
chr1,68236612,68236710,RNA1561,No,75.1353
chr1,68241778,68242048,RNA1562,No,82.891
chr1,68393238,68393508,RNA1563,No,83.1325
chr1,68972660,68972930,RNA1564,No,0
chr1,70806108,70806227,RNA1565,No,78.6579
chr1,70809074,70809172,RNA1566,No,63.6692
chr1,72900293,72900469,RNA1567,No,60.5
chr1,72900932,72901063,RNA1568,No,47.0893
chr1,73127852,73128122,RNA1569,No,0
chr1,76677765,76677941,RNA1570,No,68.3271
chr1,76695586,76695717,RNA1571,No,0
chr1,77560337,77560468,RNA1572,No,81.0263
chr1,77561016,77561147,RNA1573,No,0
chr1,77561747,77561878,RNA1574,No,90.3947
chr1,77561928,77562104,RNA1575,No,0
chr1,77683492,77683623,RNA1576,No,0.397661
chr1,77686351,77686482,RNA1577,No,86.2068
chr1,77690264,77690440,RNA1578,No,79.1316
chr1,77694373,77694549,RNA1579,No,87.3412
