Chromosome,Start,End,ID,Functional,chrm_acc_SumSignal,chrm_acc_MaxSignal,chrm_acc_MaxScaledSignal
chr1,32361270,32361535,RNA37,Yes,1184.38,11.63097,10.2279
chr1,33276100,33276163,RNA38,Yes,28.7052,2.84163,2.84163
chr1,35095819,35095891,RNA39,Yes,0,0,0
chr1,36085163,36085288,RNA40,Yes,14.6904,1.07735,1.07735
chr1,39000972,39001106,RNA41,Yes,13.4574,8.25129,8.25129
chr1,40092045,40092172,RNA42,Yes,0.11755,0.107793,0.107793
chr1,40456945,40457071,RNA43,Yes,0,0,0
chr1,40747534,40747605,RNA44,Yes,0.55975,0.55975,0.55975
chr1,40984821,40984991,RNA45,Yes,1.03011,0.66899,0.625702
chr1,42773563,42773649,RNA46,Yes,45.1741,7.57935,7.57935
chr1,43272184,43272339,RNA47,Yes,357.451,4.85733,4.85733
chr1,46077515,46077613,RNA48,Yes,22.8425,7.59644,6.05798
chr1,47229196,47229351,RNA49,Yes,115.417,8.04771,8.04771
chr1,51118666,51118801,RNA50,Yes,0,0,0
chr1,53289567,53289689,RNA51,Yes,0.913229,0.601152,0.601152
chr1,57649592,57649665,RNA52,Yes,24.6073,13.41461,13.4146
chr1,58692861,58692931,RNA53,Yes,0,0,0
chr1,62441488,62441608,RNA54,Yes,0.0662076,0.116837,0.0662076
chr1,66770387,66770478,RNA55,Yes,110.788,12.67663,12.6766
chr1,66928890,66928963,RNA56,Yes,0,0,0
chr1,68159123,68159247,RNA57,Yes,119.454,16.94932,16.4026
chr1,77641384,77641446,RNA58,Yes,13.8705,5.00808,5.00808
chr1,77741617,77741748,RNA59,Yes,0.164764,0.298827,0.0866826
chr1,89164731,89164858,RNA60,Yes,18.5549,10.74435,10.7444
chr1,94535965,94536164,RNA61,Yes,193.373,6.93537,6.93537
chr1,103618911,103619108,RNA62,Yes,0,0,0
chr1,103656844,103656990,RNA63,Yes,0,0,0
chr1,108657451,108657579,RNA64,Yes,2.55996,1.05288,0.978849
chr1,109228352,109228432,RNA65,Yes,53.9764,13.15385,13.1539
chr1,109625662,109625792,RNA66,Yes,52.3631,3.47195,3.47195
chr1,110011214,110011357,RNA67,Yes,59.7835,25.99165,15.3624
chr1,111695341,111695409,RNA68,Yes,0,0,0
chr1,114779142,114779284,RNA69,Yes,1.14409,0.647526,0.565445
chr1,120005329,120005588,RNA70,Yes,0.208614,0.365826,0.169495
chr1,120784974,120785233,RNA71,Yes,0.922541,0.303676,0.153333
chr1,144456537,144456805,RNA72,Yes,5.58529,5.60292,2.38333
chr1,145728256,145728400,RNA73,Yes,127.865,16.38682,16.3868
chr1,150663632,150663763,RNA74,Yes,0,0,0
chr1,153638295,153638448,RNA75,Yes,12.7679,8.21202,4.72325
chr1,153777062,153777220,RNA76,Yes,6.73008,0.711062,0.711062
chr1,153954873,153954989,RNA77,Yes,2.53059,0.657954,0.400805
chr1,154555428,154555532,RNA78,Yes,0.365161,0.329178,0.180257
chr1,154951795,154951921,RNA79,Yes,13.8226,7.24017,3.75065
chr1,154968771,154968834,RNA80,Yes,7.1496,3.81211,0.885041
chr1,155188163,155188285,RNA81,Yes,80.19,3.77359,3.77359
chr1,155239886,155240077,RNA82,Yes,2.85124,0.79355,0.577505
chr1,156134403,156134528,RNA83,Yes,4.2817,0.913231,0.913231
chr1,156156414,156156574,RNA84,Yes,2.88028,3.44097,1.02848
chr1,156623467,156623575,RNA85,Yes,35.5774,6.02049,6.02049
chr1,156924424,156924552,RNA86,Yes,11.8247,3.29617,1.71143
chr1,156984339,156984437,RNA87,Yes,2.39042,2.14819,2.14819
chr1,159890480,159890622,RNA88,Yes,198.54,14.10120,14.1012
chr1,160193747,160193847,RNA89,Yes,1374.84,25.62356,22.7384
chr1,160339909,160339982,RNA90,Yes,14.6319,3.74707,3.54175
chr1,160348999,160349122,RNA91,Yes,0.0790446,0.0700807,0.0700807
chr1,160883428,160883526,RNA92,Yes,6.3237,19.40042,3.36538
chr1,162796585,162796677,RNA93,Yes,28.5798,4.74183,4.74183
chr1,163327488,163327562,RNA94,Yes,0,0,0
chr1,165682981,165683110,RNA95,Yes,2.61768,3.71078,2.61768
chr1,167068922,167069138,RNA96,Yes,1.71898,0.346374,0.277601
chr1,172448441,172448531,RNA97,Yes,0.0150596,0.123215,0.0150596
chr1,183630461,183630637,RNA98,Yes,0.933009,2.71078,0.723901
chr1,185166572,185166652,RNA99,Yes,0,0,0
chr1,186870435,186870516,RNA100,Yes,0.225612,0.326332,0.225612
chr1,192160378,192160439,RNA101,Yes,36.6614,9.15919,9.15919
chr1,196826829,196827005,RNA102,Yes,2.18922,2.41758,2.08791
chr1,196983961,196984137,RNA103,Yes,0,0,0
chr1,202158118,202158301,RNA104,Yes,1.43851,0.527066,0.527066
chr1,202334989,202335058,RNA105,Yes,0,0,0
chr1,202966528,202966600,RNA106,Yes,1528.54,14.15422,14.1542
chr1,203008643,203008810,RNA107,Yes,2.59415,2.06212,1.53115
chr1,204146642,204146764,RNA108,Yes,2.28596,0.967255,0.507412
chr1,204526360,204526434,RNA109,Yes,0,0,0
chr1,205992480,205992695,RNA110,Yes,31.2721,6.12497,6.12497
chr1,207091644,207091820,RNA111,Yes,189.237,10.81831,10.4811
chr1,207678198,207678297,RNA112,Yes,0,0,0
chr1,209599983,209600111,RNA113,Yes,0,0,0
chr1,209775349,209775489,RNA114,Yes,46.2536,8.04519,8.04519
chr1,211793072,211793190,RNA115,Yes,1.13821,0.315175,0.288465
chr1,220882164,220882348,RNA116,Yes,68.2488,6.67198,2.80223
chr1,222718925,222719031,RNA117,Yes,0,0,0
chr1,223628662,223628780,RNA118,Yes,585.227,26.82927,26.8293
chr1,227924138,227924400,RNA119,Yes,11.929,2.93370,2.9337
chr1,228050656,228050921,RNA120,Yes,27.9101,2.69369,2.69369
chr1,229288729,229288843,RNA121,Yes,8.01853,5.12296,4.13432
chr1,229501999,229502102,RNA122,Yes,0,0,0
chr1,230759512,230759630,RNA123,Yes,137.178,16.38826,14.9994
chr1,233353807,233353955,RNA124,Yes,13.7796,7.26853,6.18807
chr1,235160511,235160647,RNA125,Yes,62.3405,14.90846,11.1947
chr1,236525968,236526115,RNA126,Yes,0,0,0
chr1,241098666,241098762,RNA127,Yes,0,0,0
chr1,246999348,246999440,RNA128,Yes,0,0,0
chr1,248845566,248845662,RNA129,Yes,1.45826,0.200631,0.200631
chr10,995929,996032,RNA130,Yes,19.2792,5.26627,5.26627
chr10,12184889,12184956,RNA131,Yes,2.76737,2.76737,2.76737
chr10,14840075,14840157,RNA132,Yes,0,0,0
chr10,37130205,37130378,RNA133,Yes,0,0,0
chr10,45307426,45307567,RNA134,Yes,20.6848,4.66930,4.6693
chr10,46381146,46381240,RNA135,Yes,41.2288,7.21468,7.21468
chr10,47355376,47355518,RNA136,Yes,6.6469,0.345304,0.345304
chr10,50245222,50245454,RNA137,Yes,0.598943,0.683779,0.453888
chr10,54527812,54527877,RNA138,Yes,0,0,0
chr10,60279050,60279148,RNA139,Yes,0,0,0
chr10,67811524,67811663,RNA140,Yes,6.28994,2.95157,2.95157
chr10,69485141,69485215,RNA141,Yes,0.990544,0.487549,0.487549
chr10,69631709,69631839,RNA142,Yes,14.8209,1.89412,1.89412
chr10,70123405,70123520,RNA143,Yes,21.1459,6.74558,6.74558
chr10,71446318,71446395,RNA144,Yes,1.07991,0.550807,0.443507
chr10,72230366,72230440,RNA145,Yes,56.3415,8.93325,8.93325
chr10,73478499,73478623,RNA146,Yes,51.1109,17.52678,17.5268
chr10,86658032,86658165,RNA147,Yes,13.4322,0.676292,0.533915
chr10,86958588,86958818,RNA148,Yes,434.647,12.91504,12.915
chr10,88581567,88581709,RNA149,Yes,0,0,0
chr10,89709167,89709253,RNA150,Yes,0.253178,0.253178,0.253178
chr10,94688125,94688274,RNA151,Yes,22.0051,4.30533,2.31159
chr10,95201985,95202195,RNA152,Yes,419.336,28.75676,28.7568
chr10,95268778,95268862,RNA153,Yes,461.765,10.46563,9.62383
chr10,96907265,96907330,RNA154,Yes,14.2501,8.40999,6.04878
chr10,97396218,97396301,RNA155,Yes,185.992,6.91505,6.91505
chr10,97656285,97656416,RNA156,Yes,2.47058,2.47058,2.47058
chr10,99661446,99661628,RNA157,Yes,389.007,11.4552,9.31522
chr10,99727441,99727563,RNA158,Yes,0,0,0
chr10,100260966,100261044,RNA159,Yes,0,0,0
chr10,101600738,101600862,RNA160,Yes,8.67002,2.25252,2.23435
chr10,102489063,102489138,RNA161,Yes,1.75072,0.210727,0.197037
chr10,102655080,102655313,RNA162,Yes,6.91446,1.1765,1.07551
chr10,102699373,102699489,RNA163,Yes,0,0,0
chr10,103348716,103348812,RNA164,Yes,0.075596,0.226788,0.075596
chr10,104259576,104259798,RNA165,Yes,57.2508,6.77010,6.7701
chr10,114333221,114333295,RNA166,Yes,163.185,8.75877,8.38895
chr10,119380815,119380927,RNA167,Yes,0.682088,0.306137,0.306137
chr10,119781635,119781771,RNA168,Yes,5.34145,2.63101,2.46242
chr10,125723068,125723134,RNA169,Yes,7.61515,3.16933,3.16933
chr10,132337565,132337695,RNA170,Yes,28.6492,7.24686,6.61844
chr11,533766,533944,RNA171,Yes,30.2858,1.15497,1.15497
chr11,758950,759057,RNA172,Yes,0.370159,0.568849,0.132588
chr11,836063,836153,RNA173,Yes,0.38379,0.673931,0.206481
chr11,1290227,1290409,RNA174,Yes,23.623,3.06258,2.46717
chr11,3040896,3040984,RNA175,Yes,1.89084,0.332146,0.332146
chr11,4988068,4988310,RNA176,Yes,12.8168,4.30513,4.30513
chr11,8649740,8649887,RNA177,Yes,134.476,18.41287,18.4129
chr11,9713466,9713639,RNA178,Yes,0,0,0
chr11,14294760,14294862,RNA179,Yes,0,0,0
chr11,17295324,17295467,RNA180,Yes,4.00436,4.00436,4.00436
chr11,17552000,17552075,RNA181,Yes,56.7898,3.16931,2.87351
chr11,18245910,18246048,RNA182,Yes,63.6392,10.13551,4.3333
chr11,18269195,18269333,RNA183,Yes,56.4355,8.16230,3.48968
chr11,20389744,20389826,RNA184,Yes,0,0,0
chr11,30535994,30536175,RNA185,Yes,18.3237,4.31479,3.48044
chr11,32098350,32098528,RNA186,Yes,90.3846,12.82574,12.8257
chr11,34108742,34108833,RNA187,Yes,0,0,0
chr11,45858731,45858873,RNA188,Yes,120.86,21.98292,11.1083
chr11,47052388,47052518,RNA189,Yes,74.9461,11.48020,8.38938
chr11,47840378,47840588,RNA190,Yes,0,0,0
chr11,58715316,58715423,RNA191,Yes,0,0,0
chr11,60090336,60090470,RNA192,Yes,0,0,0
chr11,60181581,60181741,RNA193,Yes,0,0,0
chr11,60297197,60297325,RNA194,Yes,0,0,0
chr11,60463002,60463121,RNA195,Yes,0,0,0
chr11,61964987,61965112,RNA196,Yes,17.833,1.02624,0.848441
chr11,62611087,62611344,RNA197,Yes,2.4992,1.0052,0.778804
chr11,62839322,62839428,RNA198,Yes,1209.49,10.51230,10.5123
chr11,64224801,64224970,RNA199,Yes,28.8735,2.18216,1.60744
chr11,64254748,64254816,RNA200,Yes,0.695799,0.555293,0.532478
chr11,65861350,65861435,RNA201,Yes,44.2526,2.96359,1.37271
chr11,65919948,65920041,RNA202,Yes,5816.66,24.37006,24.3701
chr11,66272157,66272252,RNA203,Yes,0,0,0
chr11,66287812,66287916,RNA204,Yes,7.18068,1.29946,1.29946
chr11,66335762,66335876,RNA205,Yes,3064.65,17.10464,17.1046
chr11,67441966,67442088,RNA206,Yes,21.8552,1.72626,1.39254
chr11,67634816,67634917,RNA207,Yes,80.7876,5.59021,5.59021
chr11,70407298,70407384,RNA208,Yes,2.25341,0.628813,0.628813
chr11,73430690,73430770,RNA209,Yes,0,0,0
chr11,74161399,74161556,RNA210,Yes,0,0,0
chr11,76451858,76451957,RNA211,Yes,0,0,0
chr11,83206058,83206165,RNA212,Yes,28.034,20.71265,20.7127
chr11,93790574,93790793,RNA213,Yes,0.0379437,0.113831,0.0379437
chr11,94971375,94971487,RNA214,Yes,2.3437,2.33051,2.33051
chr11,101944265,101944410,RNA215,Yes,5.08896,4.82568,4.72584
chr11,102721614,102721762,RNA216,Yes,15.755,5.79277,5.79277
chr11,103083256,103083326,RNA217,Yes,0,0,0
chr11,105033064,105033126,RNA218,Yes,0,0,0
chr11,107811667,107811794,RNA219,Yes,0.0583952,0.154504,0.0583952
chr11,108431746,108431838,RNA220,Yes,0,0,0
chr11,110272536,110272619,RNA221,Yes,0,0,0
chr11,110456918,110457047,RNA222,Yes,0.0784047,0.0895062,0.0784047
chr11,111968513,111968638,RNA223,Yes,27.8924,20.99419,20.9942
chr11,112028515,112028639,RNA224,Yes,0,0,0
chr11,113204286,113204504,RNA225,Yes,475.446,19.43888,18.458
chr11,116837001,116837157,RNA226,Yes,18.6238,14.594,14.594
chr11,117181807,117181971,RNA227,Yes,22.5067,0.541105,0.541105
chr11,118663052,118663196,RNA228,Yes,17.9903,1.04875,1.04875
chr11,124681389,124681459,RNA229,Yes,0,0,0
chr11,126209521,126209722,RNA230,Yes,0.0751829,0.111939,0.0751829
chr11,126272969,126273079,RNA231,Yes,0.0988837,0.134721,0.0756137
chr11,130188530,130188657,RNA232,Yes,112.28,4.09528,4.09528
chr11,130462087,130462254,RNA233,Yes,41.7168,3.55882,3.55882
chr11,134239991,134240155,RNA234,Yes,0.198711,0.157775,0.143344
chr12,2994738,2994992,RNA235,Yes,5.63449,2.34283,2.34283
chr12,6232632,6232729,RNA236,Yes,2.57893,0.462556,0.440214
chr12,9202525,9202684,RNA237,Yes,0,0,0
chr12,9857474,9857637,RNA238,Yes,0.287502,0.287502,0.287502
chr12,10081237,10081413,RNA239,Yes,16.8356,5.48167,5.48167
chr12,10166712,10166957,RNA240,Yes,0.252433,0.361276,0.216766
chr12,10309626,10309688,RNA241,Yes,0,0,0
chr12,10386903,10387010,RNA242,Yes,14.3521,3.92909,3.54132
chr12,10450484,10450579,RNA243,Yes,1.25111,0.472384,0.472384
chr12,16357605,16357699,RNA244,Yes,3.3469,2.34089,1.69341
chr12,20701318,20701459,RNA245,Yes,24.1494,14.1914,9.54407
chr12,31970189,31970356,RNA246,Yes,24.0686,6.19628,3.85876
chr12,45331295,45331423,RNA247,Yes,2.3046,8.42825,2.3046
chr12,49129242,49129390,RNA248,Yes,0.207138,0.608376,0.0797465
chr12,49566077,49566215,RNA249,Yes,6.19636,4.89535,1.24157
chr12,49964092,49964175,RNA250,Yes,5.34002,0.796597,0.796597
chr12,51117671,51117747,RNA251,Yes,7.0486,7.04860,7.0486
chr12,51343753,51343853,RNA252,Yes,0,0,0
chr12,53303034,53303193,RNA253,Yes,5.44694,2.79553,2.12465
chr12,54500533,54500625,RNA254,Yes,0.0672066,0.0672066,0.0672066
chr12,56025054,56025158,RNA255,Yes,0.587813,0.344682,0.344682
chr12,56213958,56214070,RNA256,Yes,49.6554,14.06330,14.0633
chr12,56314851,56314966,RNA257,Yes,0.195201,0.241215,0.138568
chr12,57047989,57048104,RNA258,Yes,277.697,23.50205,19.5935
chr12,69586753,69586818,RNA259,Yes,0,0,0
chr12,101477558,101477651,RNA260,Yes,0.421453,0.283931,0.277825
chr12,102046054,102046119,RNA261,Yes,0,0,0
chr12,102112108,102112232,RNA262,Yes,0,0,0
chr12,103594395,103594510,RNA263,Yes,0.363355,0.264632,0.214007
chr12,104311290,104311412,RNA264,Yes,43.5281,6.70427,6.70427
chr12,107005106,107005248,RNA265,Yes,0,0,0
chr12,112450318,112450512,RNA266,Yes,0.130808,0.166952,0.130808
chr12,118043133,118043377,RNA267,Yes,9.72873,3.78698,2.37462
chr12,120324934,120325061,RNA268,Yes,200.353,12.2012,9.70332
chr12,120736986,120737135,RNA269,Yes,56.4575,3.10559,3.10559
chr12,123590342,123590449,RNA270,Yes,0.892068,0.474766,0.412647
chr12,123988043,123988138,RNA271,Yes,0.463752,0.149348,0.149348
chr12,125076491,125076611,RNA272,Yes,20.0718,12.07883,8.01879
chr13,20862717,20862858,RNA273,Yes,0,0,0
chr13,25267779,25267941,RNA274,Yes,969.831,23.84012,23.8401
chr13,33165337,33165418,RNA275,Yes,3.11462,14.83853,1.83192
chr13,33823917,33823984,RNA276,Yes,0,0,0
chr13,36193806,36193867,RNA277,Yes,0,0,0
chr13,43484009,43484152,RNA278,Yes,3.84128,1.5973,1.5973
chr13,44980722,44980820,RNA279,Yes,0,0,0
chr13,48693438,48693510,RNA280,Yes,0,0,0
chr13,49663057,49663195,RNA281,Yes,0,0,0
chr13,49927919,49928085,RNA282,Yes,236.458,17.24664,17.2466
chr13,50000995,50001108,RNA283,Yes,0.209234,0.182054,0.104721
chr13,60444687,60444748,RNA284,Yes,0,0,0
chr13,71488997,71489148,RNA285,Yes,0.916284,1.65765,0.312855
chr13,103052620,103052708,RNA286,Yes,0,0,0
chr13,112804957,112805046,RNA287,Yes,13.9383,3.13696,3.13696
chr13,113110690,113110850,RNA288,Yes,1645.86,17.64019,17.6402
chr14,24188344,24188423,RNA289,Yes,7265.06,34.24896,34.249
chr14,24211415,24211592,RNA290,Yes,3.84467,0.327314,0.327314
chr14,39176527,39176595,RNA291,Yes,0,0,0
chr14,54432108,54432220,RNA292,Yes,0,0,0
chr14,59476092,59476214,RNA293,Yes,2.13679,10.32613,1.77745
chr14,64803607,64803780,RNA294,Yes,4.11283,1.92431,1.92431
chr14,73366897,73366981,RNA295,Yes,0,0,0
chr14,73860539,73860657,RNA296,Yes,0,0,0
chr14,81068254,81068328,RNA297,Yes,5.80687,3.97112,1.50259
chr14,91408659,91408767,RNA298,Yes,2.31189,0.613551,0.613551
chr14,103784795,103784914,RNA299,Yes,0,0,0
chr14,104093491,104093602,RNA300,Yes,362.012,13.04759,12.2374
chr14,104587749,104587878,RNA301,Yes,179.714,7.22527,7.22527
chr14,104738376,104738438,RNA302,Yes,0,0,0
chr15,30633490,30633586,RNA303,Yes,0,0,0
chr15,31656983,31657077,RNA304,Yes,43.0873,8.11789,8.11789
chr15,41349098,41349241,RNA305,Yes,287.04,17.26704,17.267
chr15,41536501,41536649,RNA306,Yes,4.5615,3.82456,3.82456
chr15,45131918,45132024,RNA307,Yes,16.1514,5.67086,5.67086
chr15,51568487,51568558,RNA308,Yes,0,0,0
chr15,52428398,52428569,RNA309,Yes,423.665,23.69527,20.6632
chr15,53722802,53722908,RNA310,Yes,95.6174,12.04956,12.0496
chr15,56456394,56456521,RNA311,Yes,32.5233,6.79788,6.79788
chr15,59107557,59107670,RNA312,Yes,0,0,0
chr15,59261420,59261509,RNA313,Yes,0.323346,0.323346,0.323346
chr15,64854921,64855037,RNA314,Yes,0.294452,0.558108,0.121417
chr15,65119718,65119954,RNA315,Yes,0,0,0
chr15,75617408,75617552,RNA316,Yes,0,0,0
chr15,75726058,75726171,RNA317,Yes,19.9844,2.26185,2.26185
chr15,76137707,76137895,RNA318,Yes,0.704885,0.336803,0.219153
chr15,82259088,82259155,RNA319,Yes,0,0,0
chr15,82571344,82571532,RNA320,Yes,578.531,23.23068,23.2307
chr15,83157903,83158041,RNA321,Yes,0,0,0
chr15,83565134,83565206,RNA322,Yes,0.648494,0.481029,0.481029
chr15,89908280,89908412,RNA323,Yes,26.2939,9.44882,9.44882
chr16,647417,647544,RNA324,Yes,110.931,5.91082,5.91082
chr16,787354,787477,RNA325,Yes,10.5265,2.88595,2.88595
chr16,1403168,1403344,RNA326,Yes,3.43356,2.172,1.629
chr16,1940778,1940892,RNA327,Yes,344.352,19.3391,12.2142
chr16,1961497,1961636,RNA328,Yes,266.993,7.55214,7.55214
chr16,2460623,2460693,RNA329,Yes,143.68,19.06812,15.9751
chr16,3021555,3021689,RNA330,Yes,2797.98,15.5787,9.88201
chr16,4333347,4333519,RNA331,Yes,4.18473,2.57627,1.64761
chr16,5060286,5060436,RNA332,Yes,26.7197,4.86385,3.59925
chr16,5093484,5093564,RNA333,Yes,0.252039,0.190104,0.111686
chr16,10895669,10895764,RNA334,Yes,167.558,22.51280,18.2383
chr16,14747689,14747786,RNA335,Yes,0,0,0
chr16,16335861,16335992,RNA336,Yes,0,0,0
chr16,20465517,20465727,RNA337,Yes,18.2526,4.39430,4.33152
chr16,23658507,23658625,RNA338,Yes,6.25859,5.34562,5.20971
chr16,23755847,23755927,RNA339,Yes,128.287,14.99512,14.9951
chr16,25132402,25132523,RNA340,Yes,1.14986,0.570616,0.570616
chr16,28608478,28608603,RNA341,Yes,17.8876,1.24186,0.878408
chr16,28954565,28954682,RNA342,Yes,0.0942543,0.177867,0.0942543
chr16,30751106,30751281,RNA343,Yes,8.10331,0.623445,0.573569
chr16,31001094,31001193,RNA344,Yes,0.327669,0.774848,0.215276
chr16,31356625,31356728,RNA345,Yes,62.931,9.29470,8.81675
chr16,31397359,31397462,RNA346,Yes,328.518,14.96742,14.9674
chr16,46617634,46617749,RNA347,Yes,0.499095,0.404964,0.373271
chr16,46897648,46897737,RNA348,Yes,422.223,11.26510,11.2651
chr16,48256610,48256741,RNA349,Yes,64.2595,12.12753,12.1275
chr16,49378470,49378593,RNA350,Yes,35.7252,3.51053,3.51053
chr16,50068780,50068867,RNA351,Yes,57.8093,6.88579,6.88579
chr16,55826151,55826295,RNA352,Yes,3.67557,0.358123,0.273995
chr16,56511159,56511284,RNA353,Yes,0.337307,0.884581,0.290143
chr16,67000638,67000779,RNA354,Yes,5110.51,23.76969,23.7697
chr16,67538672,67538824,RNA355,Yes,231.082,7.13211,7.13211
chr16,68676385,68676470,RNA356,Yes,110.363,10.75673,10.7567
chr16,69718123,69718253,RNA357,Yes,8.31212,3.36936,2.41039
chr16,74301052,74301144,RNA358,Yes,0,0,0
chr16,75412535,75412754,RNA359,Yes,15.6,3.49533,3.47937
chr16,77825246,77825461,RNA360,Yes,13.3879,2.85027,2.70086
chr16,80549484,80549651,RNA361,Yes,0,0,0
chr16,80981806,80981877,RNA362,Yes,0,0,0
chr16,81063746,81063993,RNA363,Yes,0,0,0
chr16,84150251,84150342,RNA364,Yes,0,0,0
chr16,84194442,84194582,RNA365,Yes,1318.53,20.51541,20.5154
chr16,85648552,85648751,RNA366,Yes,14.4741,9.33381,2.76731
chr16,85804937,85805104,RNA367,Yes,6.7895,3.20750,2.87234
chr16,88898078,88898152,RNA368,Yes,2.52933,1.32231,1.32231
chr16,89690553,89690624,RNA369,Yes,5.74948,0.605517,0.605517
chr16,89814520,89814613,RNA370,Yes,0.555167,0.875094,0.555167
chr17,999512,999584,RNA371,Yes,4.1169,0.690206,0.68062
chr17,1683533,1683701,RNA372,Yes,33.5083,16.04415,4.58404
chr17,1709499,1709581,RNA373,Yes,594.1,8.04733,8.04733
chr17,2361637,2361799,RNA374,Yes,20.4498,5.50883,3.31304
chr17,3763869,3763960,RNA375,Yes,91.6616,15.47715,15.4771
chr17,4782503,4782639,RNA376,Yes,33.7556,10.46745,7.99935
chr17,6642249,6642324,RNA377,Yes,0,0,0
chr17,7015774,7015875,RNA378,Yes,256.956,14.85065,14.8506
chr17,7241342,7241460,RNA379,Yes,4.50331,0.983648,0.84018
chr17,7723628,7723689,RNA380,Yes,4.23599,2.51748,2.51748
chr17,9557434,9557528,RNA381,Yes,82.4849,17.84475,17.8448
chr17,17898596,17898674,RNA382,Yes,4.18498,4.03490,1.08632
chr17,19357840,19357951,RNA383,Yes,18.0788,1.56965,1.28683
chr17,21178233,21178342,RNA384,Yes,32.9798,3.84972,3.18779
chr17,28330443,28330528,RNA385,Yes,0.272342,0.245322,0.0860063
chr17,29619651,29619773,RNA386,Yes,39.794,5.32783,5.10948
chr17,32358503,32358641,RNA387,Yes,0,0,0
chr17,34958560,34958694,RNA388,Yes,0,0,0
chr17,37423509,37423615,RNA389,Yes,12.9128,4.37820,4.3782
chr17,37987201,37987286,RNA390,Yes,0,0,0
chr17,38005795,38005880,RNA391,Yes,0,0,0
chr17,38755883,38755990,RNA392,Yes,0.452769,0.288788,0.220813
chr17,39871464,39871625,RNA393,Yes,0.639447,0.710007,0.639447
chr17,40053298,40053380,RNA394,Yes,0.0676492,0.252147,0.0676492
chr17,42227529,42227685,RNA395,Yes,6.54109,2.57243,2.57243
chr17,42660149,42660316,RNA396,Yes,1111.65,22.05219,16.7158
chr17,42979378,42979444,RNA397,Yes,63.2127,10.19521,8.46251
chr17,43781774,43781892,RNA398,Yes,1.11807,0.387019,0.387019
chr17,44074680,44074770,RNA399,Yes,5.94272,2.16216,0.864864
chr17,44385824,44385921,RNA400,Yes,2858.44,28.48068,27.7725
chr17,44901520,44901652,RNA401,Yes,175.733,8.40212,8.40212
chr17,45971859,45971945,RNA402,Yes,159.739,12.96660,12.9666
chr17,46302638,46302709,RNA403,Yes,0,0,0
chr17,46931099,46931207,RNA404,Yes,0.485913,0.750139,0.382015
chr17,47840191,47840372,RNA405,Yes,4.33499,0.895926,0.747707
chr17,47944616,47944715,RNA406,Yes,1.12948,0.426119,0.282368
chr17,48555531,48555618,RNA407,Yes,1420.31,18.2031,15.5369
chr17,50143598,50143718,RNA408,Yes,7.2978,1.16645,1.16645
chr17,51056412,51056482,RNA409,Yes,22.7108,9.11890,7.55566
