Chromosome,Start,End,ID,Functional,chrm_acc_SumSignal,chrm_acc_MaxSignal,chrm_acc_MaxScaledSignal
chr1,13466579,13466691,"RNA1074","No",0,0,0
chr1,13882513,13882650,"RNA1075","No",0,0,0
chr1,15435280,15435417,"RNA1076","No",19.5481,5.44725,3.97609
chr1,15526540,15526609,"RNA1077","No",13360.5,88.7406,34.5159
chr1,15526601,15526673,"RNA1078","No",23174.3,88.7406,88.7406
chr1,15526633,15526770,"RNA1079","No",24092.5,88.7406,88.7406
chr1,15526652,15526789,"RNA1080","No",24261,88.7406,88.7406
chr1,15526696,15526766,"RNA1081","No",24388.4,88.7406,88.7406
chr1,15526731,15526803,"RNA1082","No",24264.8,88.7406,88.7406
chr1,15669163,15669300,"RNA1083","No",17.9261,6.85934,6.85934
chr1,15670978,15671115,"RNA1084","No",16.0459,4.38181,4.38181
chr1,15673063,15673200,"RNA1085","No",1.13894,0.23411,0.23411
chr1,15680168,15680237,"RNA1086","No",452.822,11.85823,11.8582
chr1,15680774,15680845,"RNA1087","No",1518.44,15.9448,15.9448
chr1,15751734,15751803,"RNA1088","No",13.0863,4.79462,4.79462
chr1,15752199,15752270,"RNA1089","No",14.1169,4.79462,4.79462
chr1,15803509,15803579,"RNA1090","No",593.77,16.14105,16.141
chr1,15940558,15940630,"RNA1091","No",2.99178,0.613381,0.613381
chr1,15941155,15941227,"RNA1092","No",24.245,3.73057,3.73057
chr1,16438225,16438297,"RNA1093","No",0.233777,0.233777,0.233777
chr1,16438284,16438356,"RNA1094","No",0.233777,0.233777,0.233777
chr1,16439176,16439246,"RNA1095","No",46.5176,6.09455,4.93139
chr1,16440269,16440338,"RNA1096","No",5523.21,25.16337,24.5468
chr1,16460407,16460544,"RNA1097","No",0.811754,0.150971,0.114351
chr1,16499263,16499335,"RNA1098","No",12211.5,30.36810,30.3681
chr1,16499265,16499337,"RNA1099","No",12209.9,30.36810,30.3681
chr1,16499279,16499349,"RNA1100","No",12194.1,30.36810,30.3681
chr1,16499280,16499349,"RNA1101","No",12193.6,30.36810,30.3681
chr1,16499283,16499353,"RNA1102","No",12188,30.36810,30.3681
chr1,16499283,16499354,"RNA1103","No",12187,30.36810,30.3681
chr1,16499285,16499357,"RNA1104","No",12182.8,30.36810,30.3681
chr1,16499289,16499361,"RNA1105","No",12112.2,30.36810,30.3681
chr1,16499292,16499361,"RNA1106","No",12107.3,30.36810,30.3681
chr1,16499293,16499362,"RNA1107","No",12038.5,30.36810,30.3681
chr1,16672054,16672123,"RNA1108","No",0,0,0
chr1,16672056,16672127,"RNA1109","No",0,0,0
chr1,16672117,16672189,"RNA1110","No",0,0,0
chr1,16672211,16672280,"RNA1111","No",0,0,0
chr1,16672424,16672495,"RNA1112","No",0,0,0
chr1,16672571,16672640,"RNA1113","No",0,0,0
chr1,16672576,16672647,"RNA1114","No",0,0,0
chr1,16672639,16672708,"RNA1115","No",0,0,0
chr1,16672675,16672745,"RNA1116","No",0,0,0
chr1,16673016,16673088,"RNA1117","No",0,0,0
chr1,16673106,16673178,"RNA1118","No",0,0,0
chr1,16673557,16673626,"RNA1119","No",27.035,3.47563,3.47563
chr1,16673655,16673726,"RNA1120","No",29.8335,3.47563,3.47563
chr1,16673660,16673731,"RNA1121","No",29.8335,3.47563,3.47563
chr1,16673850,16673922,"RNA1122","No",20.1174,3.17672,3.17672
chr1,16674002,16674071,"RNA1123","No",13.66,2.99423,2.99423
chr1,16674145,16674214,"RNA1124","No",4.88219,2.99423,0.681159
chr1,16674145,16674217,"RNA1125","No",4.83428,2.99423,0.681159
chr1,16674250,16674320,"RNA1126","No",0.368101,0.681159,0.105283
chr1,16674275,16674344,"RNA1127","No",0.0282993,0.24566,0.0178014
chr1,16674324,16674394,"RNA1128","No",0.0820632,0.220629,0.0441258
chr1,16674397,16674469,"RNA1129","No",0.499419,0.221222,0.220629
chr1,16732830,16732901,"RNA1130","No",104.073,22.82878,22.8288
chr1,16732985,16733054,"RNA1131","No",46.1214,5.27602,5.27602
chr1,16733083,16733154,"RNA1132","No",46.1214,5.27602,5.27602
chr1,16733704,16733775,"RNA1133","No",88.8387,5.37106,5.37106
chr1,16734504,16734575,"RNA1134","No",0,0,0
chr1,16734647,16734716,"RNA1135","No",0,0,0
chr1,16734862,16734931,"RNA1136","No",0,0,0
chr1,16737753,16737822,"RNA1137","No",0,0,0
chr1,16739729,16739801,"RNA1138","No",0,0,0
chr1,16739730,16739801,"RNA1139","No",0,0,0
chr1,16739731,16739803,"RNA1140","No",0,0,0
chr1,16739736,16739806,"RNA1141","No",0,0,0
chr1,16739765,16739834,"RNA1142","No",0,0,0
chr1,16739779,16739851,"RNA1143","No",0,0,0
chr1,16739804,16739921,"RNA1144","No",0,0,0
chr1,16739823,16739895,"RNA1145","No",0,0,0
chr1,16739831,16739900,"RNA1146","No",0,0,0
chr1,16739842,16739914,"RNA1147","No",0,0,0
chr1,16739845,16739915,"RNA1148","No",0,0,0
chr1,16739849,16739921,"RNA1149","No",0,0,0
chr1,16739862,16739933,"RNA1150","No",0,0,0
chr1,16739864,16739934,"RNA1151","No",0,0,0
chr1,16973002,16973074,"RNA1152","No",0.0470206,0.183648,0.0240646
chr1,16973152,16973224,"RNA1153","No",0.135185,0.183648,0.135185
chr1,16973714,16973786,"RNA1154","No",0.465649,0.377829,0.346343
chr1,16973853,16973923,"RNA1155","No",0,0,0
chr1,16974172,16974244,"RNA1156","No",0.0877492,2.10598,0.0877492
chr1,16974259,16974329,"RNA1157","No",2.10598,2.10598,2.10598
chr1,16974349,16974419,"RNA1158","No",2.10598,2.10598,2.10598
chr1,16974402,16974474,"RNA1159","No",0.497245,2.10598,0.497245
chr1,16974427,16974499,"RNA1160","No",0,0,0
chr1,17401813,17401885,"RNA1161","No",2.87041,2.34298,2.11519
chr1,17402008,17402078,"RNA1162","No",17.8162,2.88852,2.88852
chr1,17403015,17403084,"RNA1163","No",59.1691,9.85711,6.3454
chr1,17406159,17406231,"RNA1164","No",2644.67,25.18131,25.1813
chr1,17698606,17698675,"RNA1165","No",19.5861,2.71031,2.71031
chr1,17699035,17699106,"RNA1166","No",29.5895,3.39191,2.71031
chr1,17750628,17750697,"RNA1167","No",79.4367,18.75820,18.7582
chr1,17753374,17753445,"RNA1168","No",0,0,0
chr1,17832278,17832348,"RNA1169","No",0.956316,0.204707,0.122824
chr1,17841082,17841154,"RNA1170","No",0.772014,0.432099,0.432099
chr1,17888884,17888956,"RNA1171","No",0.587342,0.140934,0.140934
chr1,20493944,20494081,"RNA1172","No",7761.54,30.47210,30.4721
chr1,21504358,21504427,"RNA1173","No",5.13919,10.67314,2.93898
chr1,21504753,21504823,"RNA1174","No",3.01629,0.300607,0.300607
chr1,21506298,21506370,"RNA1175","No",3.55626,0.337164,0.326973
chr1,21508316,21508388,"RNA1176","No",13.0614,12.66914,4.04709
chr1,21674619,21674688,"RNA1177","No",1.29794,0.250037,0.250037
chr1,21675728,21675797,"RNA1178","No",14.9493,7.52384,7.52384
chr1,21677582,21677653,"RNA1179","No",0.0205701,0.0811378,0.0205701
chr1,21677667,21677738,"RNA1180","No",0.276232,0.338146,0.276232
chr1,21798156,21798228,"RNA1181","No",54.0915,8.50231,8.50231
chr1,21805685,21805755,"RNA1182","No",0,0,0
chr1,21808879,21808951,"RNA1183","No",1.03771,2.41017,1.03771
chr1,23868487,23868619,"RNA1184","No",8166.19,36.11703,34.942
chr1,23869961,23870091,"RNA1185","No",19.5374,1.89778,1.89778
chr1,23870164,23870242,"RNA1186","No",0.105294,0.14666,0.105294
chr1,23870229,23870357,"RNA1187","No",0.0222294,0.0508101,0.0222294
chr1,25998911,25998984,"RNA1188","No",478.03,19.05290,19.0529
chr1,27604455,27604583,"RNA1189","No",873.642,19.68930,12.6638
chr1,27604787,27604865,"RNA1190","No",21.9713,2.52563,1.52381
chr1,27604794,27604926,"RNA1191","No",26.5274,2.79347,1.74545
chr1,27604904,27605034,"RNA1192","No",28.0315,2.79347,2.79347
chr1,28540408,28540486,"RNA1193","No",0.175139,0.175139,0.175139
chr1,28541956,28542088,"RNA1194","No",71.2868,13.66923,13.6692
chr1,28542315,28542443,"RNA1195","No",16.7386,10.86153,2.59386
chr1,28542552,28542682,"RNA1196","No",10.9332,2.59386,2.59386
chr1,28546723,28546801,"RNA1197","No",7.42876,2.65363,2.65363
chr1,28549159,28549289,"RNA1198","No",0,0,0
chr1,28549469,28549601,"RNA1199","No",0,0,0
chr1,28549623,28549751,"RNA1200","No",0,0,0
chr1,28549733,28549861,"RNA1201","No",0,0,0
chr1,28550260,28550338,"RNA1202","No",0,0,0
chr1,28550525,28550655,"RNA1203","No",0,0,0
chr1,28550771,28550903,"RNA1204","No",0,0,0
chr1,29123906,29123984,"RNA1205","No",1129.9,11.33501,8.76276
chr1,29123926,29124004,"RNA1206","No",1156.17,11.33501,8.76276
chr1,29123931,29124009,"RNA1207","No",1160.91,11.33501,8.76276
chr1,29124715,29124843,"RNA1208","No",4381.44,22.2192,14.9506
chr1,29124717,29124849,"RNA1209","No",4367.95,22.2192,14.9506
chr1,29124728,29124860,"RNA1210","No",4321.98,22.2192,14.9506
chr1,29124729,29124859,"RNA1211","No",4319.15,22.2192,14.9506
chr1,29124730,29124858,"RNA1212","No",4316.39,22.2192,14.9506
chr1,29124732,29124862,"RNA1213","No",4302.42,22.2192,14.9506
chr1,29124759,29124889,"RNA1214","No",4157.39,22.2192,14.9506
chr1,29124766,29124898,"RNA1215","No",4123.2,22.2192,14.9506
chr1,29124776,29124904,"RNA1216","No",4090.62,22.2192,14.9506
chr1,29556777,29556907,"RNA1217","No",30.2658,3.60235,3.15021
chr1,29563612,29563740,"RNA1218","No",65.0604,11.5307,9.00836
chr1,29564683,29564815,"RNA1219","No",0,0,0
chr1,29574541,29574619,"RNA1220","No",0.968848,0.363804,0.363804
chr1,29973085,29973158,"RNA1221","No",100.148,17.02412,17.0241
chr1,30868793,30868866,"RNA1222","No",157.612,16.50295,16.5029
chr1,30923693,30923766,"RNA1223","No",30.0992,6.29106,6.1187
chr1,30928867,30928940,"RNA1224","No",533.657,27.10472,27.1047
chr1,31066303,31066376,"RNA1225","No",27.5012,17.91384,6.62567
chr1,31066823,31066896,"RNA1226","No",2.0524,0.400795,0.400795
chr1,31069685,31069758,"RNA1227","No",2.67219,1.46514,1.46514
chr1,31483352,31483481,"RNA1228","No",4513.93,31.8073,31.8073
chr1,31950756,31950829,"RNA1229","No",4.72191,2.4995,2.4995
chr1,33237913,33238010,"RNA1230","No",224.894,38.24743,36.5112
chr1,33513208,33513336,"RNA1231","No",0.0437939,0.0862403,0.0437939
chr1,33513411,33513543,"RNA1232","No",0.0274401,0.0862403,0.0274401
chr1,33513720,33513798,"RNA1233","No",0,0,0
chr1,33513805,33513935,"RNA1234","No",0,0,0
chr1,34690647,34690782,"RNA1235","No",27.2042,9.74473,9.47529
chr1,35568251,35568380,"RNA1236","No",22.4596,13.68390,12.5171
chr1,35930568,35930641,"RNA1237","No",7409.11,25.11093,21.7648
chr1,36329385,36329514,"RNA1238","No",17.9384,5.34364,5.34364
chr1,36400469,36400598,"RNA1239","No",119.008,16.80315,8.50985
chr1,36400903,36401032,"RNA1240","No",1843.54,16.80315,16.8031
chr1,36450453,36450582,"RNA1241","No",18555.9,34.87050,34.8705
chr1,36450461,36450590,"RNA1242","No",18589.2,34.87050,34.8705
chr1,36519652,36519781,"RNA1243","No",3.74184,0.389364,0.389364
chr1,37153909,37154006,"RNA1244","No",42.7775,20.23793,9.38873
chr1,37487923,37488052,"RNA1245","No",14.7928,6.12245,3.84838
chr1,37990461,37990558,"RNA1246","No",2132.19,24.28473,24.2847
chr1,38046825,38046922,"RNA1247","No",9575.8,34.0359,28.7726
chr1,38046840,38046937,"RNA1248","No",9785.02,34.0359,34.0359
chr1,38276642,38276739,"RNA1249","No",0.383023,3.13790,0.161747
chr1,38276714,38276811,"RNA1250","No",0.628182,0.20487,0.116867
chr1,38293749,38293846,"RNA1251","No",39.9637,5.95513,5.95513
chr1,38731734,38731869,"RNA1252","No",0.0401451,0.0630185,0.0401451
chr1,38835609,38835706,"RNA1253","No",303.192,28.67258,21.867
chr1,39491493,39491628,"RNA1254","No",8093.21,25.45855,25.4585
chr1,39559767,39559902,"RNA1255","No",3127.1,33.57798,33.578
chr1,39559893,39560028,"RNA1256","No",522.861,33.57798,22.6415
chr1,39594159,39594294,"RNA1257","No",0.243423,0.223781,0.0953784
chr1,39598138,39598273,"RNA1258","No",770.592,8.64865,8.64865
chr1,39674669,39674767,"RNA1259","No",0.0615925,0.0887656,0.0615925
chr1,39677828,39677963,"RNA1260","No",13.1144,5.19509,5.19509
chr1,39788866,39788935,"RNA1261","No",7051.26,23.19992,23.1999
chr1,39788867,39788965,"RNA1262","No",7035.22,23.19992,23.1999
chr1,39788871,39788967,"RNA1263","No",7031.55,23.19992,23.1999
chr1,39788872,39788944,"RNA1264","No",7050.48,23.19992,23.1999
chr1,39788873,39788944,"RNA1265","No",7050.63,23.19992,23.1999
chr1,39821202,39821316,"RNA1266","No",0.16196,0.146135,0.146135
chr1,40552742,40552877,"RNA1267","No",4.82438,17.60245,4.82438
chr1,41414804,41414933,"RNA1268","No",106.307,17.95857,17.9586
chr1,42919269,42919366,"RNA1269","No",0.658578,0.152197,0.152197
chr1,43643748,43643862,"RNA1270","No",2.26182,7.23982,1.20664
chr1,43643844,43643942,"RNA1271","No",13.5508,7.23982,7.23982
chr1,43644109,43644181,"RNA1272","No",88.0079,7.23982,7.23982
chr1,43645592,43645663,"RNA1273","No",0.365806,0.281872,0.230262
chr1,43645596,43645694,"RNA1274","No",0.242685,0.281872,0.155317
chr1,43646355,43646424,"RNA1275","No",0.405283,0.215554,0.169559
chr1,43648856,43648952,"RNA1276","No",2.50983,1.95639,0.411529
chr1,44398457,44398555,"RNA1277","No",0,0,0
chr1,44402178,44402276,"RNA1278","No",24.5874,8.78426,8.78426
chr1,44403053,44403151,"RNA1279","No",0,0,0
chr1,44403506,44403641,"RNA1280","No",0,0,0
chr1,44674490,44674604,"RNA1281","No",27001.3,73.0636,73.0636
chr1,44674500,44674569,"RNA1282","No",26922.4,73.0636,73.0636
chr1,44674500,44674571,"RNA1283","No",26939.5,73.0636,73.0636
chr1,44674504,44674600,"RNA1284","No",27130.1,73.0636,73.0636
chr1,44674505,44674603,"RNA1285","No",27145.7,73.0636,73.0636
chr1,44674518,44674616,"RNA1286","No",27269,73.0636,73.0636
chr1,44674536,44674634,"RNA1287","No",27316.2,73.0636,73.0636
chr1,44674549,44674647,"RNA1288","No",27223.8,73.0636,73.0636
chr1,44674554,44674668,"RNA1289","No",26964.6,73.0636,73.0636
chr1,44674567,44674639,"RNA1290","No",27239.2,73.0636,73.0636
chr1,44674572,44674686,"RNA1291","No",26445.3,73.0636,69.2181
chr1,44674585,44674683,"RNA1292","No",26417.4,73.0636,70.827
chr1,44735879,44735993,"RNA1293","No",0.471664,0.170199,0.170199
chr1,44736905,44737019,"RNA1294","No",0,0,0
chr1,44737864,44737962,"RNA1295","No",0.161363,0.161363,0.161363
chr1,44739671,44739740,"RNA1296","No",24358.2,46.5941,46.5941
chr1,44739673,44739769,"RNA1297","No",24402.3,46.5941,46.5941
chr1,44739678,44739776,"RNA1298","No",24415.8,46.5941,46.5941
chr1,44739680,44739751,"RNA1299","No",24391.7,46.5941,46.5941
chr1,44739686,44739755,"RNA1300","No",24407.4,46.5941,46.5941
chr1,44739694,44739766,"RNA1301","No",24435,46.5941,46.5941
chr1,44739696,44739792,"RNA1302","No",24421.4,46.5941,46.5941
chr1,44739721,44739792,"RNA1303","No",24463.8,46.5941,46.5941
chr1,44739726,44739798,"RNA1304","No",24439.4,46.5941,46.5941
chr1,44778934,44779005,"RNA1305","No",0.725283,0.362736,0.362736
chr1,44779012,44779110,"RNA1306","No",0.225735,0.362736,0.132558
chr1,44779355,44779424,"RNA1307","No",0.661041,0.288742,0.184125
chr1,44779357,44779453,"RNA1308","No",0.920603,0.288742,0.219564
chr1,44780192,44780263,"RNA1309","No",0.940908,0.288916,0.265955
chr1,44780235,44780307,"RNA1310","No",0.407479,0.265955,0.166222
chr1,44780735,44780831,"RNA1311","No",40.7801,3.42238,3.42238
chr1,44780738,44780834,"RNA1312","No",41.2767,3.42238,3.42238
chr1,44780903,44780975,"RNA1313","No",48.2568,3.42238,3.42238
chr1,44781236,44781307,"RNA1314","No",37.7203,3.42238,3.42238
chr1,44781254,44781323,"RNA1315","No",37.7397,3.42238,3.42238
chr1,44781295,44781393,"RNA1316","No",37.9321,3.42238,3.42238
chr1,44781336,44781405,"RNA1317","No",38.125,3.42238,3.42238
chr1,44781513,44781585,"RNA1318","No",21.5466,3.42238,3.42238
chr1,44781735,44781849,"RNA1319","No",1.05163,3.42238,0.359111
chr1,45760963,45761061,"RNA1320","No",0.00802449,0.0561714,0.00802449
chr1,45761163,45761261,"RNA1321","No",0.102923,0.123039,0.079068
chr1,45763103,45763217,"RNA1322","No",0,0,0
chr1,45763523,45763594,"RNA1323","No",0.0141769,0.0592094,0.0141769
chr1,45766108,45766177,"RNA1324","No",49.542,9.54504,9.54504
chr1,45766187,45766283,"RNA1325","No",48.7758,9.54504,9.54504
chr1,45770931,45771003,"RNA1326","No",14.7125,6.60731,4.95548
chr1,48503523,48503619,"RNA1327","No",0,0,0
chr1,48509044,48509113,"RNA1328","No",2.9038,2.90380,2.9038
chr1,48509418,48509490,"RNA1329","No",0,0,0
chr1,48513253,48513351,"RNA1330","No",0,0,0
chr1,48515777,48515875,"RNA1331","No",0,0,0
chr1,48518717,48518788,"RNA1332","No",0.205241,0.280635,0.114331
chr1,48532261,48532375,"RNA1333","No",0,0,0
chr1,50325656,50325727,"RNA1334","No",0,0,0
chr1,53968927,53968998,"RNA1335","No",0,0,0
chr1,54844944,54845015,"RNA1336","No",0.885181,0.173301,0.150734
chr1,54846800,54846871,"RNA1337","No",91.2661,3.93258,3.93258
chr1,54847242,54847313,"RNA1338","No",64.7125,4.49917,3.44206
chr1,54994756,54994827,"RNA1339","No",15.2548,10.73034,10.7303
chr1,54995217,54995288,"RNA1340","No",10.4177,2.69678,2.69678
chr1,55065130,55065201,"RNA1341","No",846.897,12.04819,12.0482
chr1,55217545,55217616,"RNA1342","No",234.875,10.87958,9.80695
chr1,56918290,56918361,"RNA1343","No",0,0,0
chr1,61667561,61667637,"RNA1344","No",3.87393,2.50686,2.50686
chr1,65416343,65416419,"RNA1345","No",0,0,0
chr1,66376035,66376111,"RNA1346","No",25.2781,3.37366,3.37366
chr1,66376593,66376669,"RNA1347","No",8.96602,2.62808,2.62808
chr1,66376929,66377005,"RNA1348","No",8.96602,2.62808,2.62808
chr1,66751539,66751615,"RNA1349","No",69.6603,14.83503,14.835
chr1,66751921,66751997,"RNA1350","No",186.521,18.10851,14.835
chr1,66752109,66752185,"RNA1351","No",3078.4,29.49793,29.4979
chr1,67633091,67633167,"RNA1352","No",171.991,11.94636,11.9464
chr1,70788401,70788477,"RNA1353","No",0,0,0
chr1,70789009,70789091,"RNA1354","No",2.87632,2.87632,2.87632
chr1,70790477,70790546,"RNA1355","No",62.7306,18.51588,7.59427
chr1,70807726,70807802,"RNA1356","No",75.3838,11.15889,11.1589
chr1,74770855,74770931,"RNA1357","No",0,0,0
chr1,74775334,74775403,"RNA1358","No",0,0,0
chr1,74791001,74791083,"RNA1359","No",58.8676,14.86518,14.8652
chr1,75185891,75185967,"RNA1360","No",0,0,0
chr1,75186251,75186320,"RNA1361","No",0,0,0
chr1,75187340,75187416,"RNA1362","No",10.4887,2.71093,2.71093
chr1,75189072,75189154,"RNA1363","No",44.3609,9.46205,9.46205
chr1,75189164,75189240,"RNA1364","No",21.1617,9.46205,1.99201
chr1,75194806,75194888,"RNA1365","No",17.4549,9.54447,5.47061
chr1,75196785,75196867,"RNA1366","No",3.06558,3.06558,3.06558
chr1,75197370,75197439,"RNA1367","No",0,0,0
chr1,75197813,75197882,"RNA1368","No",0,0,0
chr1,76676264,76676340,"RNA1369","No",0,0,0
chr1,76678286,76678362,"RNA1370","No",630.722,14.42979,14.3194
chr1,76680935,76681004,"RNA1371","No",24.9051,7.70086,7.70086
chr1,76681181,76681257,"RNA1372","No",1.18502,5.39403,1.06461
chr1,76682850,76682932,"RNA1373","No",36.12,13.86934,13.8693
chr1,76685233,76685315,"RNA1374","No",0,0,0
chr1,76687981,76688050,"RNA1375","No",294.964,20.35141,20.3514
chr1,76692110,76692179,"RNA1376","No",5.06138,4.95480,4.9548
chr1,76693539,76693621,"RNA1377","No",0,0,0
chr1,76825311,76825393,"RNA1378","No",0.12044,0.201552,0.12044
chr1,76826806,76826875,"RNA1379","No",121.846,24.28240,24.2824
chr1,76829656,76829732,"RNA1380","No",0,0,0
chr1,80299524,80299602,"RNA1381","No",4.52792,2.71380,2.7138
chr1,80777849,80777931,"RNA1382","No",61.1394,5.00000,4.65116
chr1,80782314,80782390,"RNA1383","No",0,0,0
chr1,80783691,80783760,"RNA1384","No",0.303894,0.303894,0.303894
chr1,84021345,84021423,"RNA1385","No",0,0,0
chr1,84998999,84999077,"RNA1386","No",1255.24,18.02364,18.0236
chr1,85133400,85133478,"RNA1387","No",0.154311,0.154311,0.154311
chr1,85133680,85133758,"RNA1388","No",71.6649,5.31469,5.31469
chr1,85136155,85136233,"RNA1389","No",0.918859,3.40716,0.917312
chr1,85143725,85143803,"RNA1390","No",0.997505,0.997505,0.997505
chr1,85222386,85222464,"RNA1391","No",0,0,0
chr1,86820150,86820228,"RNA1392","No",0,0,0
chr1,88840401,88840472,"RNA1393","No",0.182612,0.182612,0.182612
chr1,88848566,88848659,"RNA1394","No",22.2532,6.55740,6.5574
chr1,88851807,88851885,"RNA1395","No",254.281,10.14561,10.1456
chr1,88851840,88851923,"RNA1396","No",243.638,10.14561,10.1456
chr1,89989834,89989912,"RNA1397","No",180.928,12.28021,12.2802
chr1,91908226,91908319,"RNA1398","No",35.9681,14.82111,14.8211
chr1,92508092,92508163,"RNA1399","No",0.165033,0.165033,0.165033
chr1,92802885,92802978,"RNA1400","No",0,0,0
chr1,92829542,92829635,"RNA1401","No",0,0,0
chr1,92829975,92830058,"RNA1402","No",0.094368,0.094368,0.094368
chr1,92830691,92830769,"RNA1403","No",0,0,0
chr1,92830801,92830894,"RNA1404","No",1.43915,1.49828,0.869969
chr1,92964243,92964336,"RNA1405","No",0,0,0
chr1,92964732,92964825,"RNA1406","No",0,0,0
chr1,92966134,92966227,"RNA1407","No",0,0,0
chr1,93418243,93418314,"RNA1408","No",0,0,0
chr1,93425535,93425606,"RNA1409","No",0,0,0
chr1,93441774,93441845,"RNA1410","No",0,0,0
