Chromosome,Start,End,ID,Functional,chrm_acc_SumSignal,chrm_acc_MaxSignal,chrm_acc_MaxScaledSignal
chr1,20433965,20434322,RNA1187,No,161.843,21.41099,21.411
chr1,20440443,20440524,RNA1188,No,0.796454,0.23356,0.170124
chr1,20555048,20555129,RNA1189,No,18.0163,5.40903,3.11871
chr1,20736961,20737131,RNA1190,No,0,0,0
chr1,20794619,20795795,RNA1191,No,0.213009,0.497751,0.0520607
chr1,21178375,21178534,RNA1192,No,3.22149,0.343215,0.343215
chr1,21203222,21203579,RNA1193,No,0.204886,0.197167,0.165687
chr1,21428150,21428231,RNA1194,No,1857.27,16.35688,16.3569
chr1,21940355,21940514,RNA1195,No,23.5954,5.22464,4.41849
chr1,21974243,21974402,RNA1196,No,54.8005,7.86384,7.66614
chr1,21974417,21974576,RNA1197,No,22.8336,12.05769,7.82906
chr1,22107421,22107580,RNA1198,No,6.31606,5.42198,1.90963
chr1,22108344,22108503,RNA1199,No,433.08,10.93957,10.9396
chr1,22116958,22117117,RNA1200,No,0.674524,0.319978,0.196919
chr1,22616289,22616506,RNA1201,No,6.68619,8.82264,5.32611
chr1,23005812,23005897,RNA1202,No,1.91682,1.01062,0.439917
chr1,23009742,23009901,RNA1203,No,0.366486,0.44824,0.366486
chr1,23186805,23186939,RNA1204,No,0.320642,0.218586,0.218586
chr1,23488455,23488672,RNA1205,No,0.033444,0.0763932,0.033444
chr1,23494275,23494492,RNA1206,No,0.00871687,0.15763,0.00871687
chr1,23495390,23495607,RNA1207,No,0.517578,0.603334,0.250231
chr1,23868475,23868692,RNA1208,No,8028.94,43.5943,34.942
chr1,23868522,23869127,RNA1209,No,4864.31,36.11703,23.575
chr1,23868717,23868934,RNA1210,No,5689.93,34.94201,34.2035
chr1,23869337,23869554,RNA1211,No,154.033,20.02518,6.83506
chr1,24114545,24114679,RNA1212,No,1.79937,0.334128,0.195005
chr1,24190369,24190503,RNA1213,No,1192.72,12.3651,12.3651
chr1,24192812,24192946,RNA1214,No,1.98357,0.986412,0.986412
chr1,24193005,24193451,RNA1215,No,197.235,13.08830,10.3298
chr1,24477868,24478002,RNA1216,No,0.256446,0.231563,0.231563
chr1,24478295,24478429,RNA1217,No,0.230813,0.23913,0.110106
chr1,24478895,24479029,RNA1218,No,0.51139,0.192952,0.184815
chr1,24609854,24610071,RNA1219,No,81.7599,13.42616,9.59011
chr1,25210008,25210142,RNA1220,No,0.761203,0.2537,0.149842
chr1,25216679,25217036,RNA1221,No,1.75524,3.44667,1.60265
chr1,25216896,25216977,RNA1222,No,3.50331,3.44667,3.44667
chr1,25790699,25791132,RNA1223,No,4.40011,5.18855,2.89984
chr1,26874818,26874977,RNA1224,No,14.3492,4.61257,4.61257
chr1,27638912,27639517,RNA1225,No,0.282519,0.280263,0.0601032
chr1,28540830,28541435,RNA1226,No,50.505,9.44893,5.76307
chr1,28549066,28549283,RNA1227,No,0,0,0
chr1,28549563,28550168,RNA1228,No,0,0,0
chr1,28551004,28551609,RNA1229,No,7.43864,6.13237,2.08805
chr1,29124724,29124857,RNA1230,No,4337.32,22.2192,14.9506
chr1,29140119,29140724,RNA1231,No,1.80559,1.05568,0.246035
chr1,29141247,29141852,RNA1232,No,0.904199,0.38758,0.100118
chr1,29143551,29144156,RNA1233,No,2.02507,0.271354,0.135751
chr1,29192366,29192500,RNA1234,No,23.7147,2.52662,2.52662
chr1,29589432,29590037,RNA1235,No,0.323665,0.139026,0.0379276
chr1,29724035,29724468,RNA1236,No,0,0,0
chr1,30655834,30656177,RNA1237,No,9.28707,4.75027,1.81424
chr1,30656036,30656373,RNA1238,No,10.4196,2.64760,1.25702
chr1,30656478,30656911,RNA1239,No,24.189,2.95122,2.6476
chr1,30686292,30686725,RNA1240,No,66.3352,16.70991,13.3911
chr1,30687010,30687443,RNA1241,No,5.14019,0.359466,0.227251
chr1,30757938,30758371,RNA1242,No,392.975,20.51000,4.96114
chr1,30758364,30758797,RNA1243,No,11.1265,3.59664,2.94875
chr1,30819651,30820084,RNA1244,No,0.359791,0.194389,0.142377
chr1,31720927,31721360,RNA1245,No,11.1478,3.64501,2.39414
chr1,32456270,32456361,RNA1246,No,0.19141,0.399431,0.0830331
chr1,32872589,32872722,RNA1247,No,1479.18,16.41443,16.4144
chr1,33237885,33237963,RNA1248,No,431.252,38.24743,36.5112
chr1,33512784,33512917,RNA1249,No,173.925,17.76805,17.768
chr1,33512953,33513558,RNA1250,No,14.9064,17.76805,3.20981
chr1,33512962,33513095,RNA1251,No,58.7852,17.76805,13.613
chr1,33513076,33513209,RNA1252,No,1.09782,14.60102,1.09782
chr1,34166165,34166298,RNA1253,No,202.942,5.00000,5
chr1,34166312,34166596,RNA1254,No,125.287,5.00000,5
chr1,34166457,34166590,RNA1255,No,83.7065,5.00000,5
chr1,34166614,34166747,RNA1256,No,38.7014,5.01951,5
chr1,34301118,34301461,RNA1257,No,0,0,0
chr1,34692357,34692694,RNA1258,No,0.691649,0.42453,0.0670584
chr1,34865046,34865179,RNA1259,No,3.78314,3.61168,0.857978
chr1,34968756,34969099,RNA1260,No,0.402501,0.598621,0.201662
chr1,34969079,34969422,RNA1261,No,0.00117245,0.402152,0.00117245
chr1,34970964,34971307,RNA1262,No,81.868,18.34367,17.7554
chr1,35568047,35568390,RNA1263,No,29.9807,13.68390,12.8461
chr1,35568215,35568552,RNA1264,No,13.6183,13.68390,6.25318
chr1,35568230,35568567,RNA1265,No,12.1937,13.68390,5.6441
chr1,35568342,35568685,RNA1266,No,8.98532,13.68390,1.71431
chr1,35568379,35568722,RNA1267,No,10.4328,8.69100,2.4351
chr1,35568943,35569280,RNA1268,No,2363.31,14.54333,14.457
chr1,35648177,35648514,RNA1269,No,0.0546036,0.30669,0.0546036
chr1,35652392,35652729,RNA1270,No,0.109889,0.196596,0.0595038
chr1,35654306,35654643,RNA1271,No,2.36594,2.19225,1.60028
chr1,35719694,35720127,RNA1272,No,0.763537,0.254061,0.129084
chr1,36338234,36338577,RNA1273,No,36.3919,5.95369,4.12537
chr1,36465143,36465234,RNA1274,No,15.3038,3.55364,1.44874
chr1,36574030,36574367,RNA1275,No,1.01438,0.333634,0.264333
chr1,37152946,37153037,RNA1276,No,41.1393,10.80473,5.63311
chr1,37153892,37153970,RNA1277,No,73.7234,20.23793,16.0866
chr1,37154047,37154138,RNA1278,No,12.0579,3.09770,3.0977
chr1,37154401,37154492,RNA1279,No,1.94166,3.17023,0.731592
chr1,37488832,37488923,RNA1280,No,3.45635,3.08702,3.08702
chr1,37488982,37489073,RNA1281,No,0.0616829,0.14453,0.0285884
chr1,37556510,37556601,RNA1282,No,0.224211,12.45063,0.13682
chr1,37802159,37802443,RNA1283,No,0.3185,0.18661,0.133965
chr1,37947130,37947208,RNA1284,No,8602.78,36.18331,36.1833
chr1,38038481,38038559,RNA1285,No,0.018104,0.0743215,0.018104
chr1,38041096,38041174,RNA1286,No,1.26595,0.967255,0.967255
chr1,38275894,38275985,RNA1287,No,43.2241,26.40791,24.6169
chr1,38278425,38278503,RNA1288,No,0.814032,0.189213,0.13962
chr1,38287109,38287187,RNA1289,No,10.5125,5.92326,3.68194
chr1,38287413,38287491,RNA1290,No,26.7635,11.44136,7.62757
chr1,38732010,38732106,RNA1291,No,0.0934223,0.128122,0.0934223
chr1,38732605,38733025,RNA1292,No,0.142077,0.735749,0.131384
chr1,38733027,38733311,RNA1293,No,0.305102,0.376501,0.193553
chr1,38832609,38832893,RNA1294,No,0,0,0
chr1,38832815,38832948,RNA1295,No,0,0,0
chr1,38833280,38833358,RNA1296,No,52.6101,3.45800,3.458
chr1,38836268,38836552,RNA1297,No,2.78504,3.1892,1.7069
chr1,39591463,39591747,RNA1298,No,2.17753,2.20619,1.91876
chr1,39596962,39597246,RNA1299,No,8.48816,4.31035,3.37355
chr1,39598380,39598664,RNA1300,No,445.729,13.84160,7.02355
chr1,39903731,39904015,RNA1301,No,0.212439,0.462556,0.122154
chr1,40343932,40344275,RNA1302,No,23.8892,19.31034,6.61421
chr1,40553060,40553397,RNA1303,No,41.3587,17.60245,17.6025
chr1,42057986,42058068,RNA1304,No,0,0,0
chr1,42360063,42360159,RNA1305,No,0,0,0
chr1,42424372,42424792,RNA1306,No,15.4432,5.85125,2.25691
chr1,42424512,42424603,RNA1307,No,3.31128,5.85125,1.41459
chr1,42923592,42923670,RNA1308,No,13.5725,5.06479,2.85706
chr1,43279759,43279855,RNA1309,No,28.013,3.41262,3.41262
chr1,43331060,43331480,RNA1310,No,69.1816,28.51945,5.50122
chr1,43331845,43331941,RNA1311,No,5.53277,2.46035,2.46035
chr1,43331886,43332306,RNA1312,No,1.71432,2.46035,0.369053
chr1,43332897,43332993,RNA1313,No,0.657764,0.266421,0.081986
chr1,43334404,43334824,RNA1314,No,33.7285,10.14323,10.1432
chr1,43458004,43458100,RNA1315,No,0,0,0
chr1,43460109,43460529,RNA1316,No,0,0,0
chr1,43464037,43464133,RNA1317,No,8.53638,9.77001,3.96907
chr1,43464051,43464147,RNA1318,No,5.24441,9.77001,2.54427
chr1,43471335,43471755,RNA1319,No,0.0211018,0.142484,0.0136383
chr1,43513156,43513576,RNA1320,No,17.2908,4.35004,1.64493
chr1,43648103,43648387,RNA1321,No,13.5832,2.55285,0.981103
chr1,44378301,44378397,RNA1322,No,1763.42,16.17306,16.1731
chr1,44398594,44399014,RNA1323,No,0,0,0
chr1,45764659,45764741,RNA1324,No,47.5706,5.22193,5.22193
chr1,46521469,46521609,RNA1325,No,7.34422,1.48499,0.807453
chr1,46617620,46617702,RNA1326,No,1.7795,0.895365,0.29468
chr1,46627709,46627791,RNA1327,No,0.123603,0.097489,0.0844112
chr1,46630523,46630605,RNA1328,No,4.68921,6.32834,3.47287
chr1,46719973,46720055,RNA1329,No,501.995,20.86708,20.6339
chr1,46726892,46726974,RNA1330,No,0,0,0
chr1,46755141,46755223,RNA1331,No,66.4808,9.35135,9.35135
chr1,47729043,47729125,RNA1332,No,41.2406,5.49382,5.49382
chr1,48294804,48295224,RNA1333,No,76.2377,18.01508,17.2976
chr1,48294819,48294915,RNA1334,No,111.985,18.01508,18.0151
chr1,50432067,50432207,RNA1335,No,3.58585,3.09091,1.3026
chr1,51279393,51279533,RNA1336,No,0.809301,0.353998,0.257913
chr1,51279397,51279537,RNA1337,No,0.809301,0.353998,0.257913
chr1,51279497,51279579,RNA1338,No,0.528956,0.353998,0.155462
chr1,51279906,51280046,RNA1339,No,0.302883,0.151748,0.0799136
chr1,51886305,51886445,RNA1340,No,0,0,0
chr1,51888863,51889003,RNA1341,No,0,0,0
chr1,51897856,51897996,RNA1342,No,414.663,14.4243,12.4655
chr1,52602013,52602153,RNA1343,No,2715.3,20.13100,20.131
chr1,55065219,55065359,RNA1344,No,477.01,12.04819,12.0482
chr1,56820876,56821113,RNA1345,No,1989.94,26.47851,26.4785
chr1,60308576,60308813,RNA1346,No,0,0,0
chr1,60308791,60309028,RNA1347,No,0,0,0
chr1,60308793,60309030,RNA1348,No,0,0,0
chr1,60309337,60309574,RNA1349,No,0,0,0
chr1,61464336,61464573,RNA1350,No,3.32308,3.02316,1.02427
chr1,61466535,61466772,RNA1351,No,0.122489,0.144695,0.0885265
chr1,61467294,61467531,RNA1352,No,0.0133042,0.165953,0.0133042
chr1,62181465,62181702,RNA1353,No,11.0526,7.43629,2.79253
chr1,64183474,64183591,RNA1354,No,425.973,19.30632,19.3063
chr1,65418337,65418574,RNA1355,No,0.142577,0.470443,0.0790574
chr1,68237005,68237122,RNA1356,No,0.14888,0.232253,0.14888
chr1,68677548,68677639,RNA1357,No,12.0472,13.86934,3.50544
chr1,68962681,68962798,RNA1358,No,13.8309,4.21292,2.16295
chr1,68965313,68965430,RNA1359,No,1.94895,2.30621,1.02498
chr1,68968810,68968927,RNA1360,No,61.6673,5.51555,5.51555
chr1,69566727,69566844,RNA1361,No,138.087,16.03312,8.48767
chr1,69567018,69567135,RNA1362,No,2744.05,17.28135,17.2813
chr1,69567518,69567635,RNA1363,No,4023.91,17.28135,17.2813
chr1,70254837,70254954,RNA1364,No,8.647,5.10421,5.10421
chr1,72901259,72901350,RNA1365,No,0,0,0
chr1,73614599,73614690,RNA1366,No,0,0,0
chr1,73619288,73619379,RNA1367,No,0.0155553,0.353883,0.0155553
chr1,73619329,73619420,RNA1368,No,0.174997,0.353883,0.174997
chr1,73739165,73739256,RNA1369,No,0,0,0
chr1,73742725,73742816,RNA1370,No,0,0,0
chr1,73781721,73781812,RNA1371,No,0,0,0
chr1,73998318,73998435,RNA1372,No,304.126,15.55210,15.5521
chr1,74768341,74768432,RNA1373,No,15.6889,6.64584,6.64584
chr1,78214539,78214630,RNA1374,No,60.3797,15.35741,15.3574
chr1,79407887,79407999,RNA1375,No,0,0,0
chr1,81257575,81257687,RNA1376,No,0,0,0
chr1,81259821,81259933,RNA1377,No,23.3162,4.25532,4.25532
chr1,81260844,81260956,RNA1378,No,0.431561,0.889918,0.286045
chr1,81261045,81261157,RNA1379,No,0.740172,0.889918,0.437013
chr1,84004209,84004310,RNA1380,No,0,0,0
chr1,84004887,84004999,RNA1381,No,0,0,0
chr1,84005769,84005881,RNA1382,No,0,0,0
chr1,84006084,84006196,RNA1383,No,0,0,0
chr1,84808257,84808369,RNA1384,No,0,0,0
chr1,86820126,86820227,RNA1385,No,0,0,0
chr1,86840949,86841619,RNA1386,No,85.4131,15.45020,11.6914
chr1,87294042,87294143,RNA1387,No,7.20661,2.93883,2.93883
chr1,87350583,87350684,RNA1388,No,0.0821659,0.137674,0.0531612
chr1,87351105,87351206,RNA1389,No,0.15592,0.15592,0.15592
chr1,87373203,87373304,RNA1390,No,0,0,0
chr1,87377079,87377180,RNA1391,No,0,0,0
chr1,87379537,87379638,RNA1392,No,3.33315,1.65931,1.03502
chr1,87563765,87563877,RNA1393,No,0,0,0
chr1,88844467,88844568,RNA1394,No,0,0,0
chr1,89936668,89936847,RNA1395,No,7.83353,4.47653,2.72593
chr1,89937590,89938260,RNA1396,No,30.5451,7.74303,2.46857
chr1,90652703,90653080,RNA1397,No,0,0,0
chr1,90652720,90652821,RNA1398,No,0,0,0
chr1,90759918,90760588,RNA1399,No,0.167318,0.865722,0.0801116
chr1,90761643,90762313,RNA1400,No,360.409,13.24612,12.0797
chr1,90763052,90763722,RNA1401,No,13.9283,11.05627,3.30499
chr1,90905315,90905985,RNA1402,No,0,0,0
chr1,90908174,90908844,RNA1403,No,0.444437,3.72466,0.394703
chr1,90914361,90915031,RNA1404,No,1.10085,2.67720,1.0549
chr1,91915541,91916211,RNA1405,No,6.84495,4.68860,4.6886
chr1,92245984,92246085,RNA1406,No,0,0,0
chr1,92966053,92966747,RNA1407,No,0.146832,0.181607,0.0704486
chr1,93556305,93556484,RNA1408,No,45.1834,4.57082,2.98763
chr1,94413048,94413227,RNA1409,No,0,0,0
chr1,94413432,94413533,RNA1410,No,18.1741,5.55675,5.55675
chr1,94414384,94414563,RNA1411,No,0,0,0
chr1,94414631,94415008,RNA1412,No,0.0569863,0.221483,0.0569863
chr1,94416656,94416835,RNA1413,No,1.34597,0.580637,0.337376
