Chromosome,Start,End,ID,Functional,chrm_acc_SumSignal,chrm_acc_MaxSignal,chrm_acc_MaxScaledSignal
chr1,15681286,15681349,RNA1199,No,305.633,10.15303,10.153
chr1,15751488,15751551,RNA1200,No,2.23112,1.63934,1.63934
chr1,15752457,15752520,RNA1201,No,0.0717242,0.196462,0.0717242
chr1,15754456,15754723,RNA1202,No,21.5262,6.37711,4.77686
chr1,15754519,15754786,RNA1203,No,16.355,6.37711,3.57762
chr1,15786892,15787159,RNA1204,No,424.688,13.83580,13.8358
chr1,15787664,15787931,RNA1205,No,0.576103,0.60357,0.237359
chr1,15805074,15805137,RNA1206,No,0.585119,0.239734,0.154929
chr1,15940532,15940799,RNA1207,No,2.6199,2.73171,0.644561
chr1,15941650,15941839,RNA1208,No,106.632,11.14506,11.1451
chr1,16011960,16012186,RNA1209,No,3.3286,0.978598,0.632192
chr1,16089707,16089896,RNA1210,No,0.529095,0.22126,0.114125
chr1,16440158,16440247,RNA1211,No,2160.6,24.54682,19.5164
chr1,16739000,16739267,RNA1212,No,0,0,0
chr1,16739780,16739843,RNA1213,No,0,0,0
chr1,17404868,17405009,RNA1214,No,35.3262,12.11578,12.1158
chr1,17698421,17698654,RNA1215,No,14.1958,2.71031,2.44277
chr1,18076330,18076425,RNA1216,No,0,0,0
chr1,18487885,18488118,RNA1217,No,2.15037,0.334342,0.214922
chr1,18488266,18488499,RNA1218,No,3.7766,0.355307,0.276192
chr1,18491195,18491428,RNA1219,No,114.68,13.81142,11.796
chr1,18749686,18749919,RNA1220,No,4.02837,3.29134,1.89287
chr1,18749804,18750037,RNA1221,No,1.29526,3.29134,0.226015
chr1,18836653,18836886,RNA1222,No,85.0154,18.22600,16.7398
chr1,18903372,18903463,RNA1223,No,146.33,20.48454,20.4845
chr1,18903689,18903780,RNA1224,No,0,0,0
chr1,18962000,18962095,RNA1225,No,183.277,9.95251,9.95251
chr1,18965240,18965331,RNA1226,No,25.9542,16.36269,8.45106
chr1,19052304,19052406,RNA1227,No,23.9296,7.86207,7.86207
chr1,19059158,19059253,RNA1228,No,1.12351,1.00657,0.985379
chr1,19070629,19070724,RNA1229,No,74.784,8.59969,8.59969
chr1,19264031,19264126,RNA1230,No,0.142096,0.229306,0.104569
chr1,19264237,19264358,RNA1231,No,0.128868,0.229306,0.083384
chr1,19264811,19264906,RNA1232,No,0.336792,0.195335,0.195335
chr1,19289405,19289500,RNA1233,No,1195.38,19.02988,19.0299
chr1,19663123,19663209,RNA1234,No,2.05714,0.699883,0.699883
chr1,19681235,19681468,RNA1235,No,0,0,0
chr1,19681470,19681659,RNA1236,No,0.163127,0.185543,0.115842
chr1,19956444,19956535,RNA1237,No,0.496012,0.374797,0.374797
chr1,20006209,20006398,RNA1238,No,0,0,0
chr1,20219071,20219166,RNA1239,No,2.36767,2.83276,1.74148
chr1,20439267,20439356,RNA1240,No,8.35342,5.59249,2.82094
chr1,20737279,20737342,RNA1241,No,0.131353,0.131353,0.131353
chr1,20737645,20737912,RNA1242,No,0.545305,0.251565,0.0725487
chr1,21178356,21178526,RNA1243,No,3.15937,0.343215,0.335139
chr1,21178481,21178553,RNA1244,No,3.52226,0.343215,0.343215
chr1,21178526,21178633,RNA1245,No,3.68634,0.343215,0.301516
chr1,21388255,21388339,RNA1246,No,0.0553056,0.422334,0.0553056
chr1,21388495,21388579,RNA1247,No,0,0,0
chr1,21392399,21392483,RNA1248,No,9.19074,2.87339,2.87339
chr1,21437674,21437789,RNA1249,No,3.09727,6.03933,1.47045
chr1,21581002,21581119,RNA1250,No,0,0,0
chr1,21582447,21582564,RNA1251,No,0,0,0
chr1,21585334,21585451,RNA1252,No,158.32,6.75000,6.75
chr1,22280736,22280820,RNA1253,No,0.267179,0.503287,0.11983
chr1,22532154,22532271,RNA1254,No,2.9983,2.91829,0.424025
chr1,22923121,22923225,RNA1255,No,2.70834,0.337132,0.337132
chr1,22937951,22938018,RNA1256,No,0,0,0
chr1,22974406,22974508,RNA1257,No,8.69428,3.45551,3.45551
chr1,23184494,23184615,RNA1258,No,757.762,22.40343,22.4034
chr1,23485054,23485287,RNA1259,No,92.4165,24.98421,4.09128
chr1,23487138,23487224,RNA1260,No,0.39307,0.246867,0.241126
chr1,23868323,23868414,RNA1261,No,20349.1,48.5052,48.5052
chr1,23868710,23868813,RNA1262,No,6301.81,34.94201,34.8517
chr1,23869454,23869556,RNA1263,No,3.24081,10.78391,1.90304
chr1,23869916,23870019,RNA1264,No,16.9094,1.89778,1.45558
chr1,23870349,23870452,RNA1265,No,0,0,0
chr1,23963869,23963971,RNA1266,No,0.9143,0.363353,0.210446
chr1,23963967,23964069,RNA1267,No,2.18037,0.510037,0.312391
chr1,23983349,23983451,RNA1268,No,0.22929,0.149051,0.134701
chr1,23989929,23990031,RNA1269,No,0,0,0
chr1,24008959,24009080,RNA1270,No,19.7893,17.54348,14.6437
chr1,24115557,24115659,RNA1271,No,0.089445,0.127359,0.0486961
chr1,24143672,24143793,RNA1272,No,15.5737,13.99533,3.00726
chr1,24150892,24151013,RNA1273,No,2829.4,35.28252,35.2825
chr1,24190546,24190667,RNA1274,No,424.132,12.14464,9.68419
chr1,24191849,24191970,RNA1275,No,395.341,17.73082,16.2294
chr1,24192266,24192361,RNA1276,No,266.328,16.76053,16.5897
chr1,24192342,24192463,RNA1277,No,175.976,16.58969,16.5021
chr1,24477955,24478041,RNA1278,No,0.339066,0.231563,0.231563
chr1,24492492,24492595,RNA1279,No,32.6458,17.06762,17.0676
chr1,24492659,24492745,RNA1280,No,2.19154,17.06762,0.793843
chr1,24494046,24494132,RNA1281,No,9.08425,4.30077,4.30077
chr1,24609545,24609631,RNA1282,No,3.37302,0.599463,0.599463
chr1,24609624,24609710,RNA1283,No,2.74203,0.599463,0.599463
chr1,24704574,24704660,RNA1284,No,375.878,19.01019,19.0102
chr1,24846966,24847073,RNA1285,No,2.63942,4.17992,1.36726
chr1,24896873,24896945,RNA1286,No,76.915,9.41296,5.38079
chr1,24994497,24994599,RNA1287,No,1.55058,0.293476,0.291089
chr1,25027398,25027568,RNA1288,No,15.2936,9.15767,9.15767
chr1,25197136,25197257,RNA1289,No,67.7441,12.93605,11.8476
chr1,25430716,25430831,RNA1290,No,25343.4,50.2347,48.4874
chr1,25615341,25615427,RNA1291,No,19.1261,3.14510,2.2674
chr1,25785678,25785750,RNA1292,No,70.1585,10.83185,10.8318
chr1,25788301,25788408,RNA1293,No,0,0,0
chr1,25794928,25795035,RNA1294,No,0.401699,0.401699,0.401699
chr1,25798191,25798298,RNA1295,No,466.04,7.67698,7.67698
chr1,25876532,25876639,RNA1296,No,14.6947,9.91155,3.13746
chr1,25877370,25877477,RNA1297,No,0.0730319,0.137095,0.0730319
chr1,25880308,25880380,RNA1298,No,46.1107,6.98596,6.98596
chr1,25883691,25883763,RNA1299,No,1.79318,0.27177,0.227907
chr1,25908942,25909014,RNA1300,No,7.05923,3.46218,3.46218
chr1,25909821,25909893,RNA1301,No,1.38906,0.296639,0.293002
chr1,25954988,25955158,RNA1302,No,16.6939,3.84972,3.84972
chr1,25955020,25955127,RNA1303,No,16.3636,3.84972,3.84972
chr1,26005310,26005382,RNA1304,No,109.374,12.24143,12.2414
chr1,26036857,26037027,RNA1305,No,1403.05,21.9745,14.0386
chr1,26050951,26051121,RNA1306,No,104.101,11.80787,11.8079
chr1,26085475,26085645,RNA1307,No,0.0388863,0.138229,0.0348207
chr1,26089124,26089294,RNA1308,No,2.37348,1.48053,0.740554
chr1,26169329,26169499,RNA1309,No,536.355,20.95702,18.9322
chr1,26280001,26280085,RNA1310,No,9883.27,28.4844,28.4844
chr1,26320541,26320656,RNA1311,No,2.48031,0.576717,0.481433
chr1,26404688,26404803,RNA1312,No,77.3005,14.66769,14.6677
chr1,26407277,26407392,RNA1313,No,0.136057,0.44739,0.089478
chr1,26477169,26477284,RNA1314,No,1.05626,0.558334,0.365222
chr1,26479663,26479778,RNA1315,No,1.74746,0.28077,0.28077
chr1,26509145,26509262,RNA1316,No,0,0,0
chr1,26575149,26575264,RNA1317,No,815.015,14.73696,14.737
chr1,26818801,26818868,RNA1318,No,0,0,0
chr1,26824852,26824959,RNA1319,No,133.747,7.72601,7.72601
chr1,26874858,26874930,RNA1320,No,13.8393,4.61257,4.61257
chr1,26875161,26875265,RNA1321,No,19.6895,4.61257,4.61257
chr1,27081416,27081586,RNA1322,No,0.167403,0.343739,0.0788578
chr1,27310549,27310680,RNA1323,No,0,0,0
chr1,27491924,27492039,RNA1324,No,100.602,5.73287,5.73287
chr1,27639135,27639202,RNA1325,No,0.259133,0.267371,0.126159
chr1,27764292,27764396,RNA1326,No,0,0,0
chr1,27764318,27764385,RNA1327,No,0,0,0
chr1,27770871,27770938,RNA1328,No,0,0,0
chr1,27825937,27826004,RNA1329,No,0.113387,0.181321,0.0796925
chr1,27826196,27826263,RNA1330,No,0.161898,0.12135,0.118429
chr1,27855654,27855758,RNA1331,No,1.0057,0.240831,0.161152
chr1,27863868,27863972,RNA1332,No,118.931,22.84463,5.24203
chr1,27920011,27920115,RNA1333,No,54.3405,5.84231,5.33673
chr1,27924134,27924201,RNA1334,No,0,0,0
chr1,27929392,27929496,RNA1335,No,0.856402,0.34628,0.34628
chr1,27970134,27970238,RNA1336,No,0,0,0
chr1,28257484,28257607,RNA1337,No,0.99806,0.616253,0.465947
chr1,28366791,28366894,RNA1338,No,1.55304,1.35856,0.646305
chr1,28549395,28549497,RNA1339,No,0,0,0
chr1,28550727,28550794,RNA1340,No,0,0,0
chr1,29124803,29124907,RNA1341,No,4043.85,22.2192,14.9506
chr1,29184085,29184206,RNA1342,No,1.46029,0.226539,0.189526
chr1,29589738,29589824,RNA1343,No,0.96461,0.139026,0.133408
chr1,30090964,30091131,RNA1344,No,0.658736,0.39001,0.39001
chr1,30823785,30823892,RNA1345,No,2495.35,19.34447,19.1453
chr1,30868411,30868483,RNA1346,No,0.239344,0.239344,0.239344
chr1,31067073,31067243,RNA1347,No,0.0249821,0.157295,0.0249821
chr1,31087613,31087818,RNA1348,No,0.657948,0.288788,0.263431
chr1,31100330,31100461,RNA1349,No,16.7293,13.07221,5.58812
chr1,31408879,31408994,RNA1350,No,16.2786,4.60397,4.60397
chr1,31951114,31951245,RNA1351,No,0.510774,0.175391,0.141502
chr1,32103104,32103235,RNA1352,No,0.326529,0.267007,0.192508
chr1,32105629,32105760,RNA1353,No,0.950281,1.19697,0.465996
chr1,32176670,32176801,RNA1354,No,0.0235759,0.147069,0.0235759
chr1,32178223,32178354,RNA1355,No,0,0,0
chr1,32290524,32290647,RNA1356,No,19.8161,3.31833,3.31833
chr1,32290993,32291124,RNA1357,No,7.52526,5.67853,1.43047
chr1,32415519,32415663,RNA1358,No,0.088728,0.230345,0.0839291
chr1,32419265,32419409,RNA1359,No,0,0,0
chr1,32464745,32464889,RNA1360,No,4465.83,27.33003,27.33
chr1,32775165,32775232,RNA1361,No,119.668,15.61748,15.6175
chr1,32885670,32885774,RNA1362,No,20.6514,13.00696,11.3811
chr1,33238211,33238342,RNA1363,No,1.73021,0.199557,0.185847
chr1,33238260,33238383,RNA1364,No,1.50083,0.199557,0.199557
chr1,33239789,33239912,RNA1365,No,8.89678,3.99467,2.92293
chr1,33250476,33250599,RNA1366,No,0.0544954,0.0827523,0.0544954
chr1,33303063,33303186,RNA1367,No,0.049958,0.165284,0.0338327
chr1,33304370,33304493,RNA1368,No,2.20257,0.353874,0.200971
chr1,33305347,33305470,RNA1369,No,0.51443,0.282914,0.20701
chr1,33305856,33306000,RNA1370,No,3.22746,8.92376,0.743647
chr1,34165943,34166110,RNA1371,No,6.37767,3.94300,0.632301
chr1,34166523,34166661,RNA1372,No,56.1013,5.00000,5
chr1,34306625,34306748,RNA1373,No,60.3484,5.20108,5.20108
chr1,34970167,34970334,RNA1374,No,6.05814,5.17639,3.4096
chr1,34970795,34970962,RNA1375,No,37.6033,18.34367,10.1508
chr1,34972791,34972996,RNA1376,No,14.6593,3.61895,3.3631
chr1,34973730,34973897,RNA1377,No,0,0,0
chr1,35568937,35569044,RNA1378,No,1374.59,14.54333,14.4665
chr1,35569045,35569212,RNA1379,No,3487.86,14.54333,14.5433
chr1,35569198,35569365,RNA1380,No,674.093,14.54333,14.5433
chr1,35569378,35569545,RNA1381,No,16.615,14.54333,3.6576
chr1,35569493,35569576,RNA1382,No,4.80163,0.604402,0.604402
chr1,35719247,35719357,RNA1383,No,5759.49,20.93676,20.9368
chr1,35867943,35868148,RNA1384,No,0.0122492,0.0760938,0.0122492
chr1,35868993,35869198,RNA1385,No,1.85066,15.88121,0.619755
chr1,35869006,35869211,RNA1386,No,4.38737,15.88121,1.62686
chr1,36088290,36088495,RNA1387,No,3043.28,27.54613,15.6757
chr1,36088587,36088763,RNA1388,No,8240.2,27.54613,27.5461
chr1,36094613,36094818,RNA1389,No,59.4061,10.77342,7.21202
chr1,36128983,36129150,RNA1390,No,0,0,0
chr1,36186693,36186898,RNA1391,No,1.11121,1.05376,0.606555
chr1,37153177,37153308,RNA1392,No,111.114,20.23793,20.2379
chr1,37154275,37154480,RNA1393,No,0.842897,3.17023,0.139181
chr1,37154358,37154502,RNA1394,No,1.69751,3.17023,0.68248
chr1,37790204,37790317,RNA1395,No,3.04088,1.06856,0.917259
chr1,37990219,37990357,RNA1396,No,10139.9,60.2729,32.368
chr1,38271980,38272103,RNA1397,No,0.47415,0.232394,0.186465
chr1,38277207,38277317,RNA1398,No,0,0,0
chr1,38833009,38833116,RNA1399,No,0,0,0
chr1,38835230,38835368,RNA1400,No,2870.45,32.78131,32.7813
chr1,38835272,38835410,RNA1401,No,4110.16,32.78131,32.7813
chr1,38837094,38837232,RNA1402,No,0.275113,2.92714,0.148478
chr1,39559760,39559898,RNA1403,No,3276.66,33.57798,33.578
chr1,39559784,39559922,RNA1404,No,2621.45,33.57798,31.8747
chr1,39559797,39559935,RNA1405,No,2290.38,33.57798,28.7116
chr1,39559846,39559929,RNA1406,No,1773.31,33.57798,27.9142
chr1,39691987,39692097,RNA1407,No,3528.49,28.96423,28.964
chr1,39975375,39975482,RNA1408,No,0.292464,0.154375,0.154375
chr1,39978559,39978735,RNA1409,No,0.290849,0.225101,0.121503
chr1,40000135,40000273,RNA1410,No,0,0,0
chr1,40000562,40000669,RNA1411,No,0.284938,0.68775,0.244248
chr1,40000570,40000677,RNA1412,No,0.240161,0.68775,0.192827
chr1,40102084,40102191,RNA1413,No,6.13791,3.34970,1.6905
chr1,40110988,40111155,RNA1414,No,0,0,0
