Chromosome,Start,End,ID,Functional,methylome
chr1,9031702,9031813,RNA1070,No,58.797
chr1,9032592,9032703,RNA1071,No,47.7744
chr1,9034601,9034742,RNA1072,No,0
chr1,9824370,9824848,RNA1073,No,6.14297
chr1,9824902,9825013,RNA1074,No,23.9361
chr1,9825050,9825161,RNA1075,No,67.2519
chr1,9825058,9825169,RNA1076,No,67.2519
chr1,10030482,10030716,RNA1077,No,0
chr1,10190632,10190743,RNA1078,No,89.6579
chr1,10631299,10631880,RNA1079,No,82.731
chr1,10799167,10799626,RNA1080,No,63.4553
chr1,10860965,10861852,RNA1081,No,66.7503
chr1,11008059,11008293,RNA1082,No,83.313
chr1,11048126,11048360,RNA1083,No,86.3665
chr1,11048850,11049084,RNA1084,No,73.7951
chr1,11102951,11103185,RNA1085,No,73.515
chr1,11106273,11106507,RNA1086,No,87.2682
chr1,11264078,11264312,RNA1087,No,81.1429
chr1,11269285,11269863,RNA1088,No,75.8906
chr1,11538686,11539267,RNA1089,No,65.0759
chr1,11539301,11539521,RNA1090,No,70.8095
chr1,11598325,11598906,RNA1091,No,65.235
chr1,11598992,11599573,RNA1092,No,67.7613
chr1,11617398,11617979,RNA1093,No,56.3953
chr1,11617402,11617506,RNA1094,No,34.4511
chr1,11620816,11621397,RNA1095,No,70.594
chr1,11733329,11734216,RNA1096,No,84.3504
chr1,11733807,11734388,RNA1097,No,85.6346
chr1,11758216,11759103,RNA1098,No,80.7011
chr1,11760692,11761579,RNA1099,No,69.6913
chr1,11760948,11761269,RNA1100,No,70.3283
chr1,11851580,11852467,RNA1101,No,76.7038
chr1,11852585,11852771,RNA1102,No,79.5927
chr1,11861961,11862848,RNA1103,No,58.2876
chr1,11930739,11931626,RNA1104,No,57.3308
chr1,12147806,12148040,RNA1105,No,80.5011
chr1,12512639,12512859,RNA1106,No,88.1421
chr1,12515650,12515870,RNA1107,No,91.2471
chr1,12516706,12516926,RNA1108,No,88.4474
chr1,12548503,12548723,RNA1109,No,76.4677
chr1,12549265,12549485,RNA1110,No,55.7221
chr1,12631756,12632337,RNA1111,No,75.1617
chr1,12631985,12632205,RNA1112,No,0
chr1,12697388,12697574,RNA1113,No,76.5771
chr1,12813993,12814179,RNA1114,No,0
chr1,12818775,12818961,RNA1115,No,64.4173
chr1,12819563,12820450,RNA1116,No,51.9784
chr1,12877999,12878185,RNA1117,No,39.594
chr1,12878508,12878694,RNA1118,No,60.4637
chr1,12923332,12923518,RNA1119,No,0
chr1,13066965,13067154,RNA1120,No,0
chr1,13350591,13351069,RNA1121,No,58.7773
chr1,13526206,13526426,RNA1122,No,73.0038
chr1,13825269,13825455,RNA1123,No,0
chr1,13879689,13880167,RNA1124,No,53.0961
chr1,13880198,13880676,RNA1125,No,78.8916
chr1,13885672,13885783,RNA1126,No,47.9211
chr1,13891681,13892159,RNA1127,No,54.5883
chr1,15220849,15221427,RNA1128,No,68.2573
chr1,15221152,15221630,RNA1129,No,72.9041
chr1,15221217,15221695,RNA1130,No,75.8276
chr1,15222365,15222843,RNA1131,No,60.3402
chr1,15225003,15225462,RNA1132,No,72.6203
chr1,15225285,15225457,RNA1133,No,78.0023
chr1,15430482,15430691,RNA1134,No,81.1944
chr1,15431306,15431424,RNA1135,No,16.0056
chr1,15431374,15431852,RNA1136,No,63.7352
chr1,15673966,15674425,RNA1137,No,79.0531
chr1,15679497,15679956,RNA1138,No,84.5451
chr1,15680241,15680700,RNA1139,No,74.9786
chr1,15751874,15752333,RNA1140,No,73.1485
chr1,15754180,15754639,RNA1141,No,80.0304
chr1,15804763,15805222,RNA1142,No,84.2773
chr1,16082812,16083390,RNA1143,No,74.1525
chr1,16098561,16098795,RNA1144,No,85.4812
chr1,16121896,16122474,RNA1145,No,71.2462
chr1,16123086,16123664,RNA1146,No,70.643
chr1,16189348,16189926,RNA1147,No,66.918
chr1,16190989,16191567,RNA1148,No,59.6723
chr1,16194729,16195307,RNA1149,No,70.7465
chr1,16460093,16460674,RNA1150,No,85.9535
chr1,16737474,16738361,RNA1151,No,10.6139
chr1,16738666,16739125,RNA1152,No,20.8355
chr1,17054070,17054153,RNA1153,No,0.421448
chr1,17057154,17057343,RNA1154,No,80.9398
chr1,17154465,17155043,RNA1155,No,74.0451
chr1,17406535,17406755,RNA1156,No,80.4586
chr1,17754347,17754533,RNA1157,No,79.8421
chr1,17983274,17983463,RNA1158,No,76.2594
chr1,18054497,18054686,RNA1159,No,61.7632
chr1,18064492,18064681,RNA1160,No,10.5301
chr1,18074804,18074993,RNA1161,No,78.3128
chr1,18084351,18084540,RNA1162,No,58.8722
chr1,18101044,18101216,RNA1163,No,28.5602
chr1,18105496,18105685,RNA1164,No,0
chr1,18748917,18749120,RNA1165,No,52.3697
chr1,19068633,19068805,RNA1166,No,67.3315
chr1,19069789,19069961,RNA1167,No,84.2857
chr1,19070644,19070816,RNA1168,No,0
chr1,19071373,19071562,RNA1169,No,70.1447
chr1,19264724,19264842,RNA1170,No,82.188
chr1,19264733,19264883,RNA1171,No,83.2218
chr1,19264750,19264922,RNA1172,No,82.4002
chr1,19265099,19265271,RNA1173,No,77.5338
chr1,19334541,19334750,RNA1174,No,85.2188
chr1,19335002,19335174,RNA1175,No,77.3797
chr1,19335333,19335811,RNA1176,No,82.1267
chr1,20126964,20127082,RNA1177,No,81.9135
chr1,20213969,20214178,RNA1178,No,82.1544
chr1,20215282,20215454,RNA1179,No,66.8722
chr1,20215627,20215836,RNA1180,No,63.6195
chr1,20218081,20218199,RNA1181,No,0
chr1,20220262,20220380,RNA1182,No,43.156
chr1,20220763,20220972,RNA1183,No,78.3857
chr1,20432283,20432401,RNA1184,No,69.8647
chr1,20432787,20432905,RNA1185,No,70.6466
chr1,20433743,20433952,RNA1186,No,63.3139
chr1,20435184,20435302,RNA1187,No,0
chr1,20439201,20439410,RNA1188,No,81.9756
chr1,20555414,20555623,RNA1189,No,69.6316
chr1,20737074,20737533,RNA1190,No,88.0226
chr1,20789864,20790442,RNA1191,No,78.5429
chr1,21178302,21178385,RNA1192,No,86.9298
chr1,21203946,21204064,RNA1193,No,79.5113
chr1,21428044,21428253,RNA1194,No,6.20136
chr1,21940170,21940253,RNA1195,No,0
chr1,21974262,21974345,RNA1196,No,73.032
chr1,21974410,21974493,RNA1197,No,72.5075
chr1,22108201,22108284,RNA1198,No,71.9774
chr1,22108577,22108660,RNA1199,No,0
chr1,22114747,22114830,RNA1200,No,60.9499
chr1,22625145,22625348,RNA1201,No,72.688
chr1,23005505,23005588,RNA1202,No,0
chr1,23005600,23005789,RNA1203,No,83.4699
chr1,23190746,23190896,RNA1204,No,79.9323
chr1,23486250,23486453,RNA1205,No,59.8459
chr1,23490381,23490584,RNA1206,No,0
chr1,23498189,23498392,RNA1207,No,0
chr1,23868476,23868679,RNA1208,No,10.4216
chr1,23869573,23870079,RNA1209,No,76.805
chr1,23869884,23870087,RNA1210,No,72.5526
chr1,23870063,23870266,RNA1211,No,81.9596
chr1,24116346,24116496,RNA1212,No,81.4564
chr1,24191543,24191715,RNA1213,No,83.5188
chr1,24192215,24192365,RNA1214,No,58.3108
chr1,24192791,24192941,RNA1215,No,0
chr1,24478171,24478321,RNA1216,No,83.2575
chr1,24478210,24478360,RNA1217,No,83.2575
chr1,24478723,24478873,RNA1218,No,81.6729
chr1,24609605,24609808,RNA1219,No,72.218
chr1,25213742,25213892,RNA1220,No,83.4211
chr1,25216752,25216961,RNA1221,No,87.4511
chr1,25216903,25217021,RNA1222,No,44.1992
chr1,25790262,25791054,RNA1223,No,76.7167
chr1,26875054,26875137,RNA1224,No,45.4361
chr1,27638809,27639315,RNA1225,No,87.9229
chr1,28542823,28543329,RNA1226,No,76.9596
chr1,28547693,28548199,RNA1227,No,77.9378
chr1,28550182,28550688,RNA1228,No,73.9339
chr1,28551711,28551914,RNA1229,No,83.1429
chr1,29124787,29124879,RNA1230,No,0.650087
chr1,29141139,29141645,RNA1231,No,79.5291
chr1,29142256,29142762,RNA1232,No,86.1697
chr1,29142921,29143427,RNA1233,No,91.0988
chr1,29191374,29191524,RNA1234,No,82.2669
chr1,29590722,29591228,RNA1235,No,58.8722
chr1,29723496,29724288,RNA1236,No,58.3055
chr1,30657392,30657502,RNA1237,No,78.906
chr1,30659351,30660143,RNA1238,No,59.5138
chr1,30660047,30660503,RNA1239,No,67.4039
chr1,30687689,30688481,RNA1240,No,77.4688
chr1,30689003,30689795,RNA1241,No,67.4412
chr1,30758732,30759524,RNA1242,No,75.5526
chr1,30758806,30759598,RNA1243,No,75.5526
chr1,30821547,30822339,RNA1244,No,71.3609
chr1,31721691,31722483,RNA1245,No,60.109
chr1,32455213,32455511,RNA1246,No,80.3368
chr1,32873648,32873740,RNA1247,No,72.0846
chr1,33238082,33238561,RNA1248,No,86.3464
chr1,33512899,33513405,RNA1249,No,84.3665
chr1,33513200,33513292,RNA1250,No,78.0602
chr1,33513227,33513319,RNA1251,No,78.0602
chr1,33513860,33513952,RNA1252,No,70.9211
chr1,34166076,34166168,RNA1253,No,3.35902
chr1,34166201,34166293,RNA1254,No,9.59023
chr1,34166428,34166605,RNA1255,No,4.98872
chr1,34166535,34166627,RNA1256,No,3.95639
chr1,34297082,34297192,RNA1257,No,67.7274
chr1,34695804,34696260,RNA1258,No,62.9756
chr1,34865339,34865431,RNA1259,No,75.9699
chr1,34968981,34969091,RNA1260,No,75.0639
chr1,34971703,34971813,RNA1261,No,65.4436
chr1,34974087,34974197,RNA1262,No,85.765
chr1,35567350,35567806,RNA1263,No,83.0999
chr1,35567956,35568066,RNA1264,No,77.5169
chr1,35568183,35568639,RNA1265,No,61.0132
chr1,35568274,35568384,RNA1266,No,86.6579
chr1,35568786,35569242,RNA1267,No,4.09148
chr1,35569339,35569449,RNA1268,No,82.1241
chr1,35647862,35648318,RNA1269,No,75.1297
chr1,35650590,35651046,RNA1270,No,69.2199
chr1,35656589,35657045,RNA1271,No,56.5508
chr1,35718897,35719689,RNA1272,No,19.1382
chr1,36336477,36336587,RNA1273,No,87.0045
chr1,36465455,36465753,RNA1274,No,73.6429
chr1,36572585,36573041,RNA1275,No,55.3976
chr1,37153105,37153403,RNA1276,No,64.0322
chr1,37153606,37154085,RNA1277,No,0
chr1,37153643,37153941,RNA1278,No,0
chr1,37153700,37153998,RNA1279,No,0
chr1,37484526,37484824,RNA1280,No,68.5556
chr1,37487948,37488246,RNA1281,No,73.4305
chr1,37556568,37556866,RNA1282,No,11.7544
chr1,37802606,37802783,RNA1283,No,0
chr1,37947184,37947663,RNA1284,No,54.9837
chr1,38036622,38037101,RNA1285,No,83.2769
chr1,38042536,38043015,RNA1286,No,72.5961
chr1,38272853,38273332,RNA1287,No,47.1917
chr1,38274556,38274854,RNA1288,No,43.6748
chr1,38279253,38279732,RNA1289,No,0
chr1,38287840,38288319,RNA1290,No,68.8974
chr1,38729576,38729753,RNA1291,No,54.5414
chr1,38730984,38731240,RNA1292,No,0
chr1,38732262,38732387,RNA1293,No,67.0883
chr1,38832913,38833392,RNA1294,No,49.8233
chr1,38833174,38833351,RNA1295,No,39.3835
chr1,38834610,38834787,RNA1296,No,79.938
chr1,38836389,38836481,RNA1297,No,79.3024
chr1,39584808,39584985,RNA1298,No,78.9211
chr1,39585001,39585178,RNA1299,No,84.8127
chr1,39597504,39597681,RNA1300,No,79.641
chr1,39902995,39903172,RNA1301,No,76.5346
chr1,40344534,40344644,RNA1302,No,54.1278
chr1,40550843,40551299,RNA1303,No,79.5874
chr1,42051830,42052012,RNA1304,No,70.5677
chr1,42356408,42356664,RNA1305,No,84.8092
chr1,42426632,42426930,RNA1306,No,70.8797
chr1,42428475,42428600,RNA1307,No,0
chr1,42919973,42920452,RNA1308,No,75.7876
chr1,43280525,43280781,RNA1309,No,0
chr1,43331018,43331143,RNA1310,No,78.3158
chr1,43332012,43332268,RNA1311,No,85.5789
chr1,43333800,43333925,RNA1312,No,80.8371
chr1,43335338,43335463,RNA1313,No,78.9302
chr1,43336611,43336867,RNA1314,No,86.4934
chr1,43459425,43459681,RNA1315,No,70.9173
chr1,43468824,43468949,RNA1316,No,0
chr1,43469733,43469989,RNA1317,No,80.4737
chr1,43469975,43470100,RNA1318,No,0
chr1,43470741,43470997,RNA1319,No,77.4361
chr1,43522036,43522161,RNA1320,No,60.6316
chr1,43646895,43647072,RNA1321,No,86.7312
chr1,44360644,44360900,RNA1322,No,78.6424
chr1,44402841,44402966,RNA1323,No,83.0865
chr1,45763878,45764060,RNA1324,No,79.1429
chr1,46522449,46522642,RNA1325,No,24.3406
chr1,46617538,46617720,RNA1326,No,78.1504
chr1,46628333,46628515,RNA1327,No,85.7143
chr1,46630738,46630920,RNA1328,No,0
chr1,46723516,46723698,RNA1329,No,0
chr1,46724135,46724317,RNA1330,No,67.2011
chr1,46756701,46756883,RNA1331,No,69.2726
chr1,47729033,47729215,RNA1332,No,0
chr1,48294799,48294924,RNA1333,No,0
chr1,48294878,48295134,RNA1334,No,59.782
chr1,50432577,50432770,RNA1335,No,88.9925
chr1,51279390,51279572,RNA1336,No,89.1667
chr1,51279454,51279647,RNA1337,No,91.2556
chr1,51279552,51279745,RNA1338,No,91.2229
chr1,51279624,51279817,RNA1339,No,89.1917
chr1,51883392,51883585,RNA1340,No,0
chr1,51887153,51887346,RNA1341,No,0
chr1,51901049,51901242,RNA1342,No,79.8684
chr1,52602118,52602311,RNA1343,No,9.52229
chr1,55065109,55065302,RNA1344,No,53.985
chr1,56822328,56822519,RNA1345,No,73.0977
chr1,60307895,60308086,RNA1346,No,59.1128
chr1,60309901,60310092,RNA1347,No,71.4699
chr1,60310088,60310279,RNA1348,No,0
chr1,60311626,60311817,RNA1349,No,0
chr1,61462889,61463080,RNA1350,No,77.4023
chr1,61466723,61466914,RNA1351,No,65.5457
chr1,61467644,61467835,RNA1352,No,75.3139
chr1,62181704,62181895,RNA1353,No,49.9192
chr1,64181865,64182013,RNA1354,No,0
chr1,65418731,65418922,RNA1355,No,78.4211
chr1,68235881,68236029,RNA1356,No,77.3308
chr1,68675214,68675310,RNA1357,No,0
chr1,68958393,68958541,RNA1358,No,50.4887
chr1,68968199,68968347,RNA1359,No,72.1955
chr1,68973153,68973301,RNA1360,No,0
chr1,69566398,69566546,RNA1361,No,62.3571
chr1,69566757,69566905,RNA1362,No,19.9821
chr1,69567686,69567834,RNA1363,No,3.92732
chr1,70253933,70254081,RNA1364,No,0
chr1,72901235,72901331,RNA1365,No,0
chr1,73614645,73614741,RNA1366,No,0
chr1,73619839,73619935,RNA1367,No,0
chr1,73619931,73620027,RNA1368,No,0
chr1,73739388,73739484,RNA1369,No,0
chr1,73747136,73747232,RNA1370,No,0
chr1,73783367,73783463,RNA1371,No,66.6278
chr1,74003391,74003539,RNA1372,No,0
chr1,74777623,74777719,RNA1373,No,0
chr1,78217058,78217154,RNA1374,No,0
chr1,79413313,79413932,RNA1375,No,63.9417
chr1,81259274,81259893,RNA1376,No,65.0207
chr1,81260502,81261121,RNA1377,No,81.3732
chr1,81261480,81262099,RNA1378,No,71.8177
chr1,81261981,81262600,RNA1379,No,66.6767
chr1,84005402,84006021,RNA1380,No,87.2857
chr1,84007860,84008479,RNA1381,No,71.7005
chr1,84008169,84008788,RNA1382,No,66.3665
chr1,84008317,84008402,RNA1383,No,0
chr1,84802446,84803065,RNA1384,No,73.1898
chr1,86820143,86820228,RNA1385,No,36.5263
chr1,86840720,86841239,RNA1386,No,81.7942
chr1,87293759,87293844,RNA1387,No,64.2801
chr1,87350848,87350933,RNA1388,No,0
chr1,87351453,87351538,RNA1389,No,0
chr1,87374162,87374247,RNA1390,No,86.384
chr1,87377768,87377853,RNA1391,No,0
chr1,87385350,87385435,RNA1392,No,0
chr1,87562460,87563079,RNA1393,No,77.3609
chr1,88850094,88850179,RNA1394,No,0
chr1,89937666,89937942,RNA1395,No,84.1015
chr1,89938577,89939096,RNA1396,No,82.1949
chr1,90653726,90653800,RNA1397,No,0
chr1,90656089,90656334,RNA1398,No,0
chr1,90765273,90765792,RNA1399,No,74.4524
chr1,90766237,90766756,RNA1400,No,70.9417
chr1,90767736,90768255,RNA1401,No,68.4486
chr1,90908159,90908678,RNA1402,No,82.1297
chr1,90908714,90909233,RNA1403,No,80.1654
chr1,90914352,90914871,RNA1404,No,87.1598
chr1,91908042,91908561,RNA1405,No,85.3412
chr1,92246239,92246324,RNA1406,No,0
chr1,92965758,92965924,RNA1407,No,71.8402
chr1,93559405,93559681,RNA1408,No,83.6335
chr1,94413850,94414126,RNA1409,No,74.8033
chr1,94415129,94415203,RNA1410,No,0
chr1,94415794,94416070,RNA1411,No,85.1353
chr1,94415897,94416142,RNA1412,No,85.1353
chr1,94416331,94416607,RNA1413,No,77.703
chr1,94895422,94895698,RNA1414,No,0
chr1,94895625,94895901,RNA1415,No,76.4248
chr1,94896534,94896810,RNA1416,No,0
chr1,95095164,95095238,RNA1417,No,0
chr1,95097736,95097810,RNA1418,No,83.6335
chr1,95103094,95103339,RNA1419,No,75.5925
chr1,95109799,95110044,RNA1420,No,82.5
chr1,95112189,95112434,RNA1421,No,33.8891
chr1,95112462,95112981,RNA1422,No,0
chr1,95114516,95114590,RNA1423,No,0
chr1,95857354,95857428,RNA1424,No,0
chr1,95857378,95857452,RNA1425,No,0
chr1,95857417,95857491,RNA1426,No,0
chr1,95857482,95857758,RNA1427,No,0
chr1,95857607,95857852,RNA1428,No,0
chr1,95857657,95857902,RNA1429,No,54.6729
chr1,95857798,95858043,RNA1430,No,58.3665
chr1,96025846,96026060,RNA1431,No,69.2237
chr1,96246421,96246495,RNA1432,No,0
chr1,96253805,96254007,RNA1433,No,72.8534
chr1,96540172,96540417,RNA1434,No,78.562
chr1,96606565,96606731,RNA1435,No,0
chr1,96606922,96607088,RNA1436,No,0
chr1,96607165,96607331,RNA1437,No,22.3271
chr1,96607640,96607806,RNA1438,No,35.8665
chr1,98050509,98050675,RNA1439,No,33.2895
chr1,98050624,98050790,RNA1440,No,57.3252
chr1,98051481,98051647,RNA1441,No,0
chr1,98769874,98770040,RNA1442,No,58.5789
chr1,99813185,99813461,RNA1443,No,84.9577
chr1,100179676,100179890,RNA1444,No,81.7068
chr1,100181899,100182101,RNA1445,No,73.8008
chr1,100337545,100337759,RNA1446,No,75.0658
chr1,100337739,100337953,RNA1447,No,75.5602
chr1,100337929,100338143,RNA1448,No,77.3938
chr1,100339330,100339404,RNA1449,No,0
chr1,100339885,100340087,RNA1450,No,75.3158
chr1,100340736,100340938,RNA1451,No,74.4925
chr1,100341040,100341242,RNA1452,No,0
chr1,100341537,100341782,RNA1453,No,61.9323
chr1,102396046,102396492,RNA1454,No,0
chr1,102399287,102399501,RNA1455,No,59.0451
chr1,102405520,102405734,RNA1456,No,0
chr1,102406928,102407130,RNA1457,No,0
chr1,102413483,102413685,RNA1458,No,0
chr1,102420571,102420730,RNA1459,No,0
chr1,102421717,102421919,RNA1460,No,70.4662
chr1,102424263,102424429,RNA1461,No,0
chr1,102424385,102424587,RNA1462,No,1.34586
chr1,102425507,102425721,RNA1463,No,62.8383
chr1,102426202,102426416,RNA1464,No,63.7199
chr1,103904620,103905029,RNA1465,No,55.4774
chr1,104583491,104583650,RNA1466,No,0
chr1,104904019,104904465,RNA1467,No,59.8083
chr1,105503143,105503302,RNA1468,No,60.1617
chr1,105510272,105510431,RNA1469,No,0
chr1,105511560,105511719,RNA1470,No,0
chr1,105658803,105658962,RNA1471,No,0
chr1,105663623,105663782,RNA1472,No,67.5526
chr1,105726582,105726741,RNA1473,No,0
chr1,105826431,105826877,RNA1474,No,71.6797
chr1,105904401,105904615,RNA1475,No,0
chr1,105916596,105917042,RNA1476,No,64.047
chr1,105923624,105923826,RNA1477,No,0
chr1,105925779,105926225,RNA1478,No,73.8891
chr1,106407918,106408364,RNA1479,No,0
chr1,106408357,106408803,RNA1480,No,0
chr1,106411062,106411508,RNA1481,No,0
chr1,106515142,106515301,RNA1482,No,60.6598
chr1,107018719,107019165,RNA1483,No,75.2068
chr1,107045530,107045939,RNA1484,No,82.4879
chr1,107569850,107570259,RNA1485,No,77.9605
chr1,107569977,107570386,RNA1486,No,77.9605
chr1,107569996,107570405,RNA1487,No,77.9605
chr1,108116719,108117128,RNA1488,No,79.1617
chr1,108117229,108117638,RNA1489,No,82.4925
chr1,108118719,108120025,RNA1490,No,56.5164
chr1,108121903,108122312,RNA1491,No,69.468
chr1,109052689,109053098,RNA1492,No,83.6982
chr1,110141616,110141786,RNA1493,No,75.0263
chr1,110457456,110457615,RNA1494,No,65.0423
chr1,110933249,110933431,RNA1495,No,68.2444
chr1,111016639,111017085,RNA1496,No,75.4464
chr1,112168884,112170190,RNA1497,No,67.3008
chr1,112361568,112361804,RNA1498,No,39.8835
chr1,112700806,112700929,RNA1499,No,4.94361
chr1,112889115,112890421,RNA1500,No,79.7121
chr1,112907757,112909063,RNA1501,No,86.8409
chr1,112908041,112908450,RNA1502,No,87.8628
chr1,112908882,112910188,RNA1503,No,83.5102
chr1,113211400,113212706,RNA1504,No,73.663
chr1,113222956,113224262,RNA1505,No,69.3895
chr1,113224078,113225384,RNA1506,No,80.08
chr1,113978022,113979328,RNA1507,No,57.2336
chr1,114075698,114075868,RNA1508,No,50.485
chr1,114162079,114162475,RNA1509,No,58.9361
chr1,114996845,114997027,RNA1510,No,0
chr1,115004410,115004580,RNA1511,No,43.1278
chr1,115091794,115091964,RNA1512,No,74.7105
chr1,115096599,115096769,RNA1513,No,60.9211
chr1,115112205,115112375,RNA1514,No,87.792
chr1,115113393,115113563,RNA1515,No,83.7425
chr1,115173891,115174061,RNA1516,No,65.4586
chr1,115805061,115805243,RNA1517,No,0
chr1,115846574,115846756,RNA1518,No,0
chr1,115846863,115847045,RNA1519,No,0
chr1,116070158,116070340,RNA1520,No,0
chr1,116070516,116070698,RNA1521,No,76.0244
chr1,116070751,116070933,RNA1522,No,0
chr1,116104014,116104184,RNA1523,No,69.391
chr1,116358486,116358722,RNA1524,No,0
chr1,116669657,116669780,RNA1525,No,81.8346
chr1,116907338,116907520,RNA1526,No,77.3421
chr1,117217794,117218030,RNA1527,No,71.093
chr1,117248570,117248806,RNA1528,No,0
chr1,117254420,117254656,RNA1529,No,0
chr1,117348707,117348943,RNA1530,No,0
chr1,117352064,117352300,RNA1531,No,69.6805
chr1,117361642,117361878,RNA1532,No,72.8722
chr1,117544332,117544455,RNA1533,No,69.0902
chr1,117584138,117584261,RNA1534,No,73.9211
chr1,117591337,117591460,RNA1535,No,62.0263
chr1,117628488,117628611,RNA1536,No,64.2368
chr1,117628993,117629116,RNA1537,No,0
chr1,117710040,117710163,RNA1538,No,69.9398
chr1,117721084,117722390,RNA1539,No,75.3417
chr1,117724100,117724336,RNA1540,No,71.0677
chr1,117724241,117724637,RNA1541,No,0
chr1,118990231,118990354,RNA1542,No,25.1758
chr1,119030234,119030630,RNA1543,No,83.4549
chr1,119030415,119030811,RNA1544,No,82.9123
chr1,119030433,119030829,RNA1545,No,79.4727
chr1,119395058,119395454,RNA1546,No,68.7187
chr1,119397054,119397450,RNA1547,No,0
chr1,119399779,119400175,RNA1548,No,62.5489
chr1,120101902,120102072,RNA1549,No,86.9286
chr1,120178552,120178948,RNA1550,No,82.5226
chr1,120911984,120912166,RNA1551,No,35.2857
chr1,121606666,121606902,RNA1552,No,0
chr1,122491278,122491674,RNA1553,No,38.2451
chr1,122514171,122514294,RNA1554,No,77.1504
chr1,145112994,145113108,RNA1555,No,0
chr1,145113250,145113602,RNA1556,No,55.5075
chr1,145859990,145860104,RNA1557,No,1.86842
chr1,145910524,145910638,RNA1558,No,0
chr1,145911185,145911299,RNA1559,No,84.0263
chr1,145983227,145983579,RNA1560,No,61.0188
chr1,145983702,145983816,RNA1561,No,0
chr1,145984074,145984188,RNA1562,No,70.9624
chr1,146042182,146042534,RNA1563,No,88.3165
chr1,146042610,146042962,RNA1564,No,86.0444
chr1,146043080,146043194,RNA1565,No,0
chr1,146063571,146063923,RNA1566,No,22.1233
chr1,146064211,146064563,RNA1567,No,86.3246
chr1,146238684,146239036,RNA1568,No,7.75338
chr1,146287348,146287733,RNA1569,No,0.37594
chr1,146445384,146445561,RNA1570,No,67.5301
chr1,146447469,146447900,RNA1571,No,44.1316
chr1,146920316,146920811,RNA1572,No,12.4211
chr1,146922144,146922603,RNA1573,No,8.5609
chr1,146937077,146937191,RNA1574,No,69.4135
