Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,URS00007547BC_9606,51.00,0,1.05,20.57,797.14,31,2993,-6.017,8.68,0.00,32.96,-15.90,.246575,.001458
Yes,URS0000730885_9606,45.00,0,1.05,5.57,15.42,10,2747,-6.509,15.03,0.00,35.02,-14.50,.726027,.006710
Yes,URS00007131F2_9606,60.00,0,3.598,260.00,97.00,40,2326,-5.453,1.68,0.00,73.15,-24.70,2.323943,.032231
Yes,URS000064074C_9606,67.00,0,1.105,1432.71,7973.71,51,1565,-6.251,4.06,-2.75,44.73,-32.20,2.083333,.006367
Yes,URS0000630A16_9606,54.00,0,4.613,23.42,28.85,54,715,-5.520,2.86,0.00,66.76,-28.80,.581081,.000027
Yes,URS00006AACBE_9606,58.00,0,2.913,117.85,2038.85,58,1544,-6.209,4.21,-5.76,65.16,-29.80,1.040540,.002861
Yes,URS000075A722_9606,48.00,0,7.445,32432.57,2217.28,1,499,-5.172,4.12,-1.09,81.57,-24.50,.275000,.000019
Yes,URS00005D459D_9606,45.00,0,8.375,202.08,4474.50,1,495,-5.090,1.87,0.00,206.20,-46.50,.323076,.000082
Yes,URS000002FDBC_9606,51.00,0,8.212,569.76,225209.46,2,764,-5.444,5.63,0.00,331.82,-44.50,.242424,.002454
Yes,URS00006020BE_9606,47.00,0,8.021,412.38,385.00,3,762,-5.324,2.92,0.00,153.50,-39.10,.231343,.000021
Yes,URS000075AA41_9606,45.00,0,8.903,3494.71,1655.57,1,4380,-3.750,4.30,0.00,46.67,-23.30,.240000,.000022
Yes,URS0000ABD892_9606,40.00,0,4.071,13.53,5.53,5,1128,-5.135,4.56,-25.27,17.83,-36.10,.213740,.000025
Yes,URS000075A969_9606,47.00,0,4.684,2.11,3.44,1,755,-2.809,6.51,0.00,88.52,-60.90,.232323,.000236
Yes,URS000027BAE7_9606,51.00,0,8.781,28.00,60.76,1,515,-5.699,6.84,-0.35,142.95,-51.60,.189781,.000132
Yes,URS0000ABD825_9606,58.00,0,3.247,60.44,20.22,1,918,-5.513,4.97,0.00,116.65,-43.70,.280000,.000238
Yes,URS0000759ECB_9606,35.00,0,1.8,590.45,1674.36,50,454,-5.306,5.34,0.00,93.86,-26.00,2.189655,.003577
Yes,URS00007599E3_9606,37.00,0,8.726,1134.55,2834.77,84,555,-5.084,6.70,0.00,144.75,-26.90,2.660000,.004427
Yes,URS0000ABD889_9606,59.00,0,3.54,13.42,57.85,1,1323,-5.523,NA,0.00,80.40,-29.00,.164383,.000008
Yes,URS000029360B_9606,56.00,0,8.792,10923.71,9023.71,2,1434,-6.771,3.54,0.00,169.36,-17.00,.256756,.001834
Yes,URS0000010A7C_9606,49.00,0,8.853,9807.11,948.22,3,1410,-5.487,3.06,-3.29,95.02,-26.80,.255102,.000078
Yes,URS00003640C3_9606,47.00,0,8.681,9326.42,128373.14,2,1777,-5.120,0.65,0.00,152.37,-19.80,.211267,.000471
Yes,URS0000637361_9606,54.00,0,0.322,2406.28,3494.28,58,55,-6.244,7.30,-28.28,19.00,-19.40,.315068,.000100
Yes,URS000075E1C7_9606,46.00,0,3.488,21.28,187.42,1,988,-5.227,2.44,0.00,78.17,-30.10,.217948,.013864
Yes,URS0000759A7B_9606,34.00,0,8.691,8842.00,253.85,2,1183,-5.089,3.63,-1.67,63.64,-14.50,.166666,.000023
Yes,URS00000A3335_9606,35.00,0,8.881,16838.62,4937.62,2,869,-4.570,3.46,-4.36,96.54,-19.80,.321428,.000138
Yes,URS00002F8E76_9606,35.00,0,8.903,9831.71,3184.57,4,1971,-2.767,2.76,-1.56,110.05,-15.10,.267605,.014021
Yes,URS000075CEC2_9606,42.00,0,2.243,14.57,.71,1,44,-3.005,1.53,0.00,145.30,-30.60,.212500,.000207
Yes,URS00002E0A2C_9606,45.00,0,8.625,1846.77,1774793.88,1,799,-5.332,1.48,-4.12,75.76,-21.00,.221052,.000028
Yes,URS0000417A0F_9606,56.00,0,8.564,60.00,1109.28,40,538,-4.253,3.01,0.00,54.85,-30.90,.657534,.001253
Yes,URS000075ABEC_9606,63.00,0,6.715,8.71,5.57,1,1321,-4.416,1.79,0.00,84.65,-39.50,.325000,.000131
Yes,URS000047CD44_9606,60.00,0,8.818,19037.75,3967.12,16,1852,-5.341,4.32,-29.74,22.93,-31.80,.352941,.000017
Yes,URS0000D55839_9606,55.00,0,2.86,2.14,5.00,1,1303,-3.998,3.81,0.00,70.40,-39.20,.262500,.000422
Yes,URS000071E42F_9606,47.00,0,3.795,43.00,248.57,62,2207,-4.104,2.45,0.00,113.63,-30.40,.236111,.018148
Yes,URS00006E74AC_9606,59.00,0,2.916,261.71,16584.71,58,1628,-6.023,3.84,0.00,58.04,-24.80,1.000000,.012253
Yes,URS00006A5671_9606,53.00,0,4.955,4.28,61.71,49,825,-5.402,8.86,-1.50,48.05,-22.60,.445945,.000062
Yes,URS0000624B2D_9606,58.00,0,2.916,28.42,86.42,48,1436,-4.268,3.51,0.00,57.50,-34.00,.310810,.027615
Yes,URS000073E651_9606,58.00,0,4.614,3.00,4.00,39,706,-5.654,3.68,0.00,52.15,-22.00,.472972,.000454
Yes,URS0000644222_9606,57.00,0,3.64,26191.14,950.85,47,2233,-4.753,6.00,0.00,110.09,-24.40,1.802816,.010988
Yes,URS00002064F6_9606,56.00,0,1.051,212542.42,16619.57,35,1366,-5.072,1.65,0.00,28.52,-25.40,1.150684,.000608
Yes,URS0000698218_9606,54.00,0,4.153,261.28,436.14,44,547,-4.616,5.37,0.00,56.84,-28.80,.486486,.000148
Yes,URS000064FAB6_9606,54.00,0,4.743,256.42,243.42,19,1293,-5.691,1.40,0.00,76.00,-20.90,.458333,.019320
Yes,URS00006365BC_9606,53.00,0,0.714,449.00,3823.71,64,1909,-5.336,3.86,-2.93,42.29,-25.40,.694444,.000436
Yes,URS00006EF1CF_9606,47.00,0,4.556,6.53,21.84,22,439,-6.946,5.30,0.00,156.21,-29.90,.414814,.007520
Yes,URS00005A1E0D_9606,58.00,0,2.917,103.00,15008.57,60,1638,-5.675,5.52,0.00,59.38,-28.70,.689189,.000227
Yes,URS00007082D4_9606,56.00,0,4.614,15.57,40.57,44,713,-5.655,3.73,0.00,51.82,-22.00,.148648,.000034
Yes,URS0000676AD7_9606,61.00,0,3.64,115.85,228.00,29,2299,-5.626,11.46,0.00,109.52,-24.70,.084507,0
Yes,URS000063F87E_9606,54.00,0,1.051,212537.14,16512.57,35,1371,-5.081,3.93,0.00,28.44,-23.20,1.164383,.000073
Yes,URS000070227A_9606,53.00,0,4.153,419.14,1481.00,45,551,-5.018,4.73,0.00,56.82,-24.30,.472972,.000220
Yes,URS00006BE24E_9606,59.00,0,2.916,921.28,33704.14,57,1626,-6.548,5.13,-5.81,63.91,-29.70,1.027027,.000384
Yes,URS000059D2BF_9606,60.00,0,2.916,923.57,33727.00,60,1625,-6.409,1.16,0.00,57.49,-30.70,1.108108,.000932
Yes,URS000068D6AF_9606,57.00,0,4.106,37.00,4146.00,43,313,-4.959,5.03,0.00,76.58,-29.40,1.000000,.000777
Yes,URS00001A86BB_9606,50.00,0,1.051,197.71,7945.00,39,1364,-5.264,6.38,0.00,33.86,-19.90,1.397260,.000086
Yes,URS00006DBFC1_9606,54.00,0,0.714,459.14,4550.00,79,2009,-4.457,6.30,-2.92,42.19,-27.30,.888888,.000252
Yes,URS00006430D9_9606,60.00,0,2.916,34.28,388.42,59,910,-6.385,5.71,0.00,65.24,-27.80,.837837,.000075
Yes,URS00004F0321_9606,65.00,0,7.867,108992.71,159055.42,63,132,-6.670,6.44,-8.56,14.33,-26.90,1.875000,.000289
Yes,URS000044BAE3_9606,56.00,0,6.865,9567.57,50104.57,30,502,-5.721,1.11,0.00,49.39,-26.90,.861111,.000017
Yes,URS00001AD596_9606,60.00,0,6.648,26428.42,55786.00,57,662,-5.078,0.94,0.00,21.89,-30.40,1.328767,.000020
Yes,URS000074D670_9606,57.00,0,5.01,11.71,130.85,27,819,-5.745,5.44,0.00,57.16,-28.20,.289473,.000019
Yes,URS00006ABBAC_9606,61.00,0,2.916,237.71,247.85,58,1623,-4.526,4.42,-5.79,63.83,-32.50,.770270,.001327
Yes,URS000070D4B4_9606,56.00,0,2.916,5.57,69.57,34,910,-5.322,6.24,0.00,65.84,-25.40,.202702,.000088
Yes,URS00006DB5BB_9606,45.00,0,3.795,5.42,16.14,55,2207,-4.750,2.50,0.00,110.12,-26.50,.361111,.000075
Yes,URS0000759C03_9606,48.00,0,0.534,33.14,185.50,80,861,-5.457,5.97,0.00,51.39,-35.80,.985815,.003329
Yes,URS0000712B90_9606,59.00,0,2.916,129.71,332.85,57,945,-5.508,7.83,0.00,65.82,-25.90,.702702,.000213
Yes,URS000071ACA6_9606,49.00,0,0.71,36.71,106.71,60,1784,-3.941,4.02,-2.88,39.10,-26.80,.277777,.001237
Yes,URS000063BB92_9606,56.00,0,4.153,619.14,1884.14,46,539,-5.945,4.72,0.00,56.88,-23.90,.770270,.003664
Yes,URS0000647428_9606,61.00,0,0.586,1.85,94.28,7,808,-4.879,10.46,-37.71,22.28,-28.30,1.394366,.000706
Yes,URS00006A4586_9606,46.00,0,3.635,9.00,28.40,57,2756,-6.266,11.85,-15.19,21.84,-25.90,.221153,.000906
Yes,URS000075D1D5_9606,56.00,0,5.102,7.50,30.00,1,3002,-5.711,5.43,0.00,90.61,-29.90,.174418,.000744
Yes,URS000030BAD5_9606,58.00,0,8.826,37348.57,55210.71,14,1750,-4.731,2.06,-12.47,29.16,-30.30,1.152777,.000028
Yes,URS000075CB0F_9606,64.00,0,8.17,14.25,35.12,1,3034,-4.250,0.87,0.00,101.76,-43.20,.258426,.000025
Yes,URS000075AE48_9606,33.00,0,8.894,46.28,34.85,1,3920,-1.956,2.69,-1.67,39.78,-32.10,.139240,.000235
Yes,URS000065E84A_9606,48.00,0,8.899,17.84,423.76,3,570,-6.214,2.66,0.00,228.73,-48.40,.382352,.000062
Yes,URS000075BA3A_9606,73.00,0.0625,8.777,5861.66,5139.44,1,2403,-3.832,4.28,-1.56,90.61,-66.00,.322916,.000188
Yes,URS00003D5684_9606,54.00,0,0.902,137.07,306.38,3,190,-5.423,12.01,-8.06,33.34,-49.70,.238805,.000027
Yes,URS00005C0742_9606,46.00,0,8.856,176.83,4640.08,2,732,-4.164,6.29,-1.37,95.75,-40.70,.224806,.000012
Yes,URS000068E793_9606,49.00,0,3.399,6.27,25.36,1,1664,-6.061,2.20,0.00,92.41,-30.80,.210526,.000011
Yes,URS000068668E_9606,58.00,0,4.246,53.57,538.28,48,1220,-6.478,2.11,0.00,44.17,-21.50,.736111,.003686
Yes,URS00006174C2_9606,63.00,0,4.142,6030.00,40498.85,34,1222,-5.728,0.84,-0.33,43.32,-27.00,1.125000,.012790
Yes,URS000042F13F_9606,63.00,0,4.15,2197.37,11245.00,29,2328,-6.898,0.84,0.00,65.50,-37.20,.156626,.000656
Yes,URS000063FB43_9606,64.00,0,1.08,33291.85,246661.71,51,2834,-6.564,1.47,0.00,42.56,-32.80,.704225,.000721
Yes,URS00006D4584_9606,56.00,0,1.084,257.85,461.85,30,1953,-5.564,14.65,0.00,43.13,-24.30,.211267,.001098
Yes,URS00007501FD_9606,55.00,0,2.117,65.14,188.28,7,1556,-5.736,5.06,0.00,69.95,-21.40,.361111,.000062
Yes,URS000013B42D_9606,61.00,0,6.751,312875.00,18041.42,54,4220,-6.564,2.79,-0.04,29.27,-30.40,1.845070,.000122
Yes,URS00006D0B93_9606,59.00,0,8.207,111.85,15049.28,58,1023,-5.279,0.86,-2.17,51.52,-30.40,1.432432,.000081
Yes,URS0000758548_9606,51.00,0,2.117,8.85,1.85,2,1556,-5.121,4.70,0.00,69.87,-19.70,.388888,.029247
Yes,URS00006DCB39_9606,58.00,0,7.86,83.00,345.87,25,956,-5.154,6.91,-1.98,26.77,-30.10,.428571,.001623
Yes,URS000062D4E8_9606,55.00,0,7.812,35.00,110.42,15,997,-5.826,6.01,-1.60,19.64,-22.70,1.263888,.001271
Yes,URS00006C6310_9606,57.00,0,8.211,296.14,777.85,34,1000,-6.344,10.49,-1.22,65.35,-19.70,.851351,.000754
Yes,URS00000C18F2_9606,63.00,0,5.881,2601.71,4520.85,23,1266,-6.878,2.84,-5.43,13.17,-30.20,.486111,.000013
Yes,URS000069573D_9606,32.00,0,8.45,15944.00,10960.14,6,767,-4.914,2.90,0.00,93.22,-7.20,.272727,.000017
Yes,URS0000507EBE_9606,31.00,0,8.575,9324.14,141364.00,2,767,-5.548,3.05,0.00,87.37,-5.50,.311688,.000026
Yes,URS000050BD61_9606,38.00,0,8.804,28798.57,106703.14,1,773,-6.048,2.72,0.00,95.25,-9.60,.281690,.000217
Yes,URS00001FCA45_9606,31.00,0,8.808,1095.87,308985.12,1,1947,-4.309,5.12,-2.03,190.71,-9.50,.172839,.000013
Yes,URS00008E3A4C_9606,31.00,0,8.758,156.87,358.00,1,1942,-5.145,0.11,0.00,67.09,-13.60,.406976,.000145
Yes,URS0000361A8E_9606,39.00,0,8.894,5579.37,1049764.37,1,1947,-5.884,5.26,0.00,127.31,-11.00,.370370,.000018
Yes,URS000002951F_9606,51.00,0,8.89,18029.42,43507.00,8,2842,-5.987,2.24,0.00,125.46,-16.60,.222222,.000016
Yes,URS000073ABD7_9606,43.00,0,0.586,8.71,4.28,19,56,-4.673,7.18,-7.19,20.37,-15.30,.178082,.000015
Yes,URS000067D430_9606,40.00,0,4.544,5.46,9.61,6,265,-4.362,5.00,-0.74,70.87,-39.50,.229629,.000970
Yes,URS0000759994_9606,37.00,0,1.898,14.00,54.75,2,389,-2.687,3.62,0.00,83.97,-50.00,.209876,.000022
Yes,URS0000530EBF_9606,44.00,0,8.872,9782.80,1088.80,4,4842,-6.386,2.37,-8.92,89.39,-33.20,.118181,.000046
Yes,URS000075A358_9606,58.00,0,8.797,15.55,51.44,1,1706,-5.946,3.97,-1.52,115.49,-32.90,.173913,.001490
Yes,URS00006625E3_9606,51.00,0,0.322,1.15,27.53,23,596,-5.700,6.29,-1.33,129.60,-46.70,.207407,.000321
Yes,URS000075D24A_9606,47.00,0,8.62,9.90,45.90,1,716,-5.829,1.17,0.00,122.14,-47.30,.176991,.000080
Yes,URS00006C8370_9606,57.00,0,8.898,4540.91,2498.75,5,1878,-5.275,8.16,-9.14,184.90,-53.10,.200000,.000055
Yes,URS000022DD4A_9606,55.00,0,8.349,5900.00,7755.28,57,330,-4.052,4.11,0.00,63.72,-29.60,2.095890,.000039
Yes,URS00006B98D7_9606,56.00,0,0.335,152.28,318.42,34,45,-5.578,12.62,-82.60,5.38,-24.60,.315068,.000329
Yes,URS000048213C_9606,42.00,0,0.34,26.30,16.84,3,84,-5.575,17.23,-69.64,20.39,-35.90,.210526,.029179
Yes,URS000068A4EE_9606,35.00,0,8.191,77.46,103.53,6,60,-3.230,3.39,0.00,172.10,-45.80,.259541,.000141
Yes,URS0000023412_9606,58.00,0,5.903,14.71,2885.57,11,912,-5.296,0.49,-2.43,84.23,-29.50,1.178082,.000030
Yes,URS000075C9F5_9606,59.00,0,7.138,25.66,37.88,2,2105,-4.678,2.17,0.00,187.24,-37.70,.175257,.000055
Yes,URS00005F2496_9606,46.00,0,8.602,45.84,165.07,3,255,-5.274,2.52,0.00,216.20,-42.10,.274074,.000116
Yes,URS0000759A78_9606,38.00,0,1.761,7.42,2.14,1,753,-4.173,1.11,0.00,68.42,-29.90,.186666,.002538
Yes,URS00008E395B_9606,31.00,0.0992366,8.791,98.61,139.15,3,6002,-4.994,4.28,0.00,185.45,-19.60,.526717,.003054
Yes,URS000064D54F_9606,50.00,0,0.556,45.28,970.00,6,57,-4.976,4.84,-6.15,26.70,-24.40,.643835,.000305
Yes,URS00008E39EC_9606,41.00,0,3.9,8.40,18.80,2,4094,-6.927,2.15,0.00,130.90,-24.80,.219047,.000010
Yes,URS000075D317_9606,33.00,0,0.756,14.66,9.88,2344,640,-4.826,6.28,-7.83,25.39,-42.40,.170000,.000019
Yes,URS000075E335_9606,54.00,0,1.241,.71,.57,1,446,-3.251,7.59,0.00,38.46,-57.00,.376623,.000094
Yes,URS0000746081_9606,58.00,0,2.969,24.14,67.28,1,1825,-5.593,1.29,0.00,82.86,-27.60,.301369,.000025
Yes,URS00008E3990_9606,47.00,0,0.355,5.14,14.64,1,202,-8.539,12.50,-130.87,5.71,-28.90,.204225,.000320
Yes,URS00008E3A3E_9606,30.00,0,8.903,129.92,611.46,2,3909,-5.559,5.85,0.00,249.52,-30.40,.187050,.032050
Yes,URS0000092302_9606,62.00,0,8.781,65.25,407.62,25,1930,-5.782,2.56,-34.69,8.87,-34.90,.500000,.000009
Yes,URS000069B54D_9606,50.00,0,1.264,5.75,738.75,10,771,-5.196,5.56,-8.37,33.83,-48.90,.117187,.001720
Yes,URS000075A578_9606,56.00,0,2.607,7.77,9.22,1,134,-6.183,1.78,0.00,133.53,-33.00,.190000,.014518
Yes,URS00006D1120_9606,54.00,0,8.852,42.11,1152.77,1,1297,-5.486,13.80,0.00,167.37,-34.20,.285714,.000597
Yes,URS000075E4DB_9606,45.00,0,7.065,13.75,15.00,1,1628,-3.906,3.85,0.00,95.00,-31.10,.164705,.000015
Yes,URS000033A30E_9606,32.00,0,8.812,31.50,181.41,1,1218,-3.004,5.55,-0.07,250.80,-36.90,.218750,.000149
Yes,URS00005FDE16_9606,72.00,0,8.628,307.70,1220.30,2,2267,-5.632,14.45,-11.11,69.03,-59.50,.236363,.000020
Yes,URS00003E7565_9606,60.00,0,8.778,275.07,1043.23,1,1517,-5.910,6.33,-0.47,159.88,-48.90,.313432,.000017
Yes,URS00007E3EE0_9606,65.00,0,8.164,38.30,130.10,2,3816,-3.762,2.82,0.00,168.65,-50.50,.300970,.000166
Yes,URS000018B0EE_9606,60.00,0,8.686,449.00,2270.00,1,23747,-5.275,2.90,-5.08,118.34,-44.10,.118421,.000036
Yes,URS000075D716_9606,61.00,0,1.52,1.42,10.14,1,5654,-4.954,6.21,-1.55,25.18,-40.30,.131578,.000923
Yes,URS00003CCCBE_9606,50.00,0,6.717,92.25,160.91,2,1971,-5.719,4.97,0.00,152.19,-41.30,.219512,.001039
Yes,URS00002BF97D_9606,52.00,0,8.757,323.33,3699.75,2,2135,-5.012,2.93,-0.90,163.94,-57.40,.284615,.000058
Yes,URS0000451E99_9606,52.00,0,7.917,474.61,9295.07,6,2134,-3.716,2.69,0.00,147.15,-52.20,.290076,.004357
Yes,URS00007142C3_9606,53.00,0,0.563,33.57,13.00,16,111,-4.416,7.55,-18.75,21.62,-24.00,.256756,.000021
Yes,URS00003B57B1_9606,38.00,0.246479,8.873,226.21,258.35,1,3765,-5.418,8.16,0.00,167.56,-30.14,.436619,.008831
Yes,URS000075BAD8_9606,60.00,0,3.512,50.75,339.50,1,1464,-4.884,3.14,0.00,168.43,-36.60,.188235,.000057
Yes,URS0000ABD896_9606,61.00,0,8.686,24.87,4.00,1,3894,-4.646,4.38,-1.63,92.83,-41.80,.388235,.000241
Yes,URS0000080E9E_9606,43.00,0,4.007,139.00,3427.88,1,730,-6.376,0.71,0.00,125.57,-16.60,.260869,.002764
Yes,URS000032B59A_9606,43.00,0,4.014,400.11,2061.66,2,817,-5.086,2.46,0.00,117.56,-27.90,.274725,.000044
Yes,URS000075DDE8_9606,44.00,0,3.318,5.00,20.42,1,2437,-3.933,1.70,0.00,90.26,-33.50,.256410,.000022
Yes,URS000075B394_9606,79.00,0,7.812,31.62,44.00,2,519,-4.569,6.56,-4.26,65.26,-53.70,.369047,.031557
Yes,URS00006515A6_9606,52.00,0,8.741,1157.75,1.25,2,13079,-3.071,5.64,-32.76,19.58,-48.60,.100000,.000128
Yes,URS000075E12E_9606,60.00,0,3.018,7.87,18.87,2,814,-.845,9.79,0.00,79.91,-81.80,.200000,.000009
Yes,URS000075D29F_9606,59.00,0,3.018,7.87,18.87,2,818,-2.923,9.66,0.00,72.27,-78.50,.197530,.000009
Yes,URS00006A5FBC_9606,51.00,0,8.903,657.18,1041.18,1,2225,-4.486,5.90,-14.82,53.97,-40.30,.189189,.000280
Yes,URS000075C2C8_9606,58.00,0,8.899,34.33,42.33,1,6028,-6.796,3.14,0.00,133.32,-42.90,.125984,.000027
Yes,URS000069E2A5_9606,54.00,0,3.774,377.00,497.28,82,744,-4.300,6.32,-1.03,51.58,-29.50,.430555,.000191
Yes,URS000070B37B_9606,53.00,0,5.859,1063.85,13786.85,6,691,-6.073,4.58,-4.17,15.98,-24.30,1.616438,.000043
Yes,URS00006F940C_9606,51.00,0,5.463,10.75,409.00,19,641,-5.747,2.30,-1.27,67.18,-28.20,.602409,.000024
Yes,URS000067474D_9606,57.00,0,7.002,2022.42,6270.71,56,988,-4.463,1.40,-2.28,34.20,-28.90,1.013698,.011720
Yes,URS00003A0C47_9606,52.00,0,7.871,69.28,2671.42,73,721,-5.613,2.63,0.00,57.41,-23.60,1.301369,.000049
Yes,URS000015A7CF_9606,36.00,0,8.899,1415.71,91073.85,3,4036,-4.167,1.19,0.00,141.29,-13.80,.240000,.000009
Yes,URS000041615F_9606,37.00,0,8.899,31235.14,122828.28,2,4039,-5.270,1.90,0.00,122.85,-8.20,.291666,.000023
Yes,URS0000197BB5_9606,40.00,0,8.899,92396.85,182910.71,1,4036,-5.718,2.39,0.00,174.18,-10.90,.506666,.000359
Yes,URS00006ECF62_9606,57.00,0,8.864,2768.60,105.10,1,946,-7.985,2.48,-9.13,76.44,-39.00,.354545,.000027
Yes,URS000075D4B7_9606,65.00,0,8.721,8.85,17.85,1,1480,-5.214,14.52,0.00,126.46,-31.20,.173333,.000045
Yes,URS000065912C_9606,47.00,0,0.586,65.50,360.37,137,356,-5.434,4.53,-16.14,15.94,-20.60,.270588,.014161
Yes,URS00004CF258_9606,57.00,0,8.808,388.87,766.75,23,2658,-5.237,3.91,-14.55,21.12,-33.30,.695121,.000031
Yes,URS000075D3AD_9606,34.00,0,1.644,39.72,17.00,2537,394,-3.795,4.96,-6.94,26.90,-45.40,.232758,.000042
Yes,URS000075CCD2_9606,34.00,0,2.858,2.22,2.33,2418,352,-3.085,7.51,-29.43,13.69,-44.60,.226804,.009109
Yes,URS00005DB87D_9606,61.00,0,8.76,2522.28,3269.85,26,2064,-6.738,2.71,-11.35,22.54,-30.20,1.805555,.000078
Yes,URS000062C4DE_9606,61.00,0,8.855,919.28,1307.42,23,1047,-6.125,1.87,-10.44,13.81,-29.60,1.291666,.000019
Yes,URS000062A2F0_9606,48.00,0,8.903,911.50,9438.37,2,25,-5.412,7.19,-27.75,53.11,-41.60,.159090,.000017
Yes,URS00006A2FF4_9606,49.00,0,0.586,11.84,8.53,28,270,-6.078,8.63,-8.93,32.46,-37.60,.511111,.000367
Yes,URS0000759AF0_9606,39.00,0.0652174,1.86,1.33,2.33,2,356,-3.554,2.63,-68.46,NA,-61.00,.304347,.003915
Yes,URS000075992E_9606,42.00,0,0.833,1.00,3.62,193,3924,-4.338,6.18,-5.83,32.77,-26.00,.243902,.000197
Yes,URS00003818BD_9606,43.00,0,8.715,21.23,12448.07,9,2316,-4.752,3.22,0.00,172.59,-46.80,.261194,.010875
Yes,URS00004AEC70_9606,38.00,0.0495868,8.501,203.16,966.25,4,2329,-4.254,6.35,-1.57,216.89,-37.00,.272727,.010758
Yes,URS0000066733_9606,43.00,0,8.439,5198.28,75562.00,1,2379,-3.009,7.71,0.00,101.60,-18.50,.211267,.000038
Yes,URS00004ACFCF_9606,40.00,0,8.67,16.66,128.08,5,1549,-3.975,1.27,0.00,259.95,-38.00,.200000,.000083
Yes,URS00003A960A_9606,41.00,0,8.67,296.38,7000.38,6,1540,-4.688,3.46,0.00,128.66,-36.80,.266187,.000028
Yes,URS0000694F71_9606,35.00,0,8.68,21838.42,3771.57,5,1606,-4.608,0.94,0.00,164.58,-10.80,.232876,.000011
Yes,URS0000202A89_9606,44.00,0,8.68,759.76,411.61,11,1547,-4.437,5.29,0.00,195.51,-41.00,.250000,.000161
Yes,URS00002587B6_9606,32.00,0,8.396,18.58,382.08,24,135,-3.829,2.39,0.00,206.05,-39.70,.346456,.000162
Yes,URS00006868FF_9606,45.00,0,0.923,10.70,13.30,45,1673,-6.710,5.60,-12.96,25.49,-21.40,.247619,.000032
Yes,URS0000C8E9E7_9606,44.00,0,1.127,1.12,7.25,1,341,-6.128,5.94,-6.59,32.63,-18.40,.240963,.000909
Yes,URS0000ABD875_9606,55.00,0,2.226,82.00,53.57,1,3758,-4.558,2.02,0.00,93.11,-23.20,.253333,.000071
Yes,URS0000702883_9606,52.00,0,0.328,174.00,824.14,41,17,-4.333,11.43,-24.38,18.89,-28.10,.589041,.001677
Yes,URS000081501D_9606,44.00,0,8.427,1221.37,3527.37,1,2090,-4.510,5.39,0.00,139.77,-23.80,.364705,.000014
Yes,URS000071EB91_9606,43.00,0,8.501,2638.37,1332.25,1,1091,-5.897,7.15,0.00,65.37,-14.50,.459770,.017784
Yes,URS000066E3F5_9606,44.00,0,8.051,3361.12,5967.87,1,4425,-4.614,2.32,-1.15,133.53,-18.60,.511363,.005954
Yes,URS000075C16F_9606,63.00,0,4.632,8.85,.71,1,4133,-4.344,5.46,0.00,126.29,-47.40,.282051,.000056
Yes,URS0000ABD845_9606,54.00,0,3.594,30.57,98.14,1,6160,-6.092,1.80,0.00,120.40,-19.10,.328947,.000106
Yes,URS00001B2620_9606,51.00,0,8.892,370.15,121.38,4,720,-5.237,4.53,-5.98,177.39,-52.60,.248175,.001161
Yes,URS000068C2BC_9606,48.00,0,2.016,13.85,175.57,44,55,-4.210,6.82,-49.77,28.80,-20.20,.273972,.000936
