Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,NM_002946,47.00,0,8.861,32.00,50.20,4,527,-7.462,19.66,-7.24,56.97,-24.40,.127450,.000014
Yes,NM_012316,43.00,0,8.816,36.11,76.22,1,666,-6.174,14.37,0.00,70.76,-20.40,.096774,.000049
Yes,NM_001167,62.00,0,8.898,1.42,3.26,3,3340,-6.991,9.25,-5.93,237.43,-104.80,.266917,.000088
Yes,NM_152493,62.00,0,8.744,18.33,65.66,1,1155,-7.330,4.42,-6.40,33.63,-8.40,.125000,.000023
Yes,NM_024772,39.00,0,8.581,15.28,25.42,1,290,-5.297,4.56,0.00,73.09,-12.20,.273972,.000012
Yes,NM_014466,50.00,0,8.796,7.75,2.75,1,1490,-6.736,27.63,-1.29,88.36,-30.20,.253968,.000039
Yes,NM_024595,43.00,0,8.897,30.84,50.84,4,206,-6.270,25.32,-5.32,124.83,-23.70,.140740,.000237
Yes,NM_000310,46.00,0,8.903,30.41,46.00,1,546,-6.239,11.57,0.00,161.59,-31.70,.179687,.000014
Yes,NM_023070,56.00,0,5.486,6.91,7.41,75,1615,-6.207,8.85,0.00,88.04,-41.50,.220472,.000016
Yes,NM_014223,43.00,0,8.903,29.71,38.28,3,1762,-6.837,13.48,-5.65,36.94,-9.50,.138888,.000007
Yes,NM_001905,46.00,0,8.895,6.58,30.94,1,1350,-6.979,32.32,0.00,166.72,-42.00,.134502,.000043
Yes,NM_024097,45.00,0,8.903,17.25,34.50,1,227,-5.985,5.03,0.00,119.25,-13.80,.172413,.000028
Yes,NM_144626,60.00,0,8.813,30.00,11.06,1,1610,-7.614,6.45,0.00,228.61,-52.80,.198717,.002153
Yes,NM_003629,46.00,0,8.662,65.66,22.11,1,1302,-5.054,24.82,-0.95,78.44,-22.80,.111111,.000013
Yes,NM_003189,60.00,0,8.879,76.20,53.20,1,10336,-8.169,2.19,-0.38,183.17,-50.80,.275641,.000075
Yes,NM_001136508,32.00,0,8.743,1.61,.53,1,622,-5.644,7.64,0.00,101.65,-20.40,.147058,.000892
Yes,NM_004631,58.00,0,8.87,24.66,39.66,1,603,-5.770,30.47,-4.32,85.74,-37.90,.130081,.000018
Yes,NM_021080,44.00,0,8.898,13.00,2.00,1,1803,-5.243,6.75,0.00,101.66,-14.70,.189189,.000162
Yes,NM_001085487,40.00,0,8.86,11.42,13.71,1,426,-5.341,13.02,-3.51,71.91,-11.10,.140845,.000006
Yes,NM_001017415,38.00,0,8.903,38.16,35.25,1,1249,-4.812,19.17,-0.05,142.21,-24.00,.173553,.000075
Yes,NM_152665,42.00,0,8.742,7.22,9.00,1,2177,-5.109,23.40,-0.63,110.26,-16.20,.195652,.006653
Yes,NM_020948,35.00,0,8.903,8.57,12.28,1,6288,-5.306,1.36,-9.24,26.49,-10.90,.189189,.000024
Yes,NM_024911,49.00,0,8.903,63.83,116.66,1,439,-6.322,36.77,-3.78,69.13,-26.70,.232000,.011533
Yes,NM_015534,41.00,0,4.145,55.66,57.33,1,1781,-5.197,4.04,0.00,112.73,-12.30,.174603,.000014
Yes,NM_015017,32.00,0,8.769,54.84,55.46,1,1486,-5.482,9.42,-0.71,136.01,-18.60,.174242,.000061
Yes,NM_207398,57.00,0,0.58,23.83,1.00,7,583,-6.748,6.13,-50.24,19.38,-41.80,.195312,.000491
Yes,NM_001178,52.00,0,8.894,81.15,829.47,1,1534,-6.559,38.58,-0.48,132.83,-63.50,.165000,.000593
Yes,NM_000699,41.00,0,8.861,5.00,1.15,6,3426,-5.966,46.76,-0.08,194.04,-46.50,.252525,.000752
Yes,NM_001008221,39.00,0,8.659,11.35,1.78,5,3200,-5.936,43.34,-1.18,139.42,-29.20,NA,NA
Yes,NM_144584,42.00,0,8.817,19.75,6.16,1,616,-6.380,23.58,0.00,183.36,-22.50,.263565,.000973
Yes,NM_006513,46.00,0,8.787,99.75,369.75,1,493,-7.059,17.01,-0.15,82.49,-14.30,.160493,.000016
Yes,NM_001257361,64.00,0,8.661,22.53,55.38,1,2412,-6.513,33.37,-9.72,131.93,-49.10,.206106,.000035
Yes,NM_001242673,50.00,0,8.903,48.28,58.71,2,2086,-4.432,16.85,-4.64,86.84,-41.10,.083333,.000015
Yes,NM_002884,34.00,0,8.806,48.66,64.50,8,811,-4.383,5.22,-5.12,31.45,-12.10,.144927,.000035
Yes,NM_025073,44.00,0,8.857,26.07,30.07,1,258,-7.059,19.99,-0.84,150.30,-28.60,.223776,.000180
Yes,NM_001200,55.00,0,8.893,101.52,193.60,6,524,-7.428,98.32,-4.66,143.08,-78.40,.215384,.000199
Yes,NM_001351372,55.00,0,8.893,25.44,27.92,6,452,-7.614,100.03,-22.07,163.01,-80.00,.330769,.000139
Yes,NM_173638,56.00,0,2.686,20.80,28.92,16,102,-7.553,5.22,0.00,185.39,-86.10,.405204,.000279
Yes,NM_007053,57.00,0,4.821,6.28,6.85,1,328,-6.013,4.44,0.00,117.10,-52.80,.255172,.000021
Yes,NM_018178,53.00,0,8.691,11.76,20.00,1,537,-6.558,14.90,0.00,176.80,-40.00,.250000,.000047
Yes,NM_015607,48.00,0,8.9,17.66,81.20,1,1062,-5.501,4.04,-0.12,121.02,-34.50,.090909,.000019
Yes,NM_024330,58.00,0,8.856,11.06,46.33,2,9763,-6.347,50.39,-16.15,53.77,-56.40,.257861,.000037
Yes,NM_181715,61.00,0,8.854,9.72,18.54,1,1962,-6.902,21.50,0.00,168.39,-35.10,.162393,.000011
Yes,NM_017582,50.00,0,8.887,21.60,71.30,1,4489,-6.732,24.64,-7.39,93.21,-19.30,.123809,.000011
Yes,NM_020524,59.00,0,8.836,70.75,114.91,1,1303,-5.051,14.74,-1.13,128.23,-43.90,.125984,.000305
Yes,NM_183001,62.00,0,8.869,58.66,575.00,3,2576,-7.950,12.91,0.00,77.05,-14.40,.156250,.000567
Yes,NM_002456,43.00,0,8.68,43.50,13.75,1,10696,-6.985,26.89,0.00,95.68,-24.40,.130081,.000047
Yes,NM_000157,59.00,0,8.873,6.21,68.52,6,426,-7.855,38.33,0.00,171.86,-61.20,.208333,.000027
Yes,NM_170707,54.00,0,8.855,215.08,1599.91,1,966,-7.038,22.64,-9.04,50.64,-33.70,.150793,.000382
Yes,NM_022367,54.00,0,7.047,5.87,8.75,1,1029,-6.596,39.21,-5.92,99.71,-51.90,.204968,.000013
Yes,NM_021817,63.00,0,8.738,3.00,2.30,2,3143,-6.766,7.48,-1.28,109.04,-28.90,.220183,.000061
Yes,NM_144702,58.00,0,8.589,2.25,.83,1,1750,-6.037,21.90,-4.62,100.32,-47.10,.162790,.000065
Yes,NM_198236,54.00,0,8.884,24.44,63.44,1,1523,-6.640,27.10,-10.32,67.80,-26.20,.191919,.000166
Yes,NM_012337,56.00,0,8.877,5.57,1.14,1,1069,-7.675,25.76,0.00,155.24,-35.30,.258741,.000161
Yes,NM_001231,45.00,0,8.876,300.20,4.40,1,6081,-4.975,30.76,-3.69,55.19,-26.10,.198019,.000994
Yes,NM_004371,48.00,0,8.67,145.00,320.42,1,561,-5.657,10.53,0.00,90.23,-17.40,.067567,.000106
Yes,NM_015331,50.00,0,8.903,48.66,147.00,1,1707,-7.186,33.90,-11.13,76.39,-29.20,.185483,.001696
Yes,NM_017625,44.00,0,6.794,13.77,76.00,1,346,-6.036,10.39,0.00,132.46,-18.70,.191919,.000700
Yes,NM_016371,35.00,0,8.899,59.33,34.55,2,1853,-5.661,19.58,0.00,63.15,-10.60,.118279,.000021
Yes,NM_145697,37.00,0,8.643,25.71,56.28,1,990,-4.886,21.11,-0.67,88.22,-7.00,.133333,.013129
Yes,NM_000696,51.00,0,8.773,60.83,89.41,1,668,-6.818,24.61,0.00,113.04,-36.80,.307692,.016915
Yes,NM_005814,51.00,0,8.903,1.42,.04,1,905,-7.355,58.99,-1.49,153.14,-64.90,.290322,.000237
Yes,NM_139240,34.00,0,8.512,2.77,1.22,1,1957,-6.562,4.35,0.00,93.00,-8.50,.142857,.000018
Yes,NM_005717,41.00,0,8.902,76.47,207.17,2,356,-6.555,27.55,0.00,202.34,-39.40,.299435,.001508
Yes,NM_017673,35.00,0,8.303,9.12,8.12,1,617,-5.312,5.82,0.00,95.26,-9.80,.148148,.031059
Yes,NM_024420,52.00,0,8.903,19.87,101.62,1,1569,-6.166,19.27,-0.22,117.14,-24.70,.170731,.000016
Yes,NM_130782,46.00,0,8.837,12.16,.50,1,2771,-5.789,8.40,-0.15,57.23,-12.10,.129032,.000040
Yes,NM_002113,42.00,0,8.544,265.76,2.76,5,269,-6.375,NA,0.00,314.41,-40.20,.271186,.000021
Yes,NM_030787,40.00,0,8.545,71.35,.41,5,1786,-6.027,NA,0.00,312.24,-38.70,.271186,.000463
Yes,NM_002832,62.00,0,8.854,2.88,.66,1,641,-7.786,56.56,-15.11,131.02,-59.20,.211956,.000029
Yes,NM_014176,37.00,0,8.902,31.33,238.33,1,271,-4.393,14.70,0.00,87.58,-12.10,.128571,.000041
Yes,NM_016243,64.00,0,8.873,44.57,113.85,1,1672,-7.314,2.80,0.00,67.61,-14.90,.260273,.000012
Yes,NM_138391,48.00,0,8.864,47.56,120.43,16,2345,-5.584,20.10,-6.04,94.17,-53.70,.136904,.004728
Yes,NM_018208,48.00,0,8.902,60.66,79.16,1,2966,-6.093,27.68,-6.91,94.19,-19.10,.113821,.000016
Yes,NM_002393,45.00,0,8.9,54.85,24.14,1,118,-5.788,11.67,-1.88,99.41,-14.30,.120000,.000029
Yes,NM_177403,57.00,0,8.89,5.28,26.76,3,198,-6.092,62.29,-10.51,177.56,-84.90,.245370,.000263
Yes,NM_000716,50.00,0,8.483,231.11,14.23,1,973,-6.652,29.27,-5.39,151.30,-47.20,.186440,.000090
Yes,NM_175710,40.00,0,7.456,17.22,.88,5,984,-4.528,11.88,0.00,122.14,-13.80,.320000,.016724
Yes,NM_020439,48.00,0,8.78,3.16,7.16,1,463,-5.770,29.80,-12.68,64.53,-38.40,.201550,.000048
Yes,NM_001287754,46.00,0,8.695,5.85,1.78,1,758,-6.775,23.68,0.00,111.50,-23.30,.184397,.007295
Yes,NM_014873,44.00,0,8.903,60.27,52.54,2,322,-5.839,29.27,0.00,102.64,-26.90,.058823,.000014
Yes,NM_021958,57.00,0,8.138,13.16,25.66,1,8355,-6.986,57.07,-14.30,97.53,-60.00,.178378,.000016
Yes,NM_144695,41.00,0,8.89,50.10,46.60,1,1639,-5.452,22.34,0.00,101.27,-19.70,.205607,.000533
Yes,NM_001143962,56.00,0,8.84,28.00,1.00,3,248,-6.734,36.22,-3.83,95.99,-34.50,.252100,.002953
Yes,NM_003395,61.00,0.0228137,8.686,6.26,8.92,3,10341,-8.068,81.32,-3.20,143.93,-97.50,.243346,.000172
Yes,NM_033131,65.00,0,5.009,.76,.38,4,605,-5.936,112.29,-49.57,143.62,-122.00,.225563,.000155
Yes,NM_004578,33.00,0,8.884,38.36,66.36,3,2437,-5.730,21.96,-3.98,69.35,-11.20,.121739,.000022
Yes,NM_018230,43.00,0,8.812,36.50,50.00,1,1488,-8.599,28.05,-0.85,189.14,-22.00,.153846,.000069
Yes,NM_006615,53.00,0,8.174,16.81,1.00,1,1136,-6.170,48.54,-5.69,67.41,-34.20,.277310,.004768
Yes,NM_032435,55.00,0,8.574,12.28,11.28,2,2333,-7.347,63.55,-13.06,96.65,-43.80,.221476,.001367
Yes,NM_015014,40.00,0.0875912,8.624,14.69,56.69,1,1047,-5.977,3.76,0.00,160.94,-17.40,.270072,.000043
Yes,NM_006499,39.00,0,8.832,75.92,141.50,1,351,-5.939,4.27,0.00,187.41,-24.00,.141891,.000276
Yes,NM_002924,41.00,0.0618557,8.789,12.88,2.00,1,1069,-5.348,20.85,-7.11,49.97,-16.10,.154639,.000046
Yes,NM_020394,50.00,0,1.016,3.44,13.00,24,1157,-5.855,9.10,-24.00,16.58,-21.00,.236559,.038101
Yes,NM_024836,60.00,0,3.601,21.00,34.00,1,5686,-6.888,3.04,0.00,86.83,-25.20,.247422,.001018
Yes,NM_012341,35.00,0,8.9,18.50,77.10,1,2122,-5.469,34.04,0.00,95.35,-20.30,.173076,.000010
Yes,NM_001321647,35.00,0,8.899,73.50,169.83,2,629,-5.071,7.62,-2.58,67.83,-7.80,.117647,.000031
Yes,NM_016299,33.00,0,8.858,30.37,54.62,1,1116,-5.662,10.12,0.00,131.19,-6.90,.204819,.000004
Yes,NM_052997,44.00,0,0.837,.88,.11,34,834,-7.286,9.63,-3.58,100.54,-43.30,.287356,.001556
Yes,NM_001004297,44.00,0,3.334,.42,2.00,2,1597,-5.134,7.56,0.00,134.16,-35.20,.295774,.000084
Yes,NM_001098845,56.00,0,7.77,32.33,555.77,2,456,-6.491,17.10,0.00,119.18,-20.40,.189473,.000079
Yes,NM_002900,53.00,0,8.098,65.14,.21,1,262,-7.245,46.64,-3.49,89.42,-34.70,.216783,.000143
Yes,NM_019893,52.00,0.0729614,8.903,.95,1.04,1,527,-7.244,17.61,0.00,137.05,-46.50,.321888,.003405
Yes,NM_033056,45.00,0,8.895,30.00,1.33,1,3518,-5.367,13.89,-7.73,58.45,-11.70,.166666,.000023
Yes,NM_020987,49.00,0,8.903,63.88,134.55,1,1332,-7.646,31.62,-7.34,64.19,-23.00,.121212,.000012
Yes,NM_021800,50.00,0,8.903,27.92,10.30,2,312,-6.660,15.96,-0.00,103.79,-35.90,.307142,.002322
Yes,NM_012339,54.00,0,8.87,33.85,132.85,1,660,-6.809,16.28,-9.37,70.36,-16.80,.253333,.000089
Yes,NM_145306,61.00,0,8.897,9.30,7.53,1,527,-7.094,8.49,0.00,180.35,-43.00,.267175,.006729
Yes,NM_032797,52.00,0,8.903,22.27,22.45,1,818,-7.153,32.87,-0.15,160.58,-28.30,.284482,.000037
Yes,NM_052836,56.00,0,8.887,29.42,22.85,1,273,-6.615,16.50,-10.69,50.73,-15.70,.205128,.000019
Yes,NM_173473,44.00,0,8.903,81.42,183.71,1,2487,-5.349,23.35,-2.23,110.87,-16.90,.186666,.000013
Yes,NM_021132,38.00,0,8.886,64.75,19.16,1,1637,-5.870,8.46,-7.31,69.19,-20.80,.120000,.000006
Yes,NM_033282,55.00,0,8.903,.69,4.30,1,3312,-6.624,25.34,-5.35,88.05,-33.50,.253731,.000065
Yes,NM_001330120,63.00,0,8.814,29.82,101.95,2,3262,-7.179,13.01,0.00,292.52,-92.60,.294372,.008162
Yes,NM_018363,38.00,0,8.899,5.50,11.57,1,505,-6.591,21.95,-0.68,138.48,-24.70,.230769,.000176
Yes,NM_016195,36.00,0,8.886,22.00,55.37,1,1450,-6.201,8.33,0.00,145.88,-9.30,.172413,.012346
Yes,NM_000772,51.00,0,0.581,78.92,22.07,6,580,-8.015,12.82,-14.72,28.35,-36.10,.280000,.000324
Yes,NM_207321,56.00,0,2.74,3.76,.47,1,141,-7.402,20.16,-20.36,47.85,-58.80,.236966,.000195
Yes,NM_020992,48.00,0,8.872,22.87,168.75,6,785,-5.401,21.99,-6.54,55.33,-20.10,.152941,.000010
Yes,NM_001170765,33.00,0,8.899,48.66,38.00,1,1520,-5.990,2.06,-2.33,52.36,-6.10,.060606,.000090
Yes,NM_015179,57.00,0,8.786,7.87,32.62,1,386,-6.258,20.90,-3.36,75.79,-24.10,.166666,.027255
Yes,NM_018425,52.00,0,8.894,17.23,56.69,2,901,-6.653,22.81,-13.90,65.12,-35.10,.060606,.000009
Yes,NM_020354,46.00,0,8.887,21.55,61.83,1,614,-6.417,18.93,0.00,141.20,-41.00,.191256,.000377
Yes,NM_078470,41.00,0,8.729,22.08,39.91,1,1062,-6.204,13.52,-4.84,143.72,-22.70,.138211,.000028
Yes,NM_018294,45.00,0,8.903,21.42,30.42,1,702,-5.599,7.38,0.00,93.20,-18.80,.113924,.000011
Yes,NM_001329742,57.00,0,8.903,12.08,35.00,1,623,-7.251,13.26,-2.35,143.30,-40.50,.200000,.000116
Yes,NM_005736,59.00,0,8.899,137.42,227.00,2,1072,-5.824,21.10,-6.40,39.97,-23.00,.118421,.000064
Yes,NM_030912,59.00,0,8.903,39.86,213.82,1,719,-6.714,46.68,-10.68,69.61,-94.40,.123931,.000071
Yes,NM_004311,34.00,0,8.894,44.00,55.27,1,971,-4.284,18.95,-1.97,134.69,-18.10,.102564,.000032
Yes,NM_032154,32.00,0,8.87,15.00,17.77,3,327,-4.894,16.07,0.00,124.39,-10.60,.144329,.000030
Yes,NM_004832,45.00,0,8.387,105.31,252.27,4,213,-6.915,35.90,0.00,185.50,-47.70,.134529,.000013
Yes,NM_032550,41.00,0,8.899,56.14,87.71,1,1781,-5.809,18.63,0.00,88.69,-8.80,.146666,.000041
Yes,NM_005308,51.00,0,8.814,23.27,53.72,1,399,-5.966,26.13,-15.13,63.00,-35.10,.212389,.000039
Yes,NM_014937,45.00,0,8.899,17.76,28.69,1,185,-6.007,20.28,-4.75,47.14,-33.90,.145985,.000013
Yes,NM_015608,40.00,0,8.903,22.50,18.83,1,1274,-5.471,22.07,-8.40,57.86,-8.30,.134328,.000008
Yes,NM_030626,47.00,0,8.63,8.15,9.53,1,1128,-8.298,56.83,0.00,102.38,-24.80,.236641,.000492
Yes,NM_176795,57.00,0,4.549,14.52,83.88,5,5026,-7.581,18.66,-116.51,NA,-57.90,.201117,.000021
Yes,NM_006755,39.00,0,8.871,137.90,343.70,1,245,-6.202,26.45,0.00,117.42,-15.00,.212962,.000009
Yes,NM_004357,50.00,0,8.564,91.11,846.55,1,2663,-5.914,23.96,0.00,112.33,-17.70,.241758,.000032
Yes,NM_019009,59.00,0,8.594,71.27,74.61,2,3136,-7.712,70.00,0.00,129.57,-51.20,.267759,.000064
Yes,NM_001751,52.00,0,8.602,24.75,86.62,2,819,-6.856,41.36,0.00,100.35,-18.10,.179775,.000205
Yes,NM_021801,48.00,0,3.278,.66,.41,1,428,-7.386,7.46,0.00,92.01,-64.60,.193415,.000131
Yes,NM_014818,59.00,0,8.903,6.57,5.28,1,582,-6.798,51.87,-14.89,113.26,-53.70,.236486,.005982
Yes,NM_015055,35.00,0.0402299,8.899,13.11,68.11,1,1135,-6.188,13.16,-1.54,173.93,-30.00,.160919,.000013
Yes,NM_012250,46.00,0,8.783,50.70,164.90,4,2004,-6.285,26.69,-0.91,103.79,-21.90,.106796,.000008
Yes,NM_005013,40.00,0,8.903,69.42,81.85,1,1040,-6.607,21.34,0.00,143.99,-27.60,.173611,.000017
Yes,NM_001277269,63.00,0,8.844,1.71,.57,1,2505,-6.874,12.92,-1.67,60.52,-19.80,.276315,.004455
Yes,NM_030754,55.00,0,8.466,10281.61,138.84,5,1044,-6.830,20.65,0.00,202.40,-40.80,.280575,.018492
Yes,NM_199161,55.00,0,8.38,7874.69,144.15,5,1185,-6.871,22.34,0.00,158.36,-40.80,.359712,.044377
Yes,NM_005788,34.00,0,8.738,17.37,43.37,1,1020,-4.530,18.44,-3.82,100.29,-9.50,.132530,.000009
Yes,NM_001584,52.00,0,8.894,36.88,1.27,1,4234,-6.836,4.08,-13.38,109.74,-44.80,.120879,.000012
Yes,NM_002901,44.00,0,8.899,96.64,403.82,3,744,-7.343,35.92,0.00,173.38,-45.60,.178770,.000246
Yes,NM_024662,45.00,0,8.903,12.88,45.44,1,346,-6.272,23.76,-6.46,54.95,-22.80,.217391,.004490
Yes,NM_021117,51.00,0,8.903,35.64,19.35,1,1319,-8.306,38.07,-13.12,68.08,-33.40,.125874,.000017
Yes,NM_024113,48.00,0,8.729,26.15,40.30,1,252,-7.248,30.24,-1.71,138.68,-28.90,.183206,.000015
Yes,NM_015231,42.00,0,8.859,15.14,12.14,2,1065,-6.559,49.93,-7.27,108.60,-48.90,.161137,.000019
Yes,NM_201648,44.00,0,8.43,72.60,1.70,1,319,-4.494,26.33,-0.97,116.13,-27.30,.250000,.000010
Yes,NM_000139,37.00,0,8.895,2.00,.46,1,961,-6.671,20.33,-1.38,106.21,-21.50,.133333,.000010
Yes,NM_001247999,47.00,0,7.733,65.25,9.81,2,984,-7.597,10.96,0.00,89.84,-25.10,.291925,.000331
Yes,NM_001243266,42.00,0,7.819,37.66,10.50,2,742,-5.628,10.09,0.00,127.42,-33.20,.240310,.000067
Yes,NM_021950,54.00,0,8.862,15.36,1.27,1,2631,-5.678,29.67,-9.03,141.07,-40.30,.208333,.002305
Yes,NM_002032,45.00,0.047619,8.854,762.41,5485.25,19,1865,-7.084,28.36,0.00,81.16,-26.50,.079365,.000011
Yes,NM_153265,68.00,0.0232558,8.899,10.92,39.48,1,2931,-7.182,50.32,-5.60,297.96,-104.30,.232558,.009689
Yes,NM_018093,68.00,0,8.847,14.40,80.70,1,932,-5.920,34.11,-1.21,97.32,-39.80,.186915,.000016
Yes,NM_031472,64.00,0,8.903,12.56,60.43,1,1970,-5.893,17.20,-0.21,187.16,-68.10,.258823,.000028
Yes,NM_000932,63.00,0,8.855,19.83,241.16,1,2694,-4.597,18.11,-2.64,56.23,-24.50,.231884,.000118
Yes,NM_025128,62.00,0,8.77,25.12,126.50,1,9035,-6.801,5.18,0.00,69.17,-26.30,.220930,.000752
Yes,NM_006442,62.00,0,8.723,52.33,428.66,2,2760,-6.523,18.30,0.00,52.62,-21.30,.212765,.000047
Yes,NM_030981,48.00,0,8.78,87.66,295.33,2,1207,-6.353,16.85,-5.71,22.40,-16.40,.166666,.000006
Yes,NM_020470,51.00,0.0571429,8.881,54.40,175.90,2,1064,-6.027,11.10,0.00,136.15,-25.80,.190476,.000038
Yes,NM_004292,63.00,0,8.792,4.45,85.36,1,5480,-6.430,34.21,-3.26,88.31,-38.00,.278260,.000026
Yes,NM_020441,62.00,0,8.887,36.83,183.08,2,2917,-6.071,38.16,-10.25,62.97,-44.20,.292682,.000633
Yes,NM_005995,59.00,0.0588235,8.667,.60,1.40,1,1266,-6.695,19.02,-1.90,83.21,-28.00,.333333,.007484
Yes,NM_138565,60.00,0,8.78,82.62,456.62,2,3278,-6.923,26.23,-0.29,89.00,-26.30,.264367,.007559
Yes,NM_015159,58.00,0,8.829,33.00,56.50,1,930,-7.132,23.23,-8.58,36.05,-5.60,.172839,.000099
Yes,NM_015531,40.00,0,8.736,8.40,16.46,1,206,-7.051,14.96,0.00,104.84,-34.40,.132911,.000045
Yes,NM_020193,44.00,0,8.903,14.33,11.00,1,2101,-5.658,9.84,-14.04,36.42,-26.50,.100000,.000011
Yes,NM_182603,50.00,0,8.861,5.80,13.80,1,388,-7.171,21.43,-7.25,108.38,-23.70,.240740,.000058
Yes,NM_004268,40.00,0,8.691,18.28,34.28,1,385,-6.888,53.48,-2.03,186.70,-42.20,.177272,.001355
Yes,NM_016403,50.00,0.353982,8.734,27.36,72.81,1,840,-7.416,8.02,0.00,268.79,-21.30,.230088,.000017
Yes,NM_020802,38.00,0.479452,8.645,10.42,9.07,1,544,-6.328,24.41,0.00,120.52,-19.00,.136986,.000032
Yes,NM_002424,46.00,0,8.784,2.57,15.50,1,597,-7.054,28.49,0.00,104.20,-37.40,.255033,.000474
Yes,NM_032299,39.00,0,8.856,35.00,137.00,2,2969,-5.878,1.92,-2.98,37.64,-12.00,.042253,.000010
