Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,NM_007272,71.00,0,8.836,.66,1.00,1,403,-4.992,19.91,-2.30,149.41,-47.00,.206521,.000034
Yes,NM_207348,59.00,0,8.67,7.33,2.00,1,1082,-5.811,23.54,0.00,90.67,-15.50,.227272,.001363
Yes,NM_001024215,66.00,0,8.874,15.69,156.84,2,1321,-6.813,33.81,0.00,164.95,-120.10,.262962,.000455
Yes,NM_002584,63.00,0,8.756,8.34,.08,3,17459,-7.929,57.56,-27.51,99.89,-91.80,.199152,.000021
Yes,NM_001161,63.00,0,8.815,161.88,62.11,1,408,-6.451,23.51,-3.57,88.11,-32.90,.255319,.000116
Yes,NM_020765,40.00,0,8.839,83.00,204.22,1,569,-6.508,25.59,-4.00,54.48,-12.70,.142857,.000085
Yes,NM_001397,66.00,0,8.585,30.12,254.00,1,1104,-5.771,19.00,-4.85,88.18,-29.10,.310344,.000020
Yes,NM_001177,49.00,0,8.866,52.45,55.09,1,650,-6.735,19.06,-1.44,101.60,-20.10,.216666,.000009
Yes,NM_004091,61.00,0,8.87,21.80,4.90,2,1001,-6.706,27.08,-6.28,138.75,-40.60,.226415,.000023
Yes,NM_006625,43.00,0,8.903,58.00,103.40,7,6095,-5.746,23.78,-1.30,57.84,-18.30,.076190,.000015
Yes,NM_170743,60.00,0,8.893,3.08,10.00,1,674,-6.464,19.64,-1.35,100.07,-31.20,.161290,.000036
Yes,NM_001010980,52.00,0,8.816,4.50,4.00,1,230,-6.681,12.45,0.00,110.13,-18.00,.213483,.000048
Yes,NM_019557,58.00,0,8.869,26.50,38.70,1,1106,-7.171,2.96,0.00,127.09,-33.80,.127272,.000013
Yes,NM_005563,45.00,0,8.903,729.42,258.71,1,2776,-6.995,4.79,0.00,92.03,-8.70,.173333,.000035
Yes,NM_032588,60.00,0,8.893,50.29,54.05,3,560,-6.939,38.25,-7.00,108.62,-57.90,.283236,.001227
Yes,NM_024887,45.00,0,8.88,9.45,36.27,1,1412,-6.185,5.59,0.00,170.64,-30.30,.169491,.000034
Yes,NM_177424,42.00,0,8.903,134.16,180.66,1,786,-5.269,10.32,0.00,62.79,-12.50,.071428,.000009
Yes,NM_002946,60.00,0,8.87,31.40,40.80,2,1187,-6.974,40.01,0.00,87.64,-33.50,.308411,.000152
Yes,NM_012316,47.00,0,8.646,29.00,66.76,1,332,-7.849,21.40,-0.66,151.02,-22.90,.126865,.000013
Yes,NM_001167,72.00,0,8.723,3.71,7.57,1,3459,-6.650,12.36,-2.74,93.38,-59.30,.285714,.000116
Yes,NM_152493,52.00,0,8.903,7.25,16.66,37,640,-6.789,1.68,-21.67,29.93,-27.20,.111111,.000013
Yes,NM_024772,42.00,0,7.874,9.18,16.31,2,810,-5.780,4.54,0.00,138.32,-39.00,.147058,.000028
Yes,NM_014466,60.00,0,8.903,7.95,2.30,1,1408,-7.658,22.65,0.00,170.00,-73.00,.269230,.000624
Yes,NM_024595,41.00,0,8.88,33.71,57.78,4,679,-6.411,16.61,0.00,126.26,-24.00,.127659,.000025
Yes,NM_000310,40.00,0.0545455,8.898,23.30,44.40,1,564,-5.954,14.10,0.00,146.56,-16.20,.218181,.000014
Yes,NM_023070,53.00,0,8.02,7.87,11.12,1,409,-4.995,6.12,0.00,92.09,-28.70,.127906,.000028
Yes,NM_014223,50.00,0,8.902,21.00,28.45,3,938,-5.969,20.88,-7.72,95.90,-24.30,.185840,.025026
Yes,NM_001905,38.00,0,8.903,7.05,41.64,2,212,-6.240,20.68,0.00,230.87,-37.40,.078212,.000009
Yes,NM_024097,73.00,0,8.815,9.09,28.27,1,1724,-7.585,7.61,-6.09,71.72,-44.10,.198275,.000060
Yes,NM_144626,61.00,0,8.598,28.63,10.27,1,1136,-6.918,5.70,-0.62,153.51,-34.60,.141592,.000024
Yes,NM_003629,45.00,0,8.848,52.60,20.70,1,397,-5.771,6.47,-4.36,101.91,-25.50,.183486,.000058
Yes,NM_003189,61.00,0,8.567,24.27,22.00,1,10374,-6.823,2.29,0.00,126.40,-36.70,.237288,.000434
Yes,NM_001136508,39.00,0.0566038,8.845,.90,.70,1,746,-5.766,17.01,-2.56,120.98,-19.50,.103773,.000028
Yes,NM_004631,60.00,0,8.621,24.09,44.90,1,2363,-7.621,20.82,-4.25,83.38,-29.90,.191666,.021682
Yes,NM_021080,54.00,0,8.883,13.75,.43,1,1224,-7.748,4.36,0.00,175.88,-35.00,.262195,.000198
Yes,NM_001085487,34.00,0,8.86,9.00,12.42,1,1113,-5.117,8.73,0.00,99.84,-9.30,.126582,.000018
Yes,NM_001017415,33.00,0.0251046,8.902,32.08,28.08,2,1143,-5.402,6.10,0.00,242.91,-50.00,.200836,.000029
Yes,NM_152665,39.00,0,8.575,6.50,8.91,1,685,-6.058,13.60,0.00,107.16,-27.10,.196721,.000037
Yes,NM_020948,52.00,0,8.899,7.80,13.10,1,1720,-6.400,3.37,-5.32,37.55,-21.30,.158415,.000045
Yes,NM_024911,47.00,0,8.903,52.03,93.48,1,451,-6.180,69.29,-15.79,145.14,-76.10,.234432,.000112
Yes,NM_015534,32.00,0,8.903,48.46,34.61,1,1710,-6.064,3.83,0.00,188.20,-12.50,.246268,.000047
Yes,NM_015017,39.00,0,0.338,29.88,37.58,14339,568,-6.455,9.77,-40.69,18.52,-26.00,.167597,.000040
Yes,NM_207398,51.00,0,8.501,18.25,.60,6,613,-5.368,27.59,0.00,193.17,-69.80,.272727,.012963
Yes,NM_001178,36.00,0,8.861,108.45,917.72,2,4209,-5.320,9.44,-3.09,94.83,-17.10,.151785,.000633
Yes,NM_000699,37.00,0,8.659,10.07,2.07,5,3477,-5.434,36.99,-1.18,139.65,-29.30,.244897,.000293
Yes,NM_001008221,41.00,0,8.891,7.76,.52,5,3133,-5.905,20.68,0.00,197.55,-56.00,NA,NA
Yes,NM_144584,32.00,0,8.903,25.77,10.11,1,393,-5.205,4.82,0.00,194.80,-20.90,.141414,.000017
Yes,NM_006513,43.00,0,8.857,103.28,390.14,1,516,-6.010,14.73,0.00,56.20,-6.40,.140845,.000017
Yes,NM_001257361,69.00,0,8.661,16.61,37.00,1,2412,-7.457,23.11,-3.11,85.83,-44.40,.290076,.000016
Yes,NM_001242673,49.00,0,8.902,56.09,68.45,1,2232,-6.933,23.92,-6.47,62.27,-15.70,.098214,.000053
Yes,NM_002884,47.00,0,8.82,27.62,29.87,6,852,-7.088,7.16,-9.75,38.15,-14.40,.190476,.000040
Yes,NM_025073,42.00,0,8.84,42.00,59.10,1,1192,-5.237,9.93,0.00,124.87,-15.70,.150943,.000011
Yes,NM_001200,45.00,0,8.894,166.50,456.50,6,453,-5.227,17.78,-0.88,79.63,-22.60,.182926,.000019
Yes,NM_001351372,45.00,0,8.894,56.75,57.12,6,454,-5.788,16.68,-3.76,81.49,-22.70,.329268,.000019
Yes,NM_173638,59.00,0,0.586,29.00,50.72,241289,189,-6.396,6.74,-1.30,89.67,-34.10,.483050,.001390
Yes,NM_007053,54.00,0,0.555,8.80,9.60,3917,284,-7.380,12.95,-13.66,18.52,-27.90,.198113,.000033
Yes,NM_018178,42.00,0,8.867,5.78,11.78,1,784,-6.394,18.75,0.00,187.94,-37.30,.210256,.000042
Yes,NM_015607,48.00,0,8.885,39.50,109.62,2,861,-6.050,4.05,-0.30,73.70,-16.40,.292682,.000023
Yes,NM_024330,61.00,0,8.801,10.75,59.55,2,9712,-7.078,58.74,-13.33,107.46,-72.70,.285714,.000044
Yes,NM_181715,52.00,0,8.835,8.60,19.00,2,1977,-6.529,15.93,0.00,129.16,-26.10,.176470,.000035
Yes,NM_017582,54.00,0,8.903,21.90,57.30,1,4489,-6.335,12.88,-8.93,43.12,-28.00,.123809,.000010
Yes,NM_020524,60.00,0,8.869,67.50,97.25,1,454,-6.591,13.50,0.00,149.17,-28.30,.195402,.000022
Yes,NM_183001,57.00,0,8.873,60.85,555.28,3,2569,-6.540,18.19,-3.17,66.15,-20.20,.070422,.000006
Yes,NM_002456,51.00,0,2.168,22.80,6.00,1,10718,-6.638,2.60,0.00,64.99,-25.10,.326732,.017767
Yes,NM_000157,53.00,0,8.889,9.00,87.12,5,893,-4.961,9.84,0.00,119.22,-24.90,.227272,.001163
Yes,NM_170707,61.00,0,8.887,200.60,1272.00,1,2034,-7.083,46.19,-17.58,123.77,-58.20,.159235,.000428
Yes,NM_022367,67.00,0,8.876,7.93,5.43,1,2454,-7.896,14.67,-4.18,120.35,-73.00,.333333,.000052
Yes,NM_021817,51.00,0,8.796,3.64,1.00,2,1039,-6.436,3.33,0.00,132.84,-37.00,.163120,.000583
Yes,NM_144702,66.00,0,8.766,.92,.35,1,1729,-6.618,26.58,-2.39,106.39,-46.80,.320000,.000065
Yes,NM_198236,56.00,0,8.886,20.33,52.55,1,1047,-7.869,25.46,-7.48,81.42,-19.00,.315217,.000010
Yes,NM_012337,53.00,0,8.845,8.83,3.33,1,1109,-7.360,20.11,-3.47,74.82,-30.80,.246031,.001426
Yes,NM_001231,52.00,0,8.864,360.00,.75,1,6097,-4.762,15.10,-9.86,70.65,-24.60,.200000,.000009
Yes,NM_004371,44.00,0,8.891,78.72,216.00,1,521,-7.022,31.86,0.00,90.84,-21.70,.131578,.000008
Yes,NM_015331,48.00,0,8.883,47.20,226.70,1,2296,-5.003,30.97,-6.17,73.13,-32.00,.171428,.000021
Yes,NM_017625,46.00,0,5.336,17.66,77.83,1,1051,-5.834,8.24,0.00,107.33,-10.50,.218750,.005314
Yes,NM_016371,57.00,0,8.894,31.80,21.30,4,2764,-7.652,47.28,-2.15,142.36,-75.80,.220588,.000017
Yes,NM_145697,35.00,0,8.822,21.21,47.71,1,1273,-4.983,15.81,0.00,159.63,-23.70,.118881,.000030
Yes,NM_000696,42.00,0,8.898,46.71,69.92,1,362,-5.508,28.97,-0.84,114.54,-33.30,.212328,.000060
Yes,NM_005814,56.00,0,8.855,1.00,.06,1,610,-7.131,52.93,0.00,108.66,-51.60,.277419,.002124
Yes,NM_139240,46.00,0,8.635,2.62,1.37,1,1289,-6.817,16.41,-1.18,93.12,-15.50,.162790,.000013
Yes,NM_005717,53.00,0,8.86,203.14,723.14,1,3945,-5.582,16.90,-7.39,61.67,-14.40,.164383,.000024
Yes,NM_017673,43.00,0,8.786,7.11,5.44,1,254,-5.863,12.44,0.00,191.05,-18.90,.139784,.000031
Yes,NM_024420,33.00,0,8.819,24.60,99.50,1,1516,-5.560,8.05,-0.62,121.54,-16.20,.147058,.000246
Yes,NM_130782,43.00,0,8.83,7.10,.70,1,2731,-4.715,14.63,0.00,148.80,-23.70,.284313,.000131
Yes,NM_002113,35.00,0,8.723,266.73,2.47,5,1354,-5.751,NA,0.00,318.17,-35.60,.225641,.000402
Yes,NM_030787,37.00,0,8.724,70.63,.36,5,1768,-5.694,NA,0.00,325.29,-41.70,.251282,.000509
Yes,NM_002832,63.00,0,8.842,3.64,.70,1,3736,-6.380,17.36,-5.60,205.18,-64.50,.287356,.000189
Yes,NM_014176,52.00,0,8.902,11.70,102.41,1,401,-6.161,22.93,0.00,165.04,-60.40,.173410,.015851
Yes,NM_016243,64.00,0,8.83,26.21,74.00,1,1595,-7.059,31.04,-1.45,140.80,-53.20,.193333,.003362
Yes,NM_138391,60.00,0,8.753,94.37,170.37,13,2423,-6.531,22.49,-1.35,116.08,-24.90,.277777,.000027
Yes,NM_018208,60.00,0,8.87,37.76,59.28,2,697,-7.562,40.37,-8.36,182.46,-103.00,.165384,.000038
Yes,NM_002393,42.00,0,8.898,49.72,18.18,2,755,-6.113,8.98,0.00,128.57,-17.00,.168141,.000263
Yes,NM_177403,46.00,0,8.89,6.08,32.50,1,218,-7.395,30.11,-13.27,96.38,-25.50,.141732,.000386
Yes,NM_000716,49.00,0,8.54,251.05,14.76,1,436,-5.236,16.31,0.00,123.52,-59.20,.195402,.000185
Yes,NM_175710,45.00,0,7.763,16.76,.47,2,904,-7.099,26.34,0.00,116.58,-38.80,.288888,.003677
Yes,NM_020439,47.00,0,8.842,3.16,5.08,1,592,-5.983,22.43,-0.26,115.80,-28.80,.165289,.000225
Yes,NM_001287754,44.00,0,8.899,9.85,2.00,1,1176,-6.265,20.72,-1.92,80.86,-6.90,.097222,.000229
Yes,NM_014873,46.00,0,8.832,22.19,30.34,1,2607,-6.551,41.46,-1.32,143.20,-77.50,.147169,.000042
Yes,NM_021958,56.00,0,8.125,11.29,28.23,1,8360,-8.384,52.32,-4.89,85.71,-46.50,.205555,.000166
Yes,NM_144695,39.00,0,8.894,50.18,36.36,1,402,-6.385,21.25,-1.74,159.96,-22.70,.111111,.000012
Yes,NM_001143962,55.00,0,8.727,40.00,3.33,1,319,-6.262,20.52,-1.90,79.37,-16.10,.200000,.000058
Yes,NM_003395,70.00,0,8.724,4.80,4.28,2,3740,-8.562,62.17,-6.96,99.80,-119.20,.291828,.010997
Yes,NM_033131,65.00,0,7.429,.37,.16,4,585,-7.175,69.57,-10.60,133.02,-102.10,.198347,.000033
Yes,NM_004578,28.00,1.04938,8.884,34.75,85.50,2,1521,-4.837,15.75,-3.54,71.87,-11.90,.086419,.000018
Yes,NM_018230,44.00,0,8.9,50.00,104.00,1,301,-5.495,33.35,-1.50,72.23,-27.60,.193277,.000044
Yes,NM_006615,51.00,0,8.3,24.16,1.83,1,834,-7.233,19.29,-1.09,64.87,-18.20,.171428,.000019
Yes,NM_032435,45.00,0,8.614,8.88,11.50,1,1025,-7.166,62.12,-3.52,119.58,-40.50,.093922,.000015
Yes,NM_015014,60.00,0,8.889,15.23,38.47,1,1009,-6.669,25.27,0.00,167.82,-57.60,.194285,.005815
Yes,NM_006499,63.00,0,7.289,51.33,96.33,1,2358,-5.654,1.47,0.00,85.07,-27.80,.347826,.000119
Yes,NM_002924,50.00,0,8.87,14.16,3.75,1,6947,-6.375,14.94,0.00,154.53,-36.40,.195312,.038229
Yes,NM_020394,46.00,0,6.718,2.81,8.12,190,1087,-5.625,NA,0.00,356.57,-41.90,.184049,.001308
Yes,NM_024836,53.00,0,2.873,17.26,25.40,1,932,-6.379,2.53,0.00,111.18,-42.90,.272727,.000039
Yes,NM_012341,34.00,0,8.816,19.23,64.17,1,126,-6.131,27.84,0.00,192.51,-13.60,.198830,.000180
Yes,NM_001321647,44.00,0,8.666,45.50,119.50,2,1166,-6.701,6.58,0.00,79.66,-18.90,.192307,.002511
Yes,NM_016299,51.00,0,8.854,28.25,42.75,1,1118,-5.057,12.23,0.00,104.79,-19.30,.111111,.000148
Yes,NM_052997,50.00,0,2.055,1.90,.18,23,893,-6.395,12.26,-5.79,61.41,-35.50,.234782,.000046
Yes,NM_001004297,45.00,0,1.451,1.66,4.66,2,1669,-3.624,4.71,0.00,147.95,-17.40,.300000,.000022
Yes,NM_001098845,53.00,0,7.876,32.33,436.66,2,1554,-6.346,16.53,-2.78,77.75,-20.60,NA,NA
Yes,NM_002900,50.00,0,8.239,60.94,.21,1,537,-5.688,36.79,-7.33,116.99,-60.20,.198952,.000063
Yes,NM_019893,44.00,0,8.899,.87,1.50,1,516,-7.164,26.49,-2.36,96.98,-33.70,.184049,.000023
Yes,NM_033056,42.00,0,8.899,25.09,.81,1,1358,-5.415,13.09,0.00,91.63,-27.30,.210084,.008394
Yes,NM_020987,43.00,0,8.903,66.30,145.90,1,1329,-5.823,21.91,-4.98,68.82,-20.40,.088235,.000013
Yes,NM_021800,45.00,0,8.681,34.71,14.71,2,347,-5.003,17.75,-3.81,44.22,-12.30,.126582,.000066
Yes,NM_012339,54.00,0,8.838,25.61,143.77,1,353,-6.141,57.46,-1.75,97.56,-53.70,.188172,.000636
Yes,NM_145306,51.00,0,3.627,13.16,20.66,1,787,-7.276,4.39,0.00,85.67,-8.70,.147058,.000033
Yes,NM_032797,61.00,0,8.903,14.84,56.15,1,743,-6.946,51.84,-5.76,119.17,-78.50,.308900,.000198
Yes,NM_052836,63.00,0,8.755,19.28,12.42,1,709,-7.641,9.36,-1.19,102.41,-23.90,.250000,.010885
Yes,NM_173473,50.00,0,8.902,46.25,97.56,1,691,-6.266,11.56,0.00,201.08,-54.80,.159763,.000143
Yes,NM_021132,44.00,0,8.89,26.85,9.25,2,1561,-8.056,22.86,-1.96,153.72,-40.50,.164179,.000023
Yes,NM_033282,60.00,0,8.903,.78,4.00,1,396,-6.762,35.23,-12.78,79.81,-52.50,.205479,.000080
Yes,NM_001330120,54.00,0,4.835,30.11,191.55,1,2721,-6.401,1.96,0.00,116.37,-21.10,.187500,.026012
Yes,NM_018363,50.00,0,8.903,8.10,16.20,1,1476,-6.940,20.94,0.00,96.33,-19.30,.216981,.000071
Yes,NM_016195,37.00,0,8.899,17.07,34.00,1,490,-6.900,26.04,-1.36,113.73,-22.00,.148648,.000859
Yes,NM_000772,44.00,0,0.581,69.25,16.00,8,567,-5.313,27.30,-5.23,31.58,-43.30,.171779,.000932
Yes,NM_207321,49.00,0,2.793,3.80,.52,1,599,-7.614,9.68,-0.24,39.92,-48.50,.164319,.022304
Yes,NM_020992,44.00,0,8.64,15.40,116.93,5,163,-7.394,27.56,0.00,148.39,-24.70,.190789,.000028
Yes,NM_001170765,55.00,0,8.811,22.42,15.42,1,4298,-5.591,4.10,-4.46,62.65,-18.90,.324324,.000012
Yes,NM_015179,56.00,0,8.87,5.63,26.50,1,452,-6.781,46.10,-3.15,144.13,-75.90,.191304,.008678
Yes,NM_018425,51.00,0,8.888,10.55,66.55,3,525,-6.594,44.51,-12.39,126.29,-59.50,.089552,.018104
Yes,NM_020354,56.00,0,8.88,22.70,63.90,1,1621,-7.159,7.74,0.00,148.14,-25.40,.203883,.000088
Yes,NM_078470,55.00,0,8.554,10.55,19.50,1,193,-5.265,17.49,-2.11,154.39,-76.70,.164835,.000023
Yes,NM_018294,32.00,0,8.903,25.25,32.50,1,729,-4.554,5.83,0.00,106.80,-15.80,.082352,.000020
Yes,NM_001329742,44.00,0,8.9,19.87,57.87,1,480,-5.813,29.85,-2.67,114.22,-12.40,.160493,.000019
Yes,NM_005736,44.00,0,8.804,135.50,265.16,2,193,-5.474,6.79,-6.02,44.03,-14.40,.092307,.000019
Yes,NM_030912,57.00,0,8.903,60.88,375.88,1,857,-8.560,13.90,-2.50,47.95,-23.30,.104166,.000022
Yes,NM_004311,49.00,0,8.894,26.35,27.85,1,374,-6.875,21.75,-6.38,177.08,-39.50,.111111,.000064
Yes,NM_032154,41.00,0,8.87,14.55,67.77,3,324,-7.980,11.21,0.00,136.25,-11.10,.180000,.000168
Yes,NM_004832,65.00,0,8.607,163.20,437.20,3,930,-7.564,29.80,-0.23,105.30,-39.80,.266055,.000034
Yes,NM_032550,55.00,0,8.896,46.91,69.08,1,249,-6.152,24.60,0.00,123.16,-38.90,.162790,.000483
Yes,NM_005308,51.00,0,8.67,24.88,70.22,3,1397,-6.064,15.57,-9.31,38.19,-24.50,.145833,.006194
Yes,NM_014937,40.00,0,8.899,25.75,41.62,1,647,-4.340,14.28,-7.74,37.94,-19.20,.160493,.000016
Yes,NM_015608,48.00,0,8.814,11.70,11.50,1,981,-7.097,40.45,-5.59,130.38,-49.80,.133971,.000011
Yes,NM_030626,54.00,0,8.576,6.36,7.24,1,832,-7.590,2.46,0.00,190.83,-88.80,.182170,.001820
Yes,NM_176795,62.00,0,4.545,12.31,44.31,6,5041,-7.747,45.77,-0.53,114.00,-59.60,.250000,.009227
Yes,NM_006755,64.00,0,8.817,122.08,245.58,1,509,-6.990,32.25,0.00,137.94,-40.50,.290322,.000040
Yes,NM_004357,62.00,0,6.183,88.00,903.83,1,896,-5.629,2.71,0.00,82.18,-16.70,.322580,.000022
Yes,NM_019009,67.00,0,8.567,62.00,78.50,3,3388,-6.584,43.40,-3.16,157.03,-58.30,.280000,.000090
Yes,NM_001751,63.00,0,8.64,17.66,63.11,2,391,-5.471,37.36,-0.15,72.26,-27.50,.250000,.000168
Yes,NM_021801,37.00,0,1.256,1.00,1.00,1,627,-6.065,3.62,0.00,87.01,-5.40,.222222,.000578
Yes,NM_014818,46.00,0.0576923,8.816,8.20,6.80,1,1504,-6.330,12.32,0.00,100.53,-24.70,.134615,.000023
Yes,NM_015055,48.00,0,8.903,14.92,72.71,2,500,-5.230,44.81,-12.47,79.52,-40.80,.148936,.000012
Yes,NM_012250,40.00,0,8.87,56.50,180.00,2,2019,-6.421,21.07,-8.40,69.45,-11.40,.136363,.000009
Yes,NM_005013,38.00,0,8.042,55.46,73.80,59,320,-6.297,3.82,0.00,166.33,-23.70,.161290,.000045
Yes,NM_001277269,64.00,0,8.684,1.71,.57,1,1476,-6.793,11.67,0.00,101.26,-21.60,.243589,.000043
Yes,NM_030754,53.00,0,7.942,13674.11,140.88,3,1122,-5.828,8.26,0.00,137.87,-26.00,.231578,.000046
Yes,NM_199161,54.00,0,7.847,13442.00,163.77,4,1122,-6.258,11.54,0.00,143.89,-26.50,.210526,.000056
Yes,NM_005788,66.00,0,8.77,19.92,33.46,1,1511,-8.178,11.59,0.00,163.41,-44.40,.250000,.000078
Yes,NM_001584,47.00,0,8.903,30.29,1.83,2,8203,-7.367,18.63,-4.59,172.88,-64.50,.192771,.001437
Yes,NM_002901,41.00,0,8.86,112.10,531.57,3,517,-4.752,29.65,0.00,201.39,-49.70,.231958,.000028
Yes,NM_024662,42.00,0,8.903,11.33,30.75,1,277,-6.306,30.79,-7.25,116.09,-30.10,.227642,.000070
Yes,NM_021117,51.00,0,8.902,37.20,20.40,1,601,-6.174,28.90,-9.32,85.39,-28.40,.174311,.000013
Yes,NM_024113,46.00,0,8.88,44.90,51.90,1,887,-6.391,25.91,-6.18,86.41,-24.00,.194174,.000123
Yes,NM_015231,50.00,0,8.898,18.54,15.00,1,1505,-6.535,38.25,-3.49,70.21,-27.20,.178571,.000029
Yes,NM_201648,50.00,0,8.647,68.11,7.77,2,367,-5.630,14.89,0.00,112.82,-25.30,.229166,.008383
Yes,NM_000139,48.00,0,8.792,3.50,.50,1,966,-7.243,10.35,0.00,165.14,-32.20,.246153,.000149
Yes,NM_001247999,37.00,0,5.964,5.63,.36,1,1890,-5.465,3.56,0.00,97.24,-31.10,.173469,.000281
Yes,NM_001243266,53.00,0,7.825,33.66,4.20,3,1006,-6.754,5.46,0.00,122.17,-54.30,.206250,.004969
Yes,NM_021950,48.00,0,8.787,11.76,.64,1,2576,-6.068,21.47,-0.95,178.41,-44.70,.217142,.000042
Yes,NM_002032,44.00,0,8.894,604.00,4337.64,20,1844,-6.715,26.72,-1.36,55.24,-30.10,.102040,.000346
Yes,NM_153265,68.00,0,8.873,10.05,38.05,1,3017,-6.458,23.58,-1.98,157.69,-79.70,.203488,.000019
Yes,NM_018093,62.00,0,8.842,6.40,43.46,1,886,-7.698,17.90,0.00,179.53,-48.70,.352941,.001758
Yes,NM_031472,64.00,0,8.865,15.87,69.87,1,708,-7.045,25.14,-2.67,71.33,-30.10,.317073,.000016
Yes,NM_000932,60.00,0,8.811,20.42,165.57,1,2685,-7.689,15.37,-10.46,50.80,-17.00,.102564,.000036
Yes,NM_025128,67.00,0,8.873,21.58,130.33,1,8991,-6.307,35.64,-3.16,137.40,-51.80,.215384,.000009
Yes,NM_006442,58.00,0,8.562,65.14,367.28,1,2781,-6.423,10.26,0.00,79.72,-20.70,.219178,.000420
Yes,NM_030981,53.00,0,8.772,69.85,337.71,2,1230,-6.801,16.61,-14.19,22.07,-21.30,.136986,.000010
Yes,NM_020470,62.00,0,8.893,38.00,121.14,1,957,-7.224,18.51,0.00,191.90,-76.00,.245283,.000716
Yes,NM_004292,74.00,0,8.648,3.50,76.61,1,5414,-7.797,54.46,-13.49,114.06,-87.10,.430939,.001004
Yes,NM_020441,59.00,0,8.8,29.65,133.40,3,2837,-6.438,52.95,-9.19,100.44,-76.40,.236453,.000021
Yes,NM_005995,61.00,0,8.854,.23,1.15,4,1100,-7.763,45.06,-3.92,214.16,-100.50,.212686,.000026
Yes,NM_138565,41.00,0,5.101,67.77,301.55,2,3268,-5.060,4.87,0.00,179.84,-17.80,.226804,.000496
Yes,NM_015159,55.00,0,8.849,33.25,69.25,1,341,-6.270,10.37,-17.74,90.35,-18.10,.215909,.000020
Yes,NM_015531,44.00,0,8.903,7.50,15.69,1,1816,-7.030,50.17,-2.96,142.63,-61.30,.196296,.000367
Yes,NM_020193,48.00,0,8.894,13.60,10.20,1,236,-4.581,8.68,-18.24,95.36,-30.60,.155963,.000012
Yes,NM_182603,45.00,0,8.903,8.57,17.28,1,391,-5.822,24.67,-4.52,118.40,-16.10,.137500,.000041
Yes,NM_004268,42.00,0,8.792,17.12,42.00,1,551,-7.169,26.95,0.00,178.15,-37.90,.161676,.001909
Yes,NM_016403,44.00,0,8.767,27.76,59.30,1,309,-7.575,15.84,0.00,204.75,-22.50,.107913,.000011
Yes,NM_020802,34.00,0,8.893,8.00,7.81,1,1179,-4.839,15.25,0.00,115.15,-17.50,.183333,.000020
Yes,NM_002424,44.00,0,8.844,2.87,12.16,1,640,-7.188,55.25,-3.45,121.37,-54.10,.228571,.010936
Yes,NM_032299,43.00,0,8.868,27.44,168.22,1,1374,-5.603,8.92,-8.05,69.29,-16.00,.108695,.000051
Yes,NM_033292,44.00,0,8.867,16.76,24.34,4,2455,-6.984,29.26,0.00,123.08,-61.50,.183520,.003858
