Functional,GeneID,GC_percentage,lowComplexity_density,phyloP_max,RPKM_tissue,RPKM_primary-cell,copy_number,repeat_distance,Interaction_ave,coding_potential,RNAalifold_score,Max_covariance,MFE,SNP_density,MAF_avg
Yes,URS0000BC4479_9606,32.00,0,2.184,.28,.14,1,569,-6.408,2.34,0.00,87.62,-7.90,.187500,.000009
Yes,URS00025E9D43_9606,35.00,0,2.092,.26,.20,2,1855,-6.071,3.03,0.00,123.53,-26.40,.178807,.000208
Yes,URS000075C4CF_9606,45.00,0,3.024,6.11,7.22,2,426,-4.631,NA,0.00,115.02,-24.50,.171717,.000015
Yes,URS00022B374C_9606,35.00,0.0660592,2.487,.79,.04,86,744,-6.808,8.97,-0.23,43.05,-84.58,.396355,.004640
Yes,URS00007E3F30_9606,45.00,0,2.294,2.71,16.14,1,1932,-4.721,1.81,0.00,76.58,-15.50,.240506,.000921
Yes,URS00007E3714_9606,42.00,0,6.952,.36,.63,1,1815,-5.540,3.04,0.00,101.65,-26.20,.184210,.003738
Yes,URS000075D717_9606,47.00,0,3.268,.78,.50,1,204,-6.521,5.12,0.00,155.00,-35.30,.162162,.000560
Yes,URS00007E486B_9606,48.00,0,2.367,5.16,10.77,161,163,-6.262,1.88,0.00,60.33,-46.30,.225274,.000030
Yes,URS0000BC45C1_9606,53.00,0,8.903,14.32,46.40,2,1995,-8.978,5.38,0.00,181.02,-82.90,.219211,.003789
Yes,URS00007E3AAF_9606,44.00,0,2.069,3.13,3.48,16,2361,-7.045,3.30,0.00,116.72,-75.20,.398648,.002881
Yes,URS000075DFB4_9606,52.00,0,3.742,2.80,.46,1,90,-5.967,1.27,0.00,109.85,-44.40,.397435,.000017
Yes,URS0000A767CE_9606,42.00,0.0664207,3.602,4.88,3.66,3,1271,-6.144,3.21,0.00,131.63,-72.40,.199261,.000041
Yes,URS0000A76C56_9606,58.00,0,8.451,3.04,5.26,1,3392,-7.584,3.93,0.00,158.77,-80.70,.239316,.016616
Yes,URS00008E3A53_9606,44.00,0,4.602,.84,2.32,1,2163,-7.611,6.10,0.00,140.84,-53.40,.169230,.000173
Yes,URS0000BC4629_9606,44.00,0.0170068,4.398,2.87,1.89,396478,174,-7.267,19.00,-4.02,36.10,-171.00,.312925,.015315
Yes,URS0000CCDFFE_9606,40.00,0,3.356,5.75,4.89,402,403,-7.854,6.55,0.00,80.53,-82.70,.237113,.036088
Yes,URS000075A153_9606,60.00,0,8.852,1.33,5.33,1,702,-7.421,25.29,0.00,108.70,-24.30,.193548,.001296
Yes,URS0000ABD863_9606,55.00,0,8.903,62.31,175.78,2,949,-8.126,4.78,-2.26,97.65,-42.90,.174358,.000089
Yes,URS00022B5F5C_9606,54.00,0.0612033,8.499,1.41,1.89,3,1842,-8.975,4.84,0.00,137.17,-368.10,.281120,.000316
Yes,URS00026179B9_9606,55.00,0.109232,8.795,.09,.20,24029,3403,-9.023,3.82,0.00,177.01,-555.00,.215644,.008853
Yes,URS0000ABD7E1_9606,48.00,0.0311143,8.682,3.79,7.91,349272,290,-8.993,3.50,0.00,152.56,-465.30,.217076,.011865
Yes,URS000075ACC9_9606,45.00,0,2.626,.28,1.28,1,238,-6.817,3.26,0.00,61.84,-13.80,.253164,.000102
Yes,URS000075A942_9606,39.00,0.307036,2.604,2.56,18.45,52656,911,-7.437,9.09,-37.58,25.93,-93.60,.780383,.016640
Yes,URS0000BC445D_9606,59.00,0,8.885,13.59,8.78,1,1578,-7.901,6.76,-1.15,173.72,-133.40,.301587,.005775
Yes,URS00025F7C6D_9606,44.00,0,5.283,1.28,1.28,1,2241,-6.210,5.23,0.00,128.31,-10.50,.202702,.000022
Yes,URS000075C630_9606,44.00,0,2.666,.60,.40,1,691,-6.228,5.46,0.00,83.92,-20.10,.183486,.029870
Yes,URS0000BC448B_9606,46.00,0,8.3,.38,1.46,1,1542,-7.211,4.81,0.00,126.82,-35.70,.250000,.009999
Yes,URS00007E4946_9606,53.00,0,8.489,.47,7.19,1,2631,-7.186,5.16,0.00,159.37,-66.30,.203791,.000020
Yes,URS00007E3E18_9606,55.00,0.0647482,0.34,.75,.90,529,1556,-8.941,17.82,-191.46,21.88,-317.60,.206235,.003192
Yes,URS000029FF6C_9606,39.00,0.201923,2.068,.50,2.40,1,266,-7.150,NA,0.00,89.60,-14.70,.403846,.000155
Yes,URS00007E36BD_9606,46.00,0,3.609,1.07,.50,1,706,-6.830,3.52,0.00,157.01,-30.60,.177304,.001556
Yes,URS0000ABD817_9606,51.00,0,5.839,1.12,1.10,1,1848,-9.133,1.84,0.00,135.26,-411.90,.215798,.000135
Yes,URS00007E4C95_9606,61.00,0,2.576,1.25,.58,1,718,-6.843,2.81,0.00,49.68,-38.60,.238461,.010591
Yes,URS0000BC460C_9606,39.00,0,2.836,41.93,280.00,1,1542,-6.766,2.92,0.00,190.31,-27.70,.132075,.000032
Yes,URS000075EEAE_9606,41.00,0,3.406,.85,.42,1,808,-5.063,2.40,0.00,84.05,-13.90,.184210,.000105
Yes,URS0000BC4633_9606,37.00,0,5.98,.55,.05,2,274,-8.432,3.36,0.00,182.44,-211.70,.216243,.000401
Yes,URS00025E3479_9606,35.00,0,2.255,.54,.09,11,125,-8.450,10.00,-28.01,41.43,-245.30,.230628,.004582
Yes,URS0000BC462A_9606,40.00,0,1.043,1.46,.13,1,1721,-6.890,9.20,-1.29,41.37,-29.10,.318181,.000056
Yes,URS0000BC4644_9606,37.00,0,1.605,.90,.27,1,706,-5.420,NA,0.00,124.11,-21.30,.275000,.000218
Yes,URS0000BC45EE_9606,60.00,0,2.665,7.55,3.55,2,1667,-7.879,0.92,0.00,108.23,-96.60,.231046,.000028
Yes,URS0000E42B0E_9606,59.00,0,5.862,18.35,4.10,1,4852,-8.297,2.34,0.00,148.12,-66.90,.217821,.001345
Yes,URS000075B295_9606,51.00,0,5.134,.16,.22,1,874,-7.361,2.49,0.00,176.27,-95.10,.223270,.000357
Yes,URS00008BDA32_9606,80.00,0.390374,8.313,3.22,1.83,1,3635,-6.361,4.53,-0.54,156.78,-93.30,.379679,.000220
Yes,URS0000CCE071_9606,49.00,0,0.82,7.88,3.66,7013,65,-6.050,6.47,-18.10,27.87,-19.30,.200000,.000026
Yes,URS00022B2827_9606,68.00,0,8.457,3.84,5.82,1,1455,-8.203,2.53,0.00,112.53,-396.70,.299123,.000487
Yes,URS0000A77143_9606,55.00,0,8.129,2.11,2.29,1,4823,-5.677,3.08,-3.93,160.00,-53.50,.142045,.000602
Yes,URS0000BC43D7_9606,41.00,0,3.314,.31,1.18,1,804,-6.360,2.06,0.00,139.19,-28.00,.161490,.000072
Yes,URS0000ABD848_9606,52.00,0,3.854,15.63,665.18,318789,7444,-7.264,10.48,-41.44,30.09,-64.90,.250000,.001574
Yes,URS0000D77F5A_9606,71.00,0,8.368,1.96,22.83,2,7286,-7.688,2.99,0.00,144.77,-158.20,.281645,.006060
Yes,URS0000BC4558_9606,62.00,0,8.115,.58,3.68,1,2878,-9.531,4.45,0.00,143.24,-318.60,.221925,.001215
Yes,URS000075ACB7_9606,45.00,0,3.846,7.37,16.12,1,444,-6.221,3.70,0.00,105.09,-14.90,.158536,.000022
Yes,URS00008E39CF_9606,41.00,0,4.555,.21,1.07,1,753,-6.717,3.97,0.00,117.54,-30.60,.140845,.000016
Yes,URS0000BC44A0_9606,37.00,0,1.189,3.00,.87,797,470,-4.490,5.73,-7.38,30.59,-18.90,.215909,.039796
Yes,URS000075B5F8_9606,41.00,0,2.74,3.85,37.71,1,2718,-6.507,4.54,0.00,114.89,-11.00,.262500,.000097
Yes,URS0000A77289_9606,46.00,0,2.91,2.58,6.05,1,244,-7.286,4.72,0.00,92.45,-38.80,.189944,.001001
Yes,URS0000BC4493_9606,48.00,0,2.448,.50,5.25,1,1430,-6.453,1.14,0.00,128.61,-27.80,.231404,.010090
Yes,URS0000A774BF_9606,51.00,0,2.92,.26,.31,1,366,-8.622,4.49,0.00,82.73,-105.20,.274358,.002644
Yes,URS0000380C69_9606,56.00,0,1.375,12.11,1.33,1,366,-7.127,7.55,-31.17,22.32,-21.20,.303030,.000034
Yes,URS00007E4015_9606,51.00,0,5.527,2.42,2.42,1,1493,-7.059,2.41,0.00,115.07,-6.60,.421052,.000490
Yes,URS00025E764C_9606,47.00,0,5.135,1.21,.71,1,582,-8.197,2.78,0.00,145.22,-76.50,.254601,.004956
Yes,URS000075A909_9606,42.00,0.03698,3.917,.48,1.41,603,2046,-9.278,11.69,0.00,85.49,-343.20,.231895,.003119
Yes,URS0000CCDFB1_9606,49.00,0.134921,1.68,20.91,25.25,69511,1913,-6.992,7.18,-22.32,33.15,-33.40,.373015,.006618
Yes,URS0000E86FC5_9606,59.00,0,3.258,16.44,15.44,1,7024,-6.150,NA,0.00,100.68,-22.20,.290322,.000033
Yes,URS0000CCE155_9606,52.00,0,0.272,1.43,.05,2,634,-7.689,10.45,-135.61,11.54,-127.20,.170854,.000050
Yes,URS000075B9DB_9606,46.00,0,2.282,1.47,.04,1,1549,-7.056,5.09,0.00,107.62,-34.30,.264150,.007542
Yes,URS0000E60B5B_9606,46.00,0,3.101,0,.05,1,843,-7.160,1.22,0.00,134.74,-126.90,.230198,.011042
Yes,URS000075BE06_9606,41.00,0,2.384,7.45,42.54,1,1483,-4.325,3.91,0.00,78.90,-20.80,.247863,.019528
Yes,URS000075E9C9_9606,40.00,0,3.244,1.33,27.08,1,293,-5.013,4.32,0.00,79.87,-28.10,.230769,.020705
Yes,URS0000A77231_9606,52.00,0,6.73,.13,1.20,1,1539,-8.413,3.46,0.00,199.46,-216.50,.228571,.002522
Yes,URS0000A76D17_9606,49.00,0,5.295,1.36,10.29,1,924,-7.884,7.75,0.00,131.68,-185.90,.253859,.001141
Yes,URS000075DB9C_9606,37.00,0,4.344,2.34,.10,1,2716,-7.142,6.19,0.00,171.77,-97.50,.210752,.001306
Yes,URS00003D754F_9606,53.00,0,2.026,9.80,.70,1,521,-6.093,3.77,0.00,137.77,-32.40,.311926,.000317
Yes,URS000075BA57_9606,41.00,0,6.095,8.70,54.10,1,1141,-6.502,6.78,0.00,116.43,-16.00,.224299,.000767
Yes,URS000075B948_9606,34.00,0,4.677,2.00,3.80,1,1401,-5.188,3.59,0.00,121.08,-15.70,.296296,.000015
Yes,URS000075AE68_9606,64.00,0,5.307,2.43,1.52,1,3015,-7.906,2.13,0.00,119.47,-187.10,.269230,.003720
Yes,URS0000D78001_9606,47.00,0,4.385,.42,.73,1,717,-9.450,2.30,0.00,181.59,-191.20,.240489,.009809
Yes,URS0000A76C06_9606,41.00,0,0.579,.53,.30,4,2003,-6.052,6.26,0.00,53.77,-23.80,.166666,.007940
Yes,URS000075BC29_9606,51.00,0,8.826,1.20,3.30,4,610,-6.354,8.08,0.00,17.36,-25.30,.278846,.000601
Yes,URS000075DE1B_9606,45.00,0,2.864,.15,2.38,1,136,-8.162,3.98,0.00,133.66,-117.50,.187782,.000103
Yes,URS0000A76472_9606,47.00,0,5.131,.46,.96,2,470,-7.164,4.84,0.00,130.24,-89.20,.288819,.000090
Yes,URS00025E7734_9606,54.00,0,8.728,.48,.83,1,410,-7.034,0.65,0.00,130.71,-138.10,.242666,.018348
Yes,URS000075BE23_9606,36.00,0,5.54,11.11,2.72,1,624,-7.032,7.09,0.00,138.92,-28.20,.177419,.017341
Yes,URS0000E60B05_9606,39.00,0,3.305,.83,2.16,1,969,-5.825,2.23,0.00,108.38,-16.90,.188524,.000023
Yes,URS0002123126_9606,47.00,0,0.569,.62,.18,1,1625,-7.446,8.16,-36.97,26.47,-29.20,.269461,.000027
Yes,URS000075E54A_9606,50.00,0,1.981,3.41,1.50,56414,426,-6.130,5.20,0.00,53.71,-31.80,.290322,.004089
Yes,URS000075BFEF_9606,62.00,0,0.523,4.77,21.33,5,1595,-6.677,16.64,-36.98,21.12,-69.60,.340659,.000793
Yes,URS0000A77064_9606,45.00,0,4.015,.14,.07,1,607,-7.441,4.77,0.00,128.94,-65.30,.295774,.000530
Yes,URS00007BE1A3_9606,63.00,0,2.813,.50,.61,2,1154,-8.498,4.72,0.00,109.00,-72.10,.253968,.003926
Yes,URS0000EEACA5_9606,45.00,0,2.013,1.69,1.92,1,781,-5.513,2.55,0.00,116.82,-38.90,.198473,.000012
Yes,URS0000D78064_9606,53.00,0.163918,3.642,3.27,1.60,388673,364,-8.286,8.31,-22.57,40.97,-359.40,1.211340,.005409
Yes,URS000075EB1A_9606,46.00,0,3.745,3.50,2.75,1,309,-5.693,3.90,0.00,79.64,-16.20,.159090,.000065
Yes,URS0000DBA8AE_9606,44.00,0,5.581,.40,.95,1,446,-7.781,4.75,0.00,180.48,-48.20,.229729,.000173
Yes,URS0000D78019_9606,51.00,0,0.586,1.00,5.77,30944,1673,-7.249,6.15,-25.55,23.46,-22.60,.260416,.002093
Yes,URS000075A46C_9606,34.00,0,4.354,2.63,2.78,3,427,-5.311,2.59,0.00,124.25,-39.50,.136125,.000013
Yes,URS0000759C3A_9606,40.00,0.0576923,4.407,10.60,10.50,3,376,-6.704,3.21,0.00,80.21,-18.50,.288461,.003407
Yes,URS0000759F36_9606,44.00,0,3.338,.50,.14,1,2417,-7.428,5.56,0.00,123.62,-67.80,.210344,.014724
Yes,URS000075B6C0_9606,48.00,0,8.372,.40,.31,1,495,-7.429,3.06,0.00,152.74,-86.40,.196261,.000342
Yes,URS000075A40C_9606,49.00,0,3.744,.63,.21,3,161,-7.951,4.88,0.00,136.34,-104.00,.214925,.002509
Yes,URS0000BC456D_9606,45.00,0,3.969,1.09,.21,409,291,-7.579,2.48,0.00,170.54,-77.00,.221183,.000690
Yes,URS000075B789_9606,43.00,0,4.272,1.10,1.10,1,681,-7.039,3.46,0.00,134.19,-48.90,.159793,.000257
Yes,URS000075B5EB_9606,41.00,0,6.208,8.46,7.61,1,1299,-6.505,2.28,0.00,117.28,-24.60,.217391,.000047
Yes,URS0000CCE041_9606,49.00,0,3.831,7.62,19.37,1,433,-5.523,2.96,0.00,76.37,-18.10,.172839,.004733
Yes,URS000075C0D0_9606,53.00,0,0.321,1.86,3.91,3034,674,-6.427,10.59,-43.11,11.35,-71.40,.236051,.000240
Yes,URS000075A252_9606,56.00,0,3.868,1.83,.50,1,1563,-8.169,1.84,0.00,96.95,-40.80,.270718,.000388
Yes,URS000075ABA8_9606,63.00,0,8.523,11.71,6.85,1,10079,-5.257,9.85,0.00,167.49,-25.30,.175000,.000032
Yes,URS000075B6B9_9606,56.00,0,1.949,7.23,6.52,2,1645,-7.048,3.64,0.00,124.20,-52.70,.206896,.000017
Yes,URS0000759BD2_9606,43.00,0,7.022,1.75,.90,1,702,-8.044,3.80,0.00,174.48,-130.90,.190114,.000728
Yes,URS00007E3821_9606,51.00,0,2.409,.64,17.57,367,283,-6.344,2.60,0.00,63.51,-40.30,.197278,.000025
Yes,URS00022B774E_9606,73.00,0,8.639,3.16,3.75,1,2956,-7.381,4.87,-0.04,185.82,-53.40,.349593,.000186
Yes,URS000075B07A_9606,36.00,0,3.362,1.90,6.60,1,1133,-5.995,4.86,0.00,112.61,-9.90,.160377,.000351
Yes,URS0000BC4643_9606,57.00,0,2.231,1.40,4.78,16489,15084,-8.112,9.13,-16.62,36.98,-79.50,.279635,.001402
Yes,URS0000E60B51_9606,67.00,0.0271493,3.117,.45,.54,3,4377,-7.465,5.97,0.00,58.46,-100.80,.280542,.013035
Yes,URS000027B716_9606,63.00,0.00599315,8.565,24.38,70.42,1,7690,-9.904,47.83,-2.74,204.32,-446.20,.268835,.000707
Yes,URS0000812128_9606,51.00,0,8.584,5607.76,11671.76,2,9378,-7.584,2.23,0.00,197.51,-23.70,NA,NA
Yes,URS0000A76E5D_9606,64.00,0,4.166,18.71,5.32,1,23540,-8.486,0.26,0.00,134.97,-86.90,.452296,.008911
Yes,URS0000759B3A_9606,52.00,0,1.783,.80,1.00,1,471,-7.549,2.41,0.00,58.12,-49.70,.250000,.000154
Yes,URS0001BBE583_9606,59.00,0,2.685,6.83,16.91,2,2966,-6.476,4.01,0.00,37.69,-32.60,.325396,.009541
Yes,URS0001BBE4A4_9606,47.00,0,2.953,.54,.05,4729,1566,-8.381,8.55,-74.65,6.80,-86.50,.324786,.000157
Yes,URS00008E39AE_9606,57.00,0,8.873,.41,.44,89,1701,-8.575,6.71,0.00,133.95,-164.70,.241935,.007550
Yes,URS00025E3453_9606,46.00,0,6.773,3.38,4.32,1,960,-8.233,2.98,0.00,130.80,-128.00,.239436,.007363
Yes,URS000075E984_9606,43.00,0,4.656,.30,.38,1,2968,-6.167,3.59,0.00,141.90,-31.80,.204379,.000033
Yes,URS000075AE0C_9606,50.00,0,3.851,.35,.39,1,197,-6.585,1.09,0.00,115.95,-91.50,.270462,.000404
Yes,URS00008120ED_9606,42.00,0.00946372,8.903,.20,.11,2,1223,-8.767,8.92,-0.01,235.24,-150.60,.200315,.000219
Yes,URS000075A793_9606,53.00,0,0.586,.22,.88,284850,1331,-6.977,8.51,-21.90,25.93,-19.90,.244897,.001009
Yes,URS000075E6BC_9606,61.00,0,8.756,.52,1.52,1,457,-8.526,2.75,0.00,123.77,-148.80,.210382,.000165
Yes,URS0000759996_9606,36.00,0,5.127,.88,.88,1,442,-5.790,4.66,0.00,87.38,-11.40,.153061,.000009
Yes,URS0000A76754_9606,47.00,0,5.85,.57,11.03,1,4885,-7.598,5.85,0.00,125.34,-64.60,.213740,.000236
Yes,URS0000ABD8A5_9606,71.00,0.156406,8.024,5.57,23.70,1,2003,-9.183,2.46,0.00,101.49,-620.90,.361064,.001167
Yes,URS0000A765B6_9606,60.00,0,8.835,3.46,3.95,1,564,-8.260,5.26,0.00,195.52,-210.60,.183467,.006566
Yes,URS00007C9E84_9606,52.00,0,3.057,4.81,1.27,1,1758,-7.097,0.12,0.00,98.84,-30.80,.258333,.000031
Yes,URS000075D8FB_9606,59.00,0,8.225,.81,1.00,1,3478,-5.935,1.97,0.00,125.90,-38.60,.298245,.000064
Yes,URS00022B4028_9606,47.00,0,1.983,1.08,3.26,649,741,-8.400,8.18,-65.14,24.90,-114.80,.233404,.005973
Yes,URS00022B6AB1_9606,53.00,0,5.708,.17,.23,1,282,-8.802,5.79,0.00,142.80,-324.50,.237812,.010618
Yes,URS0000BC44BA_9606,69.00,0.0234261,8.762,4.07,7.83,1,4695,-8.907,4.32,0.00,288.69,-342.10,.332357,.001677
Yes,URS00025EEC56_9606,47.00,0,6.483,2.86,4.76,1,1777,-7.338,1.90,0.00,161.85,-98.70,.245161,.001274
Yes,URS00025E34B1_9606,30.00,0,4.63,2.06,1.77,168058,355,-7.179,4.99,0.00,148.83,-142.50,.225721,.002264
Yes,URS000075ED9D_9606,36.00,0,5.47,.54,.54,1,1245,-7.335,2.61,0.00,244.72,-51.60,.211711,.000117
Yes,URS000075C669_9606,40.00,0,1.908,2.44,.22,1,1823,-5.602,3.91,0.00,86.91,-12.50,.274725,.001241
Yes,URS0000A764DE_9606,42.00,0.0642978,3.779,.22,.66,1,725,-7.577,11.86,0.00,133.68,-147.20,.248730,.005692
Yes,URS0000ABD8E2_9606,53.00,0,2.845,.94,121.64,1,234,-7.551,2.79,0.00,119.01,-60.10,.183908,.000187
Yes,URS0000BC44DA_9606,54.00,0,2.378,.18,.35,370,888,-7.376,12.11,-79.12,26.67,-129.20,.226315,.001966
Yes,URS00008BFFB5_9606,43.00,0.0344037,8.903,87.17,12.87,1,1550,-8.236,5.20,0.00,187.28,-260.40,.228211,.009420
Yes,URS000075D9A0_9606,39.00,0.035533,3.554,.31,.10,1,1982,-7.096,4.24,0.00,138.57,-42.50,.213197,.000475
Yes,URS000075BB5B_9606,50.00,0,4.921,2.45,1.81,1,1044,-6.045,8.03,0.00,132.82,-21.60,.223214,.000184
Yes,URS00025E3586_9606,54.00,0.238267,8.821,.15,.03,1,511,-8.616,NA,0.00,161.24,-320.70,.285198,.009660
Yes,URS000075A114_9606,48.00,0,8.903,22.90,33.60,1,1548,-7.442,20.63,0.00,161.02,-17.10,.084112,.000062
Yes,URS000075C7CB_9606,49.00,0,2.106,9.93,8.33,16,3463,-6.397,7.69,-5.07,38.07,-54.50,.223684,.002862
Yes,URS000075B56C_9606,56.00,0,0.582,2.75,.25,349858,207,-6.020,9.22,-36.76,22.77,-41.90,.524590,.000009
Yes,URS0000BC4413_9606,37.00,0,4.134,2.75,1.50,1,729,-5.267,4.67,0.00,144.44,-12.70,.134146,.000069
Yes,URS000075B558_9606,42.00,0,8.903,1.29,.81,1,1168,-8.117,2.06,0.00,145.38,-234.40,.195259,.001388
Yes,URS0001BBE59D_9606,54.00,0,3.372,3.88,8.50,1,74,-7.642,4.17,0.00,124.94,-56.70,.138121,.010344
Yes,URS0000BC44D8_9606,44.00,0,3.887,2.35,.78,1,1581,-5.849,6.67,0.00,123.90,-32.40,.228187,.000033
Yes,URS00022B145A_9606,63.00,0,8.732,.12,.20,1,532,-8.843,0.87,0.00,186.73,-354.20,.288435,.003427
