chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	154555859	154555964	RNA78	105	11	2.6732091514118523e-06	0.0	1.0	104761.90476190476
chr1	154953670	154953757	RNA79	87	17	8.650158901325673e-06	1.4698100130772218e-05	1.0	195402.29885057473
chr1	154969377	154969448	RNA80	71	5	8.81947999005206e-06	1.4698100130772218e-05	1.0	70422.5352112676
chr1	155192182	155192283	RNA81	101	30	0.04892379915978987	1.4710850336996373e-05	0.9333333333333333	297029.702970297
chr1	155240629	155240717	RNA82	88	0				0.0
chr1	156130616	156130773	RNA83	157	23	0.00016741048792660076	1.4698500308440998e-05	1.0	146496.8152866242
chr1	156154549	156154717	RNA84	168	52	3.137235015715732e-05	1.4694850051455433e-05	1.0	309523.8095238095
chr1	156620017	156620158	RNA85	141	19	5.3377051938834046e-05	0.0	1.0	134751.7730496454
chr1	156923948	156924098	RNA86	150	36	2.401004998217872e-05	1.4698549875902245e-05	1.0	240000.0
chr1	156986081	156986173	RNA87	92	28	7.350610725812398e-06	0.0	1.0	304347.82608695654
chr1	159893179	159893305	RNA88	126	31	0.0004305979870086011	1.469509970775107e-05	1.0	246031.746031746
chr1	160192801	160192886	RNA89	85	17	6.053352936920847e-06	0.0	1.0	200000.0
chr1	160340180	160340294	RNA90	114	15	1.4701033372451394e-05	1.4701099644298664e-05	1.0	131578.94736842104
chr1	160344721	160344826	RNA91	105	18	2.7765949249033167e-05	0.0	1.0	171428.57142857142
chr1	160884819	160884883	RNA92	64	0				0.0
chr1	162792658	162792862	RNA93	204	43	1.6749248801671914e-05	1.4697199731017465e-05	1.0	210784.3137254902
chr1	163326031	163326174	RNA94	143	17	1.0377958621093593e-05	0.0	1.0	118881.11888111888
chr1	165695251	165695397	RNA95	146	29	2.3828923923276363e-05	1.470159986638464e-05	1.0	198630.13698630137
chr1	167073384	167073539	RNA96	155	41	0.002739126495770305	1.4700300198455809e-05	0.975609756097561	264516.12903225806
chr1	172445072	172445158	RNA97	86	10	1.028971000778256e-05	0.0	1.0	116279.06976744186
chr1	183633081	183633154	RNA98	73	12	3.554619221782859e-05	1.4698099676024867e-05	1.0	164383.5616438356
chr1	185160832	185160925	RNA99	93	13	2.2618361841659343e-05	1.4698500308440998e-05	1.0	139784.94623655913
chr1	186854285	186854387	RNA100	102	15	0.00028957706545042807	1.4728399946761783e-05	1.0	147058.82352941178
chr1	192159219	192159321	RNA101	102	29	1.1660989630086234e-05	1.4700300198455809e-05	1.0	284313.7254901961
chr1	196825476	196825671	RNA102	195	0				0.0
chr1	196982884	196983079	RNA103	195	4	3.674100071293651e-06	0.0	1.0	20512.82051282051
chr1	202159280	202159454	RNA104	174	45	0.00020477124461547942	0.0	1.0	258620.68965517243
chr1	202335645	202335818	RNA105	173	26	0.019578397086766362	1.469744984206045e-05	0.9615384615384616	150289.01734104048
chr1	202966748	202966898	RNA106	150	29	0.0010697526796665659	0.0	1.0	193333.33333333334
chr1	203007773	203007863	RNA107	90	0				0.0
chr1	204149702	204149962	RNA108	260	44	4.3902028272149474e-05	1.470005008741282e-05	1.0	169230.76923076925
chr1	204525483	204525596	RNA109	113	15	3.0392299959192027e-05	1.4697699953103438e-05	1.0	132743.36283185842
chr1	205993419	205993546	RNA110	127	18	0.00021559119426860305	0.0	1.0	141732.28346456692
chr1	207090307	207090481	RNA111	174	29	1.0644127385227155e-05	0.0	1.0	166666.66666666666
chr1	207677388	207677568	RNA112	180	0				0.0
chr1	209594954	209595075	RNA113	121	19	9.437707544030004e-05	1.4699399798701052e-05	1.0	157024.79338842977
chr1	209772947	209773019	RNA114	72	6	0.00040422125024026223	7.349050065386109e-06	1.0	83333.33333333333
chr1	211829058	211829323	RNA115	265	38	9.283894733495177e-06	0.0	1.0	143396.22641509434
chr1	220881193	220881373	RNA116	180	34	0.02939663703554127	0.0	0.9705882352941176	188888.88888888888
chr1	222715683	222715800	RNA117	117	12	4.8996917030308396e-06	0.0	1.0	102564.10256410256
chr1	223654329	223654399	RNA118	70	14	0.07143802107150675	0.0	0.9285714285714286	200000.0
chr1	227925262	227925519	RNA119	257	71	0.00598650095227486	1.4698999621032272e-05	0.971830985915493	276264.59143968875
chr1	228022666	228022908	RNA120	242	46	1.853176312895338e-05	1.469569997425424e-05	1.0	190082.64462809917
chr1	229286485	229286566	RNA121	81	7	2.1036286333193336e-06	0.0	1.0	86419.75308641975
chr1	229506039	229506158	RNA122	119	22	3.207557338927238e-05	0.0	1.0	184873.94957983194
chr1	230755336	230755406	RNA123	70	12	2.327182452669319e-05	7.347549853875535e-06	1.0	171428.57142857142
chr1	233346441	233346622	RNA124	181	16	1.470023119054531e-05	7.348200142587302e-06	1.0	88397.79005524861
chr1	235160892	235161067	RNA125	175	34	0.025836615411983926	7.348599865508732e-06	0.9705882352941176	194285.7142857143
chr1	236523969	236524061	RNA126	92	30	0.03333823254327702	0.0	0.9666666666666667	326086.95652173914
chr1	241355698	241355826	RNA127	128	25	0.03950265213112289	0.0	0.96	195312.5
chr1	246999911	247000074	RNA128	163	30	3.9684849707546866e-05	0.0	1.0	184049.07975460123
chr1	248844482	248844636	RNA129	154	41	2.1151036579371034e-05	0.0	1.0	266233.7662337662
chr10	992488	992659	RNA130	171	34	2.0320341156866068e-05	0.0	1.0	198830.40935672514
chr10	12186228	12186332	RNA131	104	18	0.004305665195210572	1.4696349808218656e-05	0.9444444444444444	173076.92307692306
chr10	14839904	14839985	RNA132	81	8	9.19214994610229e-06	7.351649855991127e-06	1.0	98765.43209876542
chr10	37129892	37130007	RNA133	115	0				0.0
chr10	45307738	45307808	RNA134	70	20	0.050013963579658594	0.0	0.95	285714.2857142857
chr10	46379884	46379975	RNA135	0	0				
chr10	47353324	47353515	RNA136	191	34	3.76112764249234e-05	1.4697699953103438e-05	1.0	178010.47120418848
chr10	50248483	50248646	RNA137	163	27	1.5243214976280498e-05	1.4697199731017465e-05	1.0	165644.1717791411
chr10	54664171	54664290	RNA138	119	25	0.009825202308929873	1.4719699720444623e-05	0.96	210084.03361344538
chr10	60279537	60279639	RNA139	102	9	1.3065022156095236e-05	1.4698500308440998e-05	1.0	88235.29411764706
chr10	67823313	67823392	RNA140	79	7	8.611298237934243e-05	1.4700700376124589e-05	1.0	88607.59493670886
chr10	69483690	69483876	RNA141	186	34	0.001030951584973935	1.4697900041937828e-05	1.0	182795.6989247312
chr10	69631479	69631547	RNA142	68	9	8.164833363682394e-06	0.0	1.0	132352.9411764706
chr10	70123906	70124097	RNA143	191	57	0.00028354120708204146	1.4699399798701052e-05	1.0	298429.3193717277
chr10	71439826	71439898	RNA144	72	18	0.055538402442885444	1.4699000075779622e-05	0.9444444444444444	250000.0
chr10	72223887	72224056	RNA145	169	28	0.00010447159866088598	1.469964990974404e-05	1.0	165680.47337278107
chr10	73479316	73479517	RNA146	201	33	1.2472724158600833e-05	1.4697699953103438e-05	1.0	164179.10447761195
chr10	86656154	86656300	RNA147	146	30	2.7436407102259292e-05	0.0	1.0	205479.4520547945
chr10	86956329	86956425	RNA148	96	18	0.026935963572618165	7.348399776674342e-06	0.9444444444444444	187500.0
chr10	88582201	88582307	RNA149	106	20	2.1311280352162617e-05	0.0	1.0	188679.24528301888
chr10	89705293	89705441	RNA150	148	21	0.00039965397761642106	1.4698999621032272e-05	1.0	141891.8918918919
chr10	94687769	94687932	RNA151	163	27	0.0001241154252932521	0.0	1.0	165644.1717791411
chr10	95194464	95194677	RNA152	213	33	0.02472530475915846	1.4698500308440998e-05	0.9393939393939394	154929.57746478872
chr10	95271632	95271784	RNA153	152	27	1.3066077607854149e-05	0.0	1.0	177631.57894736843
chr10	96833405	96833479	RNA154	74	22	1.3365581956102027e-05	1.4698300219606608e-05	1.0	297297.29729729734
chr10	97400304	97400534	RNA155	230	40	0.016895848820672653	0.0	0.975	173913.04347826086
chr10	97650940	97651141	RNA156	201	15	0.0518449049458771	1.4696400285174605e-05	0.9333333333333333	74626.86567164179
chr10	99659861	99659964	RNA157	103	18	0.00016910019540873896	0.0	1.0	174757.28155339806
chr10	99729552	99729734	RNA158	182	28	1.785140339701602e-05	1.4699199709866662e-05	1.0	153846.15384615384
chr10	100261978	100262063	RNA159	85	6	1.4699833627673797e-05	0.0	1.0	70588.23529411765
chr10	101594657	101594738	RNA160	81	12	1.4699041457788553e-05	1.4696999642183075e-05	1.0	148148.14814814815
chr10	102490548	102490613	RNA161	65	6	4.899066577005821e-06	0.0	1.0	92307.69230769231
chr10	102654652	102654748	RNA162	96	10	1.910757973746513e-05	7.348399776674342e-06	1.0	104166.66666666667
chr10	102705345	102705489	RNA163	144	15	3.0376606082426114e-05	1.4698999621032272e-05	1.0	104166.66666666667
chr10	103348899	103348999	RNA164	100	17	2.075437661165822e-05	1.4699799976369832e-05	1.0	170000.0
chr10	104255162	104255271	RNA165	109	26	0.0769694457465518	1.4702899989060825e-05	0.9230769230769231	238532.11009174315
chr10	114340602	114340731	RNA166	129	21	0.048304315308650106	2.939190017059445e-05	0.9523809523809523	162790.69767441862
chr10	119326515	119326611	RNA167	96	14	0.0009492412171831627	1.4698099676024867e-05	1.0	145833.33333333334
chr10	119751075	119751156	RNA168	81	13	6.783869139326271e-06	0.0	1.0	160493.82716049382
chr10	125721203	125721412	RNA169	209	28	1.1549092862748824e-05	0.0	1.0	133971.2918660287
chr10	132333476	132333734	RNA170	258	45	0.001159293095184288	0.0	0.9777777777777777	174418.6046511628
chr11	534211	534375	RNA171	164	38	0.018480531319758145	0.0	0.9736842105263158	231707.31707317074
chr11	755878	756002	RNA172	124	35	1.763991424793054e-05	1.4697699953103438e-05	1.0	282258.06451612903
chr11	834529	834591	RNA173	62	18	9.800772356053736e-06	0.0	1.0	290322.58064516133
chr11	1295644	1295794	RNA174	150	41	9.609541189646889e-05	1.4697199731017465e-05	1.0	273333.3333333333
chr11	3042164	3042256	RNA175	92	21	2.0995767001641936e-05	1.4693800039822236e-05	1.0	228260.86956521738
chr11	4767269	4767341	RNA176	72	15	9.605859874378752e-05	1.4704999557579868e-05	1.0	208333.33333333334
chr11	8651799	8651903	RNA177	104	12	1.5924649915177724e-05	1.4698099676024867e-05	1.0	115384.61538461539
chr11	9694145	9694286	RNA178	141	19	1.3154273801774252e-05	1.4699799976369832e-05	1.0	134751.7730496454
chr11	14295767	14295855	RNA179	88	11	1.2029563467050055e-05	0.0	1.0	125000.0
chr11	17282788	17282943	RNA180	155	24	2.757058371116146e-05	7.348200142587302e-06	1.0	154838.70967741936
chr11	17548134	17548212	RNA181	78	17	0.058836503747068704	1.47024002217222e-05	0.9411764705882353	217948.71794871794
chr11	18247920	18248015	RNA182	95	18	1.8789972273220375e-05	0.0	1.0	189473.68421052632
chr11	18266883	18266978	RNA183	95	0				0.0
chr11	20388018	20388154	RNA184	136	32	5.9721279683342756e-05	1.4698499853693647e-05	1.0	235294.11764705883
chr11	30580245	30580494	RNA185	249	47	0.0005599929733394427	0.0	1.0	188755.02008032126
chr11	32097143	32097337	RNA186	194	37	2.9950900465627094e-05	0.0	1.0	190721.64948453606
chr11	34108210	34108333	RNA187	123	23	6.519352170826632e-05	1.4698100130772218e-05	1.0	186991.86991869917
chr11	45855981	45856090	RNA188	109	19	1.624448410247327e-05	1.4697699953103438e-05	1.0	174311.9266055046
chr11	46987207	46987310	RNA189	103	20	0.00019032968834835478	0.0	1.0	194174.7572815534
chr11	47847847	47847959	RNA190	112	18	1.4698977540522012e-05	1.4697199731017465e-05	1.0	160714.28571428574
chr11	58724415	58724511	RNA191	96	21	0.006926095759722341	0.0	0.9523809523809523	218750.0
chr11	60089691	60089821	RNA192	130	0				0.0
chr11	60183135	60183331	RNA193	196	0				0.0
chr11	60292224	60292384	RNA194	160	0				0.0
chr11	60462358	60462533	RNA195	175	35	0.028585707679823307	1.4697199731017465e-05	0.9714285714285714	200000.0
chr11	61965368	61965515	RNA196	147	14	0.00027082890658545425	1.4697900041937828e-05	1.0	95238.09523809524
chr11	62611424	62611596	RNA197	172	0				0.0
chr11	62839506	62839659	RNA198	153	52	0.03744956334627694	1.4694600395159796e-05	0.9615384615384616	339869.28104575165
chr11	64225498	64225580	RNA199	82	24	8.57659169165951e-06	0.0	1.0	292682.9268292683
chr11	64254414	64254492	RNA200	78	8	2.3891487217042595e-05	1.470220013288781e-05	1.0	102564.10256410256
chr11	65860972	65861102	RNA201	130	27	1.0890829596771962e-05	1.4699399798701052e-05	1.0	207692.30769230772
chr11	65919779	65919852	RNA202	73	12	1.5921725056008047e-05	1.4696800008096034e-05	1.0	164383.5616438356
chr11	66271796	66271869	RNA203	73	9	1.3068100088275969e-05	1.4700700376124589e-05	1.0	123287.6712328767
chr11	66288080	66288292	RNA204	212	52	0.0009338945979099917	0.0	1.0	245283.01886792452
chr11	66335977	66336158	RNA205	181	77	0.013937416106084313	1.470159986638464e-05	0.974025974025974	425414.364640884
chr11	67442427	67442630	RNA206	203	43	2.1875169908906182e-05	0.0	1.0	211822.66009852214
chr11	67634995	67635263	RNA207	268	53	0.018877077292395454	0.0	0.9811320754716981	197761.19402985074
chr11	70405264	70405361	RNA208	97	19	0.052658654600092725	1.4697699953103438e-05	0.9473684210526315	195876.28865979382
chr11	73468404	73468492	RNA209	88	19	1.3152326238536059e-05	1.4697199731017465e-05	1.0	215909.0909090909
chr11	74168343	74168613	RNA210	270	50	2.233989802334234e-05	7.347100108745508e-06	1.0	185185.18518518517
chr11	76446899	76447008	RNA211	109	16	9.188643787183537e-06	0.0	1.0	146788.9908256881
chr11	83198478	83198558	RNA212	80	11	6.682836432115767e-06	0.0	1.0	137500.0
chr11	93788000	93788167	RNA213	167	26	0.0384592830200745	0.0	0.9615384615384616	155688.62275449102
chr11	94972054	94972193	RNA214	139	11	2.005027239316439e-05	1.4701099644298664e-05	1.0	79136.69064748201
chr11	101922640	101922760	RNA215	120	20	1.763977493283164e-05	1.4698099676024867e-05	1.0	166666.66666666666
chr11	102722428	102722673	RNA216	245	52	0.010854885146710116	1.4698300219606608e-05	0.9807692307692307	212244.89795918367
chr11	103089226	103089318	RNA217	92	9	4.0828521276929414e-05	0.0	1.0	97826.08695652174
chr11	105034207	105034474	RNA218	267	0				0.0
chr11	107815789	107815965	RNA219	176	25	4.003016416390486e-05	1.4701099644298664e-05	1.0	142045.45454545456
chr11	108461478	108461568	RNA220	90	19	1.856737392364479e-05	1.4696799553348685e-05	1.0	211111.11111111112
chr11	110279680	110279756	RNA221	76	10	1.6200150275834956e-05	0.0	1.0	131578.94736842104
chr11	110435833	110435958	RNA222	125	20	1.3230100103100995e-05	0.0	1.0	160000.0
chr11	111964548	111964678	RNA223	130	21	5.59969816787846e-05	2.939449950645212e-05	1.0	161538.46153846156
chr11	112026197	112026299	RNA224	102	25	1.885147634311342e-05	1.4723200365551747e-05	1.0	245098.03921568627
chr11	113202378	113202453	RNA225	75	13	5.655715330459106e-06	0.0	1.0	173333.33333333334
chr11	116837344	116837407	RNA226	63	12	3.797406687529549e-05	2.9400550374703016e-05	1.0	190476.19047619047
chr11	117181415	117181537	RNA227	122	22	1.5386450120948752e-05	1.4716900295752566e-05	1.0	180327.868852459
chr11	118663338	118663439	RNA228	101	20	0.011387431360253681	0.0	0.95	198019.80198019804
chr11	124675237	124675418	RNA229	181	39	0.0005337302882253385	1.4697699953103438e-05	1.0	215469.61325966852
chr11	126210889	126211055	RNA230	166	34	1.3403667841938681e-05	1.4696800008096034e-05	1.0	204819.27710843371
chr11	126271436	126271657	RNA231	221	47	0.00012509004682214776	1.4697199731017465e-05	1.0	212669.68325791854
chr11	130188113	130188273	RNA232	160	31	0.030918641385523506	0.0	0.967741935483871	193750.0
chr11	130461488	130461621	RNA233	133	17	2.0753793625552485e-05	0.0	1.0	127819.54887218044
chr11	134234896	134235053	RNA234	157	28	2.5197789292568014e-05	1.469785001972923e-05	1.0	178343.94904458598
chr12	2959947	2960040	RNA235	93	18	8.983227720212502e-06	0.0	1.0	193548.38709677418
chr12	6225425	6225534	RNA236	109	21	9.100243048686978e-06	0.0	1.0	192660.55045871562
chr12	9203767	9203951	RNA237	184	33	1.4257654666750533e-05	0.0	1.0	179347.8260869565
chr12	9862498	9862573	RNA238	75	10	5.882220011699246e-06	0.0	1.0	133333.33333333334
chr12	10089123	10089222	RNA239	99	28	8.924342767256479e-06	0.0	1.0	282828.2828282828
chr12	10169073	10169175	RNA240	102	22	6.682686406830643e-06	0.0	1.0	215686.27450980394
chr12	10309387	10309480	RNA241	93	18	3.426960296968786e-05	0.0	1.0	193548.38709677418
chr12	10388770	10388875	RNA242	105	27	6.0983410548937e-05	1.470159986638464e-05	1.0	257142.85714285713
chr12	10450969	10451187	RNA243	218	38	1.1211236525064859e-05	0.0	1.0	174311.9266055046
chr12	16354230	16354378	RNA244	148	28	8.400853533073263e-06	0.0	1.0	189189.1891891892
chr12	20699551	20699705	RNA245	154	24	0.003234095134340954	1.4709549759572838e-05	0.9583333333333334	155844.15584415584
chr12	31960776	31960871	RNA246	95	19	1.1604652507613585e-05	0.0	1.0	200000.0
chr12	45302013	45302093	RNA247	80	18	5.308114896251553e-05	1.4698099676024867e-05	1.0	225000.0
chr12	49129499	49129722	RNA248	223	19	2.1661568194084788e-05	1.4698100130772218e-05	1.0	85201.7937219731
chr12	49566721	49566841	RNA249	120	26	0.034239905686997814	1.4695749996462837e-05	0.9615384615384616	216666.6666666667
chr12	49963491	49963656	RNA250	165	38	2.4366450313540275e-05	1.469509970775107e-05	1.0	230303.0303030303
chr12	51118620	51118772	RNA251	152	15	3.135367981788353e-05	1.469549988541985e-05	1.0	98684.21052631579
chr12	51345794	51345877	RNA252	83	26	0.0045186808119979	1.4703100077895215e-05	0.9615384615384616	313253.0120481928
chr12	53300149	53300262	RNA253	113	16	8.544031919654026e-05	0.0	1.0	141592.9203539823
chr12	54499354	54499465	RNA254	111	16	2.7563681669556332e-05	0.0	1.0	144144.14414414414
chr12	56023670	56023764	RNA255	94	10	1.3227069939603097e-05	1.4696599919261644e-05	1.0	106382.97872340426
chr12	56216428	56216613	RNA256	185	28	2.0472303828811912e-05	0.0	1.0	151351.35135135136
chr12	56315129	56315242	RNA257	113	22	1.2698000070734203e-05	7.350350188062294e-06	1.0	194690.26548672566
chr12	57048209	57048343	RNA258	134	28	4.5664953761707905e-05	1.4696549897053046e-05	1.0	208955.223880597
chr12	69586269	69586344	RNA259	75	11	0.00020177656402995967	1.4696400285174605e-05	1.0	146666.66666666666
chr12	101476827	101476907	RNA260	80	11	9.489463751708904e-05	1.4700700376124589e-05	1.0	137500.0
chr12	102061247	102061346	RNA261	99	19	8.276465096538345e-05	1.4696799553348685e-05	1.0	191919.19191919192
chr12	102118362	102118583	RNA262	221	42	3.185384279969527e-05	1.469764993089484e-05	1.0	190045.24886877826
chr12	103590896	103591030	RNA263	134	32	1.4242868843439283e-05	1.470025017624721e-05	1.0	238805.97014925373
chr12	104288930	104289040	RNA264	110	25	1.3522583976737224e-05	1.4696400285174605e-05	1.0	227272.72727272726
chr12	107022083	107022192	RNA265	109	17	1.3839000102427021e-05	1.470159986638464e-05	1.0	155963.3027522936
chr12	112446275	112446398	RNA266	123	14	3.9891849350423945e-05	0.0	1.0	113821.1382113821
chr12	118052309	118052478	RNA267	169	21	1.6099199975932216e-05	0.0	1.0	124260.3550295858
chr12	120325860	120326020	RNA268	160	48	2.6031232948750782e-05	0.0	1.0	300000.0
chr12	120727025	120727189	RNA269	164	32	1.1484943854611629e-05	0.0	1.0	195121.9512195122
chr12	123586746	123586939	RNA270	193	27	1.3609355577231057e-05	1.4696799553348685e-05	1.0	139896.3730569948
chr12	123973885	123974020	RNA271	135	49	0.0004718389051532176	0.0	1.0	362962.962962963
chr12	125073875	125073979	RNA272	104	7	1.049914291278193e-05	1.4697699953103438e-05	1.0	67307.6923076923
chr13	20868595	20868701	RNA273	106	10	6.469754189310226e-05	0.0	1.0	94339.62264150944
