chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	15670977	15671115	RNA1084	138	23	0.0005112380236902882	0.0	1.0	166666.66666666666
chr1	15673062	15673200	RNA1085	138	29	0.0022102561173408582	1.4706300135003405e-05	0.9655172413793104	210144.92753623187
chr1	15680167	15680237	RNA1086	70	10	1.1757820084312698e-05	7.347950031544315e-06	1.0	142857.14285714284
chr1	15680773	15680845	RNA1087	72	9	1.4697622039723987e-05	1.4698100130772218e-05	1.0	125000.0
chr1	15751733	15751803	RNA1088	70	1	0.0	0.0	1.0	14285.714285714284
chr1	15752198	15752270	RNA1089	72	15	5.788590642622167e-05	1.4703299711982254e-05	1.0	208333.33333333334
chr1	15803508	15803579	RNA1090	71	9	3.266417701928677e-05	0.0	1.0	126760.56338028169
chr1	15940557	15940630	RNA1091	73	15	1.46983267768519e-05	0.0	1.0	205479.4520547945
chr1	15941154	15941227	RNA1092	73	7	4.1999428503913805e-06	0.0	1.0	95890.4109589041
chr1	16438224	16438297	RNA1093	73	9	4.276731205107092e-05	1.4737999663338996e-05	1.0	123287.6712328767
chr1	16438283	16438356	RNA1094	73	14	0.002265358154350645	0.0	1.0	191780.8219178082
chr1	16439175	16439246	RNA1095	71	6	0.15367828045085238	2.2049550352676306e-05	0.8333333333333334	84507.04225352113
chr1	16440268	16440338	RNA1096	70	15	0.0020941120460217116	1.469549988541985e-05	1.0	214285.71428571426
chr1	16460406	16460544	RNA1097	138	0				0.0
chr1	16499262	16499335	RNA1098	73	0				0.0
chr1	16499264	16499337	RNA1099	73	0				0.0
chr1	16499278	16499349	RNA1100	71	0				0.0
chr1	16499279	16499349	RNA1101	70	0				0.0
chr1	16499282	16499353	RNA1102	71	0				0.0
chr1	16499282	16499354	RNA1103	72	0				0.0
chr1	16499284	16499357	RNA1104	73	0				0.0
chr1	16499288	16499361	RNA1105	73	0				0.0
chr1	16499291	16499361	RNA1106	70	0				0.0
chr1	16499292	16499362	RNA1107	70	0				0.0
chr1	16672053	16672123	RNA1108	0	0				
chr1	16672055	16672127	RNA1109	0	0				
chr1	16672116	16672189	RNA1110	0	0				
chr1	16672210	16672280	RNA1111	0	0				
chr1	16672423	16672495	RNA1112	0	0				
chr1	16672570	16672640	RNA1113	0	0				
chr1	16672575	16672647	RNA1114	0	0				
chr1	16672638	16672708	RNA1115	0	0				
chr1	16672674	16672745	RNA1116	0	0				
chr1	16673015	16673088	RNA1117	0	0				
chr1	16673105	16673178	RNA1118	0	0				
chr1	16673556	16673626	RNA1119	0	0				
chr1	16673654	16673726	RNA1120	0	0				
chr1	16673659	16673731	RNA1121	0	0				
chr1	16673849	16673922	RNA1122	69	0				0.0
chr1	16674001	16674071	RNA1123	70	0				0.0
chr1	16674144	16674214	RNA1124	70	0				0.0
chr1	16674144	16674217	RNA1125	73	0				0.0
chr1	16674249	16674320	RNA1126	71	0				0.0
chr1	16674274	16674344	RNA1127	70	0				0.0
chr1	16674323	16674394	RNA1128	71	0				0.0
chr1	16674396	16674469	RNA1129	73	0				0.0
chr1	16732829	16732901	RNA1130	72	0				0.0
chr1	16732984	16733054	RNA1131	70	0				0.0
chr1	16733082	16733154	RNA1132	72	0				0.0
chr1	16733703	16733775	RNA1133	0	0				
chr1	16734503	16734575	RNA1134	0	0				
chr1	16734646	16734716	RNA1135	0	0				
chr1	16734861	16734931	RNA1136	0	0				
chr1	16737752	16737822	RNA1137	0	0				
chr1	16739728	16739801	RNA1138	0	0				
chr1	16739729	16739801	RNA1139	0	0				
chr1	16739730	16739803	RNA1140	0	0				
chr1	16739735	16739806	RNA1141	0	0				
chr1	16739764	16739834	RNA1142	0	0				
chr1	16739778	16739851	RNA1143	0	0				
chr1	16739803	16739921	RNA1144	0	0				
chr1	16739822	16739895	RNA1145	0	0				
chr1	16739830	16739900	RNA1146	0	0				
chr1	16739841	16739914	RNA1147	0	0				
chr1	16739844	16739915	RNA1148	0	0				
chr1	16739848	16739921	RNA1149	0	0				
chr1	16739861	16739933	RNA1150	0	0				
chr1	16739863	16739934	RNA1151	0	0				
chr1	16973001	16973074	RNA1152	73	0				0.0
chr1	16973151	16973224	RNA1153	73	0				0.0
chr1	16973713	16973786	RNA1154	72	0				0.0
chr1	16973852	16973923	RNA1155	71	0				0.0
chr1	16974171	16974244	RNA1156	0	0				
chr1	16974258	16974329	RNA1157	0	0				
chr1	16974348	16974419	RNA1158	0	0				
chr1	16974401	16974474	RNA1159	0	0				
chr1	16974426	16974499	RNA1160	0	0				
chr1	17401812	17401885	RNA1161	73	14	1.36636570329886e-05	1.4697199731017465e-05	1.0	191780.8219178082
chr1	17402007	17402078	RNA1162	71	18	8.247990960322483e-05	2.9400099720078288e-05	1.0	253521.12676056338
chr1	17403014	17403084	RNA1163	70	15	5.5861160884281354e-05	1.4700700376124589e-05	1.0	214285.71428571426
chr1	17406158	17406231	RNA1164	73	17	0.00012707417879615773	1.469590006308863e-05	1.0	232876.7123287671
chr1	17698605	17698675	RNA1165	70	16	0.00015527329594532618	0.0	1.0	228571.42857142855
chr1	17699034	17699106	RNA1166	72	19	0.05309265055994298	1.4699799976369832e-05	0.9473684210526315	263888.8888888889
chr1	17750627	17750697	RNA1167	70	10	2.2053729753679364e-05	1.4707849913975224e-05	1.0	142857.14285714284
chr1	17753373	17753445	RNA1168	72	5	1.7646720334596466e-05	1.4700300198455809e-05	1.0	69444.44444444445
chr1	17832277	17832348	RNA1169	71	12	0.08328800119064302	1.4698099676024867e-05	0.9166666666666666	169014.08450704225
chr1	17841081	17841154	RNA1170	73	14	1.5750099789459326e-05	1.4698950053571025e-05	1.0	191780.8219178082
chr1	17888883	17888956	RNA1171	73	12	2.1824174533923297e-05	0.0	1.0	164383.5616438356
chr1	20493943	20494081	RNA1172	138	29	1.6726261931356466e-05	1.4697199731017465e-05	1.0	210144.92753623187
chr1	21504357	21504427	RNA1173	70	0				0.0
chr1	21504752	21504823	RNA1174	69	0				0.0
chr1	21506297	21506370	RNA1175	73	0				0.0
chr1	21508315	21508388	RNA1176	73	0				0.0
chr1	21674618	21674688	RNA1177	70	10	4.41034007963026e-06	0.0	1.0	142857.14285714284
chr1	21675727	21675797	RNA1178	67	14	0.0005955042437173132	1.48297499436012e-05	1.0	208955.223880597
chr1	21677581	21677653	RNA1179	72	11	1.870840854032109e-05	0.0	1.0	152777.77777777778
chr1	21677666	21677738	RNA1180	72	18	0.000982311699469075	1.4696799553348685e-05	1.0	250000.0
chr1	21798155	21798228	RNA1181	73	11	1.0731736272811593e-05	1.472100029786816e-05	1.0	150684.9315068493
chr1	21805684	21805755	RNA1182	71	14	0.0011931233316317903	7.349499810516136e-06	1.0	197183.0985915493
chr1	21808878	21808951	RNA1183	73	13	1.695911571284971e-05	0.0	1.0	178082.19178082192
chr1	23868486	23868619	RNA1184	133	27	1.3609559236671413e-05	1.4696799553348685e-05	1.0	203007.51879699246
chr1	23869960	23870091	RNA1185	131	18	8.166158128612099e-05	0.0	1.0	137404.58015267176
chr1	23870163	23870242	RNA1186	79	15	0.038262422672111523	0.0	0.9333333333333333	189873.417721519
chr1	23870228	23870357	RNA1187	129	35	0.01642082064567408	1.4698100130772218e-05	0.9714285714285714	271317.82945736434
chr1	25998910	25998984	RNA1188	74	15	0.00030567891553800227	1.4698500308440998e-05	1.0	202702.70270270272
chr1	27604454	27604583	RNA1189	129	20	3.7525615107364834e-05	7.35100002202671e-06	1.0	155038.75968992247
chr1	27604786	27604865	RNA1190	79	16	1.9291631133455667e-05	7.347950031544315e-06	1.0	202531.64556962025
chr1	27604793	27604926	RNA1191	133	29	1.0136468768780169e-05	0.0	1.0	218045.11278195487
chr1	27604903	27605034	RNA1192	131	27	5.988285213081528e-06	0.0	1.0	206106.87022900765
chr1	28540407	28540486	RNA1193	79	0				0.0
chr1	28541955	28542088	RNA1194	133	24	0.08332599079953222	0.0	0.9166666666666666	180451.12781954886
chr1	28542314	28542443	RNA1195	129	23	0.00015497789722164558	1.4713699783897027e-05	1.0	178294.57364341087
chr1	28542551	28542682	RNA1196	131	34	2.480282920955142e-05	0.0	1.0	259541.9847328244
chr1	28546722	28546801	RNA1197	79	20	8.09823491181305e-06	0.0	1.0	253164.55696202532
chr1	28549158	28549289	RNA1198	131	36	0.0008553917123461109	1.4700699921377236e-05	1.0	274809.1603053435
chr1	28549468	28549601	RNA1199	133	22	0.0007522441584445549	7.348849976551719e-06	1.0	165413.53383458644
chr1	28549622	28549751	RNA1200	129	22	0.01337472306142279	1.4698099676024867e-05	0.9545454545454546	170542.63565891472
chr1	28549732	28549861	RNA1201	129	28	8.398164287167934e-06	0.0	1.0	217054.26356589148
chr1	28550259	28550338	RNA1202	79	12	1.2252849955984857e-05	7.351649855991127e-06	1.0	151898.7341772152
chr1	28550524	28550655	RNA1203	123	28	0.02485756409026049	4.598225132212974e-05	0.9642857142857143	227642.2764227642
chr1	28550770	28550903	RNA1204	133	29	1.0226275882250147e-05	1.4729699614690617e-05	1.0	218045.11278195487
chr1	29123905	29123984	RNA1205	79	31	2.1443158226655984e-05	0.0	1.0	392405.0632911392
chr1	29123925	29124004	RNA1206	79	23	9.646056597652521e-06	0.0	1.0	291139.2405063291
chr1	29123930	29124009	RNA1207	79	23	8.999387042105967e-06	0.0	1.0	291139.2405063291
chr1	29124714	29124843	RNA1208	129	38	4.746496214417415e-05	1.4712400115968194e-05	1.0	294573.64341085276
chr1	29124716	29124849	RNA1209	133	38	4.785529632786288e-05	1.4715199995407602e-05	1.0	285714.2857142857
chr1	29124727	29124860	RNA1210	133	34	5.219117533402051e-05	1.4718899819854414e-05	1.0	255639.0977443609
chr1	29124728	29124859	RNA1211	131	32	5.452908627034251e-05	1.4718899819854414e-05	1.0	244274.80916030533
chr1	29124729	29124858	RNA1212	129	31	5.628808905325679e-05	1.4720199942530598e-05	1.0	240310.07751937985
chr1	29124731	29124862	RNA1213	131	34	5.219117533402051e-05	1.4718899819854414e-05	1.0	259541.9847328244
chr1	29124758	29124889	RNA1214	131	37	0.0024842701533408494	0.0	0.972972972972973	282442.7480916031
chr1	29124765	29124898	RNA1215	133	39	0.0024014681422881773	0.0	0.9743589743589743	293233.0827067669
chr1	29124775	29124904	RNA1216	129	41	0.0022843233548594855	0.0	0.975609756097561	317829.45736434107
chr1	29556776	29556907	RNA1217	131	33	0.09569086726443139	1.4710600225953384e-05	0.8181818181818182	251908.39694656487
chr1	29563611	29563740	RNA1218	129	26	0.03847916675018636	1.4698999621032272e-05	0.9615384615384616	201550.38759689924
chr1	29564682	29564815	RNA1219	133	26	0.019346256609039228	0.0	0.9230769230769231	195488.72180451127
chr1	29574540	29574619	RNA1220	79	13	1.922033796010729e-05	1.4696799553348685e-05	1.0	164556.96202531643
chr1	29973084	29973158	RNA1221	74	17	0.04155887686042928	0.0	0.9411764705882353	229729.72972972973
chr1	30868792	30868866	RNA1222	74	20	7.351124986598734e-06	0.0	1.0	270270.2702702703
chr1	30923692	30923766	RNA1223	74	8	5.514212375601346e-06	0.0	1.0	108108.10810810812
chr1	30928866	30928940	RNA1224	74	9	6.859134474425922e-05	1.4698999621032272e-05	1.0	121621.62162162163
chr1	31066302	31066376	RNA1225	74	19	0.0004842834047705822	0.0	1.0	256756.75675675675
chr1	31066822	31066896	RNA1226	74	17	3.38062646358805e-05	1.4730099792359397e-05	1.0	229729.72972972973
chr1	31069684	31069758	RNA1227	74	11	0.016242320249809622	1.4700700376124589e-05	0.9090909090909091	148648.64864864867
chr1	31483351	31483481	RNA1228	130	33	0.030317283318033857	0.0	0.9696969696969697	253846.15384615384
chr1	31950755	31950829	RNA1229	74	16	1.83808626843512e-05	1.4711249605170451e-05	1.0	216216.21621621624
chr1	33237912	33238010	RNA1230	98	13	3.39211922507152e-05	1.4697699953103438e-05	1.0	132653.0612244898
chr1	33513207	33513336	RNA1231	129	18	1.3070838879987908e-05	1.4702900443808176e-05	1.0	139534.88372093023
chr1	33513410	33513543	RNA1232	133	23	4.0269208749003255e-05	0.0	1.0	172932.33082706766
chr1	33513719	33513798	RNA1233	79	15	7.839586639117139e-06	0.0	1.0	189873.417721519
chr1	33513804	33513935	RNA1234	131	23	0.0013021594440151944	1.4698100130772218e-05	1.0	175572.51908396944
chr1	34690646	34690782	RNA1235	136	35	0.02786347922205355	0.0	0.9428571428571428	257352.94117647057
chr1	35568250	35568380	RNA1236	130	21	1.1199333390063007e-05	0.0	1.0	161538.46153846156
chr1	35930567	35930641	RNA1237	74	20	2.2047615175319686e-05	1.469764993089484e-05	1.0	270270.2702702703
chr1	36329384	36329514	RNA1238	127	18	2.7779233732870518e-05	1.4696149719384266e-05	1.0	141732.28346456692
chr1	36400468	36400598	RNA1239	129	33	0.060630362138330056	1.4708500202686992e-05	0.8787878787878788	255813.9534883721
chr1	36400902	36401032	RNA1240	130	21	1.820480953202121e-05	1.4698999621032272e-05	1.0	161538.46153846156
chr1	36450452	36450582	RNA1241	130	33	0.03031239343029787	1.4702900443808176e-05	0.9696969696969697	253846.15384615384
chr1	36450460	36450590	RNA1242	130	35	1.0929762798436318e-05	0.0	1.0	269230.7692307692
chr1	36519651	36519781	RNA1243	130	34	0.00033939772977057423	1.4696999642183075e-05	1.0	261538.46153846156
chr1	37153908	37154006	RNA1244	98	19	1.5478378707867752e-05	1.4699799976369832e-05	1.0	193877.55102040817
chr1	37487922	37488052	RNA1245	130	27	1.4159600006543542e-05	0.0	1.0	207692.30769230772
chr1	37990460	37990558	RNA1246	98	26	0.0004540381305909786	7.347749942709925e-06	1.0	265306.1224489796
chr1	38046824	38046922	RNA1247	98	3	8.903740157013222e-05	2.9670100047951564e-05	1.0	30612.244897959183
chr1	38046839	38046937	RNA1248	98	10	4.590829048538256e-05	2.9695200282731093e-05	1.0	102040.81632653062
chr1	38276641	38276739	RNA1249	98	17	1.1239876531523323e-05	0.0	1.0	173469.38775510204
chr1	38276713	38276811	RNA1250	98	24	3.307263826475728e-05	7.348849976551719e-06	1.0	244897.95918367346
chr1	38293748	38293846	RNA1251	98	15	1.763637962236654e-05	0.0	1.0	153061.22448979592
chr1	38731733	38731869	RNA1252	136	25	0.0015993383627210258	0.0	1.0	183823.52941176473
chr1	38835608	38835706	RNA1253	98	8	6.0625499372690615e-05	1.4696999642183075e-05	1.0	81632.65306122448
chr1	39491492	39491628	RNA1254	136	0				0.0
chr1	39559766	39559902	RNA1255	133	33	1.5219027166795356e-05	0.0	1.0	248120.3007518797
chr1	39559892	39560028	RNA1256	136	56	0.03735937169267345	1.4705899957334624e-05	0.9464285714285714	411764.7058823529
chr1	39594158	39594294	RNA1257	136	21	0.047632348138081614	1.4700300198455809e-05	0.9523809523809523	154411.76470588235
chr1	39598137	39598273	RNA1258	136	0				0.0
chr1	39674668	39674767	RNA1259	99	5	1.4697739970870316e-05	1.4697699953103438e-05	1.0	50505.0505050505
chr1	39677827	39677963	RNA1260	136	31	6.923251631603348e-05	0.0	1.0	227941.17647058822
chr1	39788865	39788935	RNA1261	70	27	5.680092069976802e-05	0.0	1.0	385714.28571428574
chr1	39788866	39788965	RNA1262	99	37	4.503270434184178e-05	0.0	1.0	373737.37373737374
chr1	39788870	39788967	RNA1263	97	39	4.4611947743806954e-05	0.0	1.0	402061.8556701031
chr1	39788871	39788944	RNA1264	73	29	5.440754341242548e-05	0.0	1.0	397260.27397260274
chr1	39788872	39788944	RNA1265	72	29	5.440754341242548e-05	0.0	1.0	402777.7777777778
chr1	39821201	39821316	RNA1266	115	22	0.0007125036555738515	0.0	1.0	191304.34782608697
chr1	40552741	40552877	RNA1267	136	32	0.019947286728410063	1.4725349956279388e-05	0.96875	235294.11764705883
chr1	41414803	41414933	RNA1268	130	28	2.677854630356559e-05	1.4698549875902245e-05	1.0	215384.6153846154
chr1	42919268	42919366	RNA1269	98	18	0.003849347256770362	7.352499778789934e-06	0.9444444444444444	183673.46938775512
chr1	43643747	43643862	RNA1270	115	20	0.00017221944494848898	1.4700249721499858e-05	1.0	173913.04347826086
chr1	43643843	43643942	RNA1271	99	14	0.07148551117143143	1.4710400137118995e-05	0.9285714285714286	141414.1414141414
chr1	43644108	43644181	RNA1272	73	13	9.140238524616087e-06	0.0	1.0	178082.19178082192
chr1	43645591	43645663	RNA1273	72	11	3.073317318259901e-05	1.469549988541985e-05	1.0	152777.77777777778
chr1	43645595	43645694	RNA1274	99	15	2.253766033390594e-05	1.4694600395159796e-05	1.0	151515.15151515152
chr1	43646354	43646424	RNA1275	70	12	0.00023926632472163364	0.0	1.0	171428.57142857142
chr1	43648855	43648952	RNA1276	97	9	1.4708966672414033e-05	1.4699799976369832e-05	1.0	92783.50515463918
chr1	44398456	44398555	RNA1277	99	17	0.05775367852166871	1.47024002217222e-05	0.9411764705882353	171717.1717171717
chr1	44402177	44402276	RNA1278	99	22	0.0010210258678026414	1.4697699953103438e-05	1.0	222222.22222222222
chr1	44403052	44403151	RNA1279	99	13	1.0176807826120728e-05	0.0	1.0	131313.13131313134
chr1	44403505	44403641	RNA1280	136	26	4.8682495127228475e-05	1.4699000075779622e-05	1.0	191176.47058823527
chr1	44674489	44674604	RNA1281	115	41	2.3664460680197703e-05	1.4696400285174605e-05	1.0	356521.73913043475
chr1	44674499	44674569	RNA1282	70	22	1.2697922556981212e-05	0.0	1.0	314285.71428571426
chr1	44674499	44674571	RNA1283	72	23	1.4702330348803155e-05	0.0	1.0	319444.44444444444
chr1	44674503	44674600	RNA1284	97	35	2.309853402298848e-05	0.0	1.0	360824.74226804124
chr1	44674504	44674603	RNA1285	99	35	2.3098805468178617e-05	0.0	1.0	353535.35353535356
chr1	44674517	44674616	RNA1286	99	30	2.645835305277731e-05	1.4696400285174605e-05	1.0	303030.30303030304
chr1	44674535	44674634	RNA1287	99	38	2.321007349038055e-05	7.348200142587302e-06	1.0	383838.38383838383
chr1	44674548	44674647	RNA1288	99	35	2.51995083609846e-05	1.4696400285174605e-05	1.0	353535.35353535356
chr1	44674553	44674668	RNA1289	115	39	3.882458666992253e-05	0.0	1.0	339130.4347826087
chr1	44674566	44674639	RNA1290	73	28	2.9923956877348324e-05	1.4696599919261644e-05	1.0	383561.6438356164
chr1	44674571	44674686	RNA1291	115	35	4.0741759403315095e-05	1.4696400285174605e-05	1.0	304347.82608695654
chr1	44674584	44674683	RNA1292	99	28	3.412896746470068e-05	0.0	1.0	282828.2828282828
chr1	44735878	44735993	RNA1293	115	23	1.983232643554916e-05	0.0	1.0	200000.0
chr1	44736904	44737019	RNA1294	115	21	1.1897995050058991e-05	0.0	1.0	182608.69565217392
chr1	44737863	44737962	RNA1295	99	20	5.748817566199842e-05	1.4721899788128212e-05	1.0	202020.202020202
chr1	44739670	44739740	RNA1296	70	19	0.00010984627193752396	0.0	1.0	271428.5714285714
chr1	44739672	44739769	RNA1297	97	35	0.0004040877682460335	0.0	1.0	360824.74226804124
chr1	44739677	44739776	RNA1298	99	35	0.00040450772539770324	0.0	1.0	353535.35353535356
chr1	44739679	44739751	RNA1299	72	23	0.0006110818429711426	0.0	1.0	319444.44444444444
chr1	44739685	44739755	RNA1300	70	22	0.0005520085600520264	0.0	1.0	314285.71428571426
chr1	44739693	44739766	RNA1301	73	26	0.00046708423157654536	0.0	1.0	356164.38356164383
chr1	44739695	44739792	RNA1302	97	32	0.0003822613975898994	0.0	1.0	329896.90721649484
chr1	44739720	44739792	RNA1303	72	28	0.00043582036512036885	0.0	1.0	388888.8888888889
chr1	44739725	44739798	RNA1304	73	28	0.00043582037941242846	0.0	1.0	383561.6438356164
