chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	11539177	11539524	RNA1089	347	74	0.013893387508036337	1.470025017624721e-05	0.972972972972973	213256.4841498559
chr1	11539601	11539736	RNA1090	135	41	0.04752691338687393	1.4698500308440998e-05	0.926829268292683	303703.7037037037
chr1	11598404	11598539	RNA1091	135	24	3.6747041652536914e-06	0.0	1.0	177777.77777777778
chr1	11604037	11604172	RNA1092	135	26	0.009670067883164914	0.0	0.9230769230769231	192592.59259259258
chr1	11618651	11618943	RNA1093	290	64	0.03147933409238135	7.349250154220499e-06	0.953125	220689.6551724138
chr1	11620538	11620673	RNA1094	135	28	0.0013887245404475795	1.469724975322606e-05	1.0	207407.4074074074
chr1	11621476	11621611	RNA1095	135	24	0.03429533097191021	7.348399776674342e-06	0.9583333333333334	177777.77777777778
chr1	11734279	11734648	RNA1096	369	61	0.006290368748866098	0.0	0.9672131147540983	165311.65311653118
chr1	11734425	11734560	RNA1097	135	21	0.013197332703774526	0.0	0.9523809523809523	155555.55555555556
chr1	11758558	11758927	RNA1098	356	58	0.0004480969975765161	0.0	1.0	162921.34831460676
chr1	11758915	11759284	RNA1099	369	59	0.03392053384379971	1.4707599802932236e-05	0.9661016949152542	159891.59891598916
chr1	11759523	11759597	RNA1100	74	10	0.030565959915656988	7.349499810516136e-06	0.9	135135.13513513515
chr1	11849779	11850148	RNA1101	369	81	7.384479376474377e-05	0.0	1.0	219512.19512195123
chr1	11852356	11852609	RNA1102	253	45	0.0029878981715026156	1.4710200048284603e-05	0.9777777777777777	177865.61264822134
chr1	11864489	11864858	RNA1103	368	64	1.4046185995653104e-05	1.4696400285174605e-05	1.0	173913.04347826086
chr1	11928812	11929181	RNA1104	369	0				0.0
chr1	12144321	12144625	RNA1105	304	69	0.019139670719899488	0.0	0.9710144927536232	226973.68421052632
chr1	12513995	12514342	RNA1106	346	59	0.0004995403586212489	0.0	1.0	170520.23121387284
chr1	12516225	12516572	RNA1107	347	58	0.01755932175898312	1.4702650332765188e-05	0.9827586206896551	167146.97406340056
chr1	12518512	12518859	RNA1108	347	67	0.030566643810662247	1.4696799553348685e-05	0.9701492537313433	193083.5734870317
chr1	12545706	12546053	RNA1109	346	61	0.022339417104689584	1.4699799976369832e-05	0.9508196721311475	176300.57803468208
chr1	12549450	12549797	RNA1110	347	91	0.011051694042050385	1.4697699953103438e-05	0.989010989010989	262247.8386167147
chr1	12631638	12631985	RNA1111	347	64	0.014535599940401765	0.0	0.984375	184438.04034582133
chr1	12633774	12633909	RNA1112	135	17	3.5503140572786615e-05	0.0	1.0	125925.92592592591
chr1	12695958	12696211	RNA1113	253	0				0.0
chr1	12814350	12814603	RNA1114	253	0				0.0
chr1	12819918	12820171	RNA1115	253	0				0.0
chr1	12821705	12822074	RNA1116	369	0				0.0
chr1	12878645	12878898	RNA1117	253	0				0.0
chr1	12878853	12879106	RNA1118	226	0				0.0
chr1	12925841	12926094	RNA1119	139	0				0.0
chr1	13065909	13065995	RNA1120	0	0				
chr1	13354885	13355004	RNA1121	119	0				0.0
chr1	13526530	13526877	RNA1122	347	55	3.8522365023460244e-05	0.0	1.0	158501.4409221902
chr1	13825211	13825464	RNA1123	251	33	0.028949734841455313	1.4698500308440998e-05	0.9696969696969697	131474.10358565737
chr1	13875747	13875866	RNA1124	119	46	0.028455728772215746	2.940225022030063e-05	0.9347826086956522	386554.6218487395
chr1	13875847	13875966	RNA1125	119	42	0.048084199382282394	1.4703499800816644e-05	0.9523809523809523	352941.17647058825
chr1	13880032	13880151	RNA1126	119	22	0.06081733920659231	1.4696599919261644e-05	0.9090909090909091	184873.94957983194
chr1	13888310	13888484	RNA1127	174	25	0.013433512988558502	1.4696799553348685e-05	0.96	143678.1609195402
chr1	15221256	15222433	RNA1128	1177	191	0.015047632359010424	1.4696799553348685e-05	0.9685863874345549	162276.9753610875
chr1	15221776	15221895	RNA1129	119	16	0.06252114138703746	1.4705199646414258e-05	0.9375	134453.78151260503
chr1	15221847	15222294	RNA1130	447	84	0.010317558740802093	1.4698100130772218e-05	0.9523809523809523	187919.46308724832
chr1	15222960	15223079	RNA1131	119	14	0.002165811640289959	0.0	1.0	117647.05882352941
chr1	15223286	15223457	RNA1132	171	25	2.1756348178312014e-05	0.0	1.0	146198.8304093567
chr1	15224740	15224859	RNA1133	119	17	0.05884860814079301	1.4700300198455809e-05	0.9411764705882353	142857.14285714284
chr1	15430439	15430521	RNA1134	82	0				0.0
chr1	15431442	15431561	RNA1135	119	0				0.0
chr1	15431514	15431872	RNA1136	358	0				0.0
chr1	15674691	15674862	RNA1137	171	27	3.266192979262213e-05	0.0	1.0	157894.73684210525
chr1	15680219	15680390	RNA1138	171	29	0.03456638072942763	0.0	0.9655172413793104	169590.6432748538
chr1	15681616	15681787	RNA1139	171	32	0.00010014745271291447	0.0	1.0	187134.5029239766
chr1	15752803	15752974	RNA1140	171	5	8.825939949019812e-06	1.470929964852985e-05	1.0	29239.766081871345
chr1	15754454	15754625	RNA1141	171	37	0.02078726426827563	1.4698500308440998e-05	0.972972972972973	216374.26900584795
chr1	15804773	15804944	RNA1142	169	28	0.01661689776109856	1.4731650026078569e-05	0.8928571428571429	165680.47337278107
chr1	16082889	16084066	RNA1143	1177	250	0.0068048353962039945	1.4696150174131617e-05	0.988	212404.41801189462
chr1	16096627	16096931	RNA1144	304	45	1.2741071259369017e-05	1.4699399798701052e-05	1.0	148026.31578947368
chr1	16121670	16122847	RNA1145	1177	148	0.018437911456369353	1.4696599919261644e-05	0.972972972972973	125743.41546304163
chr1	16122097	16123274	RNA1146	1177	139	0.01455221327802496	1.4698999621032272e-05	0.9784172661870504	118096.85641461343
chr1	16189522	16190699	RNA1147	1171	236	0.014687266045168635	1.4696599919261644e-05	0.9745762711864406	201537.14773697694
chr1	16189710	16190887	RNA1148	1171	229	0.012495990051284659	0.0	0.9781659388646288	195559.35098206662
chr1	16196416	16197593	RNA1149	1177	221	0.01416138305082243	0.0	0.9773755656108597	187765.50552251487
chr1	16460759	16460894	RNA1150	135	0				0.0
chr1	16736856	16737225	RNA1151	0	0				
chr1	16738978	16739149	RNA1152	0	0				
chr1	17054122	17054282	RNA1153	160	44	0.00026620540756993965	1.469509970775107e-05	1.0	275000.0
chr1	17058721	17058807	RNA1154	86	24	1.5321279155006864e-05	1.4700950032420224e-05	1.0	279069.76744186046
chr1	17153861	17155038	RNA1155	1177	230	0.004611196301361217	1.4696599919261644e-05	0.9956521739130435	195412.06457094307
chr1	17405346	17405693	RNA1156	347	90	0.010181643356463606	1.4698349787067855e-05	0.9777777777777777	259365.99423631123
chr1	17750144	17750397	RNA1157	253	50	7.524907592596538e-05	1.4696150174131617e-05	1.0	197628.4584980237
chr1	17980003	17980089	RNA1158	86	21	3.570316701890047e-05	0.0	1.0	244186.0465116279
chr1	18060155	18060241	RNA1159	86	9	6.368463356111513e-05	1.4696799553348685e-05	1.0	104651.16279069768
chr1	18064788	18064874	RNA1160	86	24	2.2046120610256735e-05	7.348200142587302e-06	1.0	279069.76744186046
chr1	18076343	18076429	RNA1161	86	19	0.00012841474003116307	1.4696799553348685e-05	1.0	220930.23255813954
chr1	18093040	18093126	RNA1162	86	20	0.0003945880169339901	1.469724975322606e-05	1.0	232558.13953488372
chr1	18096519	18096605	RNA1163	86	26	3.844155379248169e-05	7.348399776674342e-06	1.0	302325.5813953488
chr1	18099757	18100204	RNA1164	447	101	0.0015737360030614919	0.0	0.9801980198019802	225950.78299776287
chr1	18748924	18749142	RNA1165	218	41	0.0003699636138596194	1.469590006308863e-05	1.0	188073.39449541285
chr1	19068758	19068844	RNA1166	86	18	0.0002555688047323165	7.347950031544315e-06	1.0	209302.32558139536
chr1	19069838	19070285	RNA1167	447	93	0.0045436283931281915	0.0	0.989247311827957	208053.6912751678
chr1	19070771	19071218	RNA1168	447	92	0.02219819921363167	1.4696400285174605e-05	0.9782608695652174	205816.5548098434
chr1	19070906	19071353	RNA1169	447	88	0.011776592632352064	0.0	0.9886363636363636	196868.00894854587
chr1	19264114	19264472	RNA1170	355	68	2.8052782708444904e-05	1.469984999857843e-05	1.0	191549.29577464788
chr1	19264458	19264905	RNA1171	445	101	0.016380877204091395	1.4713699783897027e-05	0.9702970297029703	226966.29213483146
chr1	19264815	19265262	RNA1172	447	109	0.02465236248339552	0.0	0.9541284403669725	243847.87472035794
chr1	19264866	19265001	RNA1173	135	43	0.05700334807166063	0.0	0.9069767441860465	318518.51851851854
chr1	19335027	19335146	RNA1174	119	21	0.04763934988581501	1.4698999621032272e-05	0.9523809523809523	176470.58823529413
chr1	19335218	19335300	RNA1175	82	13	0.0003201994922374575	1.4722299965796992e-05	1.0	158536.58536585365
chr1	19338311	19338758	RNA1176	447	124	0.008083009860412504	0.0	0.9919354838709677	277404.92170022376
chr1	20126436	20126794	RNA1177	358	61	0.013150525990910907	1.469590006308863e-05	0.9836065573770492	170391.06145251394
chr1	20213458	20213816	RNA1178	357	52	1.6116886434666368e-05	7.348399776674342e-06	1.0	145658.26330532215
chr1	20213742	20214100	RNA1179	358	71	0.0033244388249213286	1.4698500308440998e-05	0.9859154929577465	198324.02234636873
chr1	20214722	20214804	RNA1180	82	10	1.76389301486779e-05	1.469984999857843e-05	1.0	121951.21951219512
chr1	20216559	20216641	RNA1181	82	15	0.06667548492011216	1.4696799553348685e-05	0.9333333333333333	182926.82926829267
chr1	20220133	20220580	RNA1182	447	62	0.016166015361118148	1.4696349808218656e-05	0.9838709677419355	138702.46085011188
chr1	20220386	20220468	RNA1183	82	16	8.267299961062236e-06	7.347950031544315e-06	1.0	195121.9512195122
chr1	20431431	20431789	RNA1184	358	74	0.028528690212993205	1.469744984206045e-05	0.9459459459459459	206703.91061452514
chr1	20432182	20432264	RNA1185	82	11	0.11259832054540973	1.4699799976369832e-05	0.8181818181818182	134146.34146341463
chr1	20432855	20433213	RNA1186	358	61	0.016414433614835477	1.469549988541985e-05	0.9672131147540983	170391.06145251394
chr1	20434891	20435249	RNA1187	358	69	0.014714628124343957	1.4700700376124589e-05	0.9855072463768116	192737.43016759775
chr1	20446659	20446741	RNA1188	82	8	0.00015066110393034207	1.469744984206045e-05	1.0	97560.9756097561
chr1	20555570	20555652	RNA1189	82	22	1.8706067914370383e-05	0.0	1.0	268292.68292682926
chr1	20737538	20737709	RNA1190	171	42	4.236979570816181e-05	7.347549853875535e-06	1.0	245614.0350877193
chr1	20804129	20805306	RNA1191	1174	199	0.00700838009573149	0.0	0.9899497487437185	169505.9625212947
chr1	21178335	21178495	RNA1192	160	26	2.0920507547715996e-05	1.4697900041937828e-05	1.0	162500.0
chr1	21190878	21191236	RNA1193	351	40	0.03414955055779955	7.354250101343496e-06	0.95	113960.11396011396
chr1	21428116	21428198	RNA1194	82	0				0.0
chr1	21940891	21941051	RNA1195	160	38	0.02633513351613721	1.4697000096930424e-05	0.9736842105263158	237500.0
chr1	21974434	21974594	RNA1196	160	12	3.068413388973182e-05	0.0	1.0	75000.0
chr1	21974855	21975015	RNA1197	160	33	0.041509156841240125	0.0	0.9393939393939394	206250.0
chr1	22108400	22108560	RNA1198	160	41	1.290610712536101e-05	0.0	1.0	256249.99999999997
chr1	22108664	22108824	RNA1199	160	32	1.1024181276295849e-05	7.347549853875535e-06	1.0	200000.0
chr1	22116819	22116979	RNA1200	154	25	0.00015111731623618344	1.4698500308440998e-05	1.0	162337.66233766233
chr1	22622396	22622614	RNA1201	218	34	0.058855519144531965	1.469569997425424e-05	0.9411764705882353	155963.3027522936
chr1	23004371	23004531	RNA1202	160	36	1.6745702623665053e-05	0.0	1.0	225000.0
chr1	23008686	23008772	RNA1203	86	14	0.07144221813587137	1.4702250155096408e-05	0.9285714285714286	162790.69767441862
chr1	23190224	23190359	RNA1204	135	24	4.9023417053225176e-06	0.0	1.0	177777.77777777778
chr1	23486518	23486736	RNA1205	218	48	0.022028730487894176	7.347100108745508e-06	0.9375	220183.48623853212
chr1	23497041	23497259	RNA1206	218	26	2.713204248021389e-05	0.0	1.0	119266.05504587157
chr1	23499068	23499286	RNA1207	218	41	1.3266107155840475e-05	0.0	1.0	188073.39449541285
chr1	23868602	23869208	RNA1208	606	114	0.01854883726362363	1.4698100130772218e-05	0.956140350877193	188118.81188118813
chr1	23869909	23870127	RNA1209	218	31	0.013789981830614709	1.4697699953103438e-05	0.967741935483871	142201.83486238532
chr1	23870033	23870251	RNA1210	218	38	0.015136085741496094	0.0	0.9736842105263158	174311.9266055046
chr1	23870296	23870514	RNA1211	218	47	0.02445653257916305	1.4697699953103438e-05	0.9574468085106383	215596.33027522938
chr1	24115102	24115237	RNA1212	135	30	0.03177406798386073	0.0	0.9666666666666667	222222.22222222222
chr1	24190156	24190291	RNA1213	135	23	0.05915192457913414	0.0	0.9130434782608695	170370.37037037036
chr1	24190553	24191000	RNA1214	447	126	0.00811486948059754	1.4702849966852227e-05	0.9920634920634921	281879.19463087246
chr1	24191697	24191832	RNA1215	135	24	0.03155795239668653	1.4696999642183075e-05	0.9583333333333334	177777.77777777778
chr1	24478605	24478740	RNA1216	135	0				0.0
chr1	24478614	24478749	RNA1217	135	0				0.0
chr1	24478948	24479083	RNA1218	135	0				0.0
chr1	24609844	24610062	RNA1219	218	33	0.0606662014550128	1.4698500308440998e-05	0.9393939393939394	151376.14678899082
chr1	25210962	25211097	RNA1220	135	26	0.0001781177455856004	1.470005008741282e-05	1.0	192592.59259259258
chr1	25217004	25217362	RNA1221	358	68	2.1401454633254892e-05	0.0	1.0	189944.1340782123
chr1	25217501	25217583	RNA1222	82	15	1.0780799978723129e-05	1.4698999621032272e-05	1.0	182926.82926829267
chr1	25794703	25795137	RNA1223	434	99	0.012340048414177605	1.4699799976369832e-05	0.9797979797979798	228110.59907834104
chr1	26875189	26875349	RNA1224	160	27	4.4638270318729425e-05	1.4697699953103438e-05	1.0	168750.0
chr1	27638145	27638751	RNA1225	606	97	0.00020703165572149567	0.0	1.0	160066.00660066007
chr1	28543015	28543621	RNA1226	582	119	0.010863585217834528	1.4785499843128491e-05	0.9831932773109243	204467.35395189002
chr1	28548104	28548710	RNA1227	606	82	0.00048542816251405716	1.469549988541985e-05	1.0	135313.5313531353
chr1	28549434	28549652	RNA1228	218	34	0.000489772399599612	1.4696800008096034e-05	1.0	155963.3027522936
chr1	28551579	28552185	RNA1229	606	115	0.008737594944218668	1.4699399798701052e-05	0.991304347826087	189768.97689768978
chr1	29124720	29124854	RNA1230	134	38	4.785529632786288e-05	1.4715199995407602e-05	1.0	283582.0895522388
chr1	29140803	29141409	RNA1231	605	0				0.0
chr1	29142442	29143048	RNA1232	606	119	0.008453268393626968	0.0	0.9915966386554622	196369.63696369636
chr1	29143333	29143939	RNA1233	604	136	0.00476442238519827	1.4707599802932236e-05	0.9926470588235294	225165.56291390728
chr1	29191527	29191662	RNA1234	135	18	9.799044316120368e-06	0.0	1.0	133333.33333333334
chr1	29593567	29594173	RNA1235	606	114	0.011347865671244729	1.4701349755341653e-05	0.9736842105263158	188118.81188118813
chr1	29722196	29722630	RNA1236	434	102	0.019617643037245037	0.0	0.9803921568627451	235023.0414746544
chr1	30656624	30656968	RNA1237	344	89	3.451728792988361e-05	0.0	1.0	258720.93023255817
chr1	30657677	30658111	RNA1238	434	113	0.01347169586156712	1.4697699953103438e-05	0.9823008849557522	260368.66359447004
chr1	30658643	30658981	RNA1239	338	78	0.06431926752722388	1.4701349755341653e-05	0.9358974358974359	230769.23076923078
chr1	30684714	30685148	RNA1240	434	74	5.0647580128738686e-05	1.469569997425424e-05	1.0	170506.91244239634
chr1	30687553	30687987	RNA1241	434	98	0.003474531056020408	1.4696400285174605e-05	0.9897959183673469	225806.4516129032
chr1	30758214	30758648	RNA1242	434	95	0.018399075971549453	0.0	0.9578947368421052	218894.00921658985
chr1	30758705	30759139	RNA1243	434	87	0.0021092716079933187	0.0	0.9885057471264368	200460.82949308754
chr1	30820353	30820787	RNA1244	434	81	3.193915420715561e-05	0.0	1.0	186635.94470046082
chr1	31717551	31717985	RNA1245	434	86	2.1878785055162377e-05	0.0	1.0	198156.68202764977
chr1	32456353	32456445	RNA1246	92	18	0.05546002383602575	1.4704200111737007e-05	0.9444444444444444	195652.1739130435
chr1	32872512	32872646	RNA1247	111	32	2.8028228371111697e-05	1.472275016567437e-05	1.0	288288.2882882883
chr1	33238235	33238314	RNA1248	69	15	4.1825586110157824e-05	0.0	1.0	217391.30434782608
chr1	33513086	33513220	RNA1249	134	14	1.0508864371721366e-05	0.0	1.0	104477.6119402985
chr1	33513172	33513778	RNA1250	606	100	0.006375541762581633	0.0	0.98	165016.501650165
chr1	33513485	33513619	RNA1251	134	25	0.0008863854590526848	0.0	1.0	186567.1641791045
chr1	33513567	33513701	RNA1252	134	20	1.5434885108334127e-05	7.348599865508732e-06	1.0	149253.73134328358
chr1	34166210	34166344	RNA1253	134	19	4.916177500776894e-05	1.4696799553348685e-05	1.0	141791.0447761194
chr1	34166302	34166436	RNA1254	134	20	0.013947038895867075	0.0	0.95	149253.73134328358
chr1	34166566	34166851	RNA1255	280	60	0.00015669021927351356	0.0	1.0	214285.71428571426
chr1	34166698	34166832	RNA1256	134	24	0.0001932321855141093	0.0	1.0	179104.4776119403
chr1	34297393	34297737	RNA1257	343	62	0.016268316079936816	0.0	0.9838709677419355	180758.01749271137
chr1	34698928	34699266	RNA1258	338	79	0.012859514514160229	1.4697199731017465e-05	0.9873417721518988	233727.81065088758
chr1	34865226	34865360	RNA1259	134	34	6.0543294399822655e-06	0.0	1.0	253731.3432835821
chr1	34971153	34971497	RNA1260	344	63	0.015489582908418328	1.469590006308863e-05	0.9841269841269841	183139.53488372092
chr1	34971804	34972148	RNA1261	344	55	0.017723607090589545	1.4696400285174605e-05	0.9818181818181818	159883.72093023258
chr1	34972865	34973209	RNA1262	344	65	9.068835585751626e-05	0.0	1.0	188953.48837209304
chr1	35568058	35568396	RNA1263	338	64	1.5159163950782678e-05	0.0	1.0	189349.11242603548
chr1	35568313	35568657	RNA1264	344	54	2.994751664825832e-05	1.4697699953103438e-05	1.0	156976.7441860465
chr1	35568453	35568791	RNA1265	338	60	0.00024778568852828434	1.4698100130772218e-05	1.0	177514.79289940826
chr1	35568510	35568854	RNA1266	344	61	0.00024179603626746672	0.0	1.0	177325.58139534885
chr1	35568699	35569043	RNA1267	344	66	0.0002272628260084942	1.469590006308863e-05	1.0	191860.46511627908
chr1	35568980	35569318	RNA1268	338	54	2.6946440323591393e-05	0.0	1.0	159763.31360946747
chr1	35642641	35642979	RNA1269	337	71	0.04106859468266892	1.4698500308440998e-05	0.9577464788732394	210682.4925816024
chr1	35645005	35645343	RNA1270	338	62	0.016541372330280975	1.4696349808218656e-05	0.9838709677419355	183431.9526627219
chr1	35659805	35660143	RNA1271	338	57	0.017950278907799083	0.0	0.9824561403508771	168639.05325443787
